owl:Class,dct:identifier,schema:name,schema:performer,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:rep,ex:statusaaktivnanichtaktiv,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000158,Wetziker Marionetten,"Muggli, Sergio + Muggli, Erika + Honegger, Werner",Wetzikon,?,ZH,,,,a,,Marionettenbühne Fredi Hostettler,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000159,Puppenbühne Wildhaus (Puppentheater Wildhaus),-0,Wildhaus,Wildhaus,SG,,,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000160,Kunst & Kiste PmbH,-0,Winterthur,Winterthur,ZH,,,,na,,,,,6 R,(1977)-
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000161,theater samt&sonders (theater samt & sonders),-0,Winterthur,?,ZH,,,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000162,Coclico,"Christen, Marlen",Würenlos,"Christen, Marlen",AG,,-0,,na,,,,,1 R,(1987)-
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000163,Dalang Puppen Company,"Béraud, Frida + Jacobi, Frauke + Perrot, Anne",Zürich,Zürich,ZH,,assitej Unima,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000164,Die glückliche Marionette-Lüüt,"Bühler, Susi u.a.",Zürich (Oerlikon),"Bühler, Susi",ZH,,-0,,na,,,1 C,(1989)-(1992),,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000165,Figurentheater Kathrin Irion,"Irion, Kathrin",Zürich,"Irion, Kathrin",ZH,,Unima,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000166,Fidibus,"Tsiapis, Annina + Blaser, Jürg",Zürich,Zürich,ZH,,,,na,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000167,Figurentheater Civetta,,Zürich,Zürich,ZH,,-0,,na,,,,,1 R,(1989)-
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000168,Figurentheater Lupine,"Leuenberger, Kathrin + Keller, Bettina + Brändli, Mila",Zürich,Bern,ZH,,assitej Unima,,a,2000-,,,,1 C,2000-
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000169,Fred Schneckenburgers Puppencabaret,"Schenckenbruger, Fred",Zürich,Zürich,ZH,,,,na,1947-1964,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000170,Humms Marionettentheater,"Humm, Rudolf Jakob + Humm, Ambrosius",Zürich,Zürich,ZH,,,,na,1940-1946,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000171,Marotte-Chischte (Marottechischte) <Figurentheater>,"Drack, Lothar + Bühlmann, Werner",Zürich,Zürich,ZH,,,,na,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000172,Marionettentheater 81,-0,Zürich,Zürich,ZH,,,,na,,,,,1 R,(1987)-
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000173,Marionettentheater Tobelhus,"Homberger, Christoph",Zürich,"Homberger, Christoph",ZH,,,,na,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000174,Maske und Bewegung,"Bitzi, Daniela",Zürich,Zürich,ZH,,Unima,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000175,Mattenhof-Marionetten,?,Zürich (Schwamendingen),Zürich,ZH,,,,na,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000176,"Puppentheater ""Der blaue Vogel"" (Puppenbühne ""Der blaue Vogel"")","Roedelberger, Herbert",Zürich,"Roedelberger, Herbert, auch unter Zürich: Der Blaue Vogel",ZH,,,,na,,,,,2 R,(1985)-(1987)
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000177,Roca Puppenbühne,"Roca-Jerzö, Beatrice",Zürich,"Roca, Susi",ZH,,KTV Unima,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000178,Schwarzes Theater Zürich,"Procházka, Ji?í",Zürich (früher: Volketswil),"Procházka, Ji?í",ZH,,,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000179,Schweizerisches Marionettentheater im Kunstgewerbemuseum Zürich,"Wolff, Werner + Morax, René + Bischoff, Henry + Isler, Albert + Urech, Rudolf + Baud-Bovy, Daniel, Cingria, Alexandre, Taeuber, Sophie + Morach, Otto u.a.",Zürich,Zürich: Marionettentheater des Kunstgewerbemuseums Zürich,ZH,,,,na,1918,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000180,Theater Colibri,"Schluchter, Charli",Zürich,"Zürich, auch unter Zürich: Spiel- und Puppentheater Charlie Schluchter",ZH,,,,na,1985-1991?,Puppentheater Charli Schluchter,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000181,Theater Gustavs Schwestern,"Surer, Jacqueline + Grüter, Sibylle",Zürich,Zürich,ZH,,Unima      assitej,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000182,Théâtre Johana ,"Bory, Johana + Larcher, Lukas",Zürich,Zürich,ZH,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000183,Kasperle's Puppenbühne,"Liebe, Mario",Deutschland,"Liebe, Mario",,,,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000184,Maul- und Clownseuche,"Göhring, Martina + Bäuerle, Klaus",Deutschland ,"Göhring, Martina",D,,,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000185,Figurentheater Therese Bachmann,"Bachmann, Therese",o.O.,"Bachmann, Therese",,,,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000186,Kasperlitheater Rugelimuzz,"Eberle, Cornelia + Signer, Beatrice",o.O.,"Eberle, Cornelia",SG,,,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000187,Marionettentheater Silberfaden,"Maag, Anne-Marie + Suter, Christine + Suter-Kuert, Daniel",o.O.,"Maag, Anne-Marie",,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000188,Puppentheater adoculos,"Ackermann-Ott, Madeleine + Ackermann-Ott, Werner",o.O.,"Ackermann-Ott, Madeleine + Werner",,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000189,Puppentheater Chnopf,"Schneiter, Marco + Tresch, Fabio",o.O.,?,-0,,KTV,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000190,Puppentheater Isabelle Roth,"Roth, Isabelle",o.O.,"Roth, Isabelle",-0,,KTV,,a,,,,,,
spa:DatenbankUrsTruppenPuppentheater,STS-DatenbankUrsTruppenPuppentheater00000191,Troupe des marionnettes d'Allaman,"Kreil, Sigrid",o.O.,"Kreil, Sigrid",-0,,,,a,(noch existent?),,,,,
