owl:Class,dct:identifier,spa:accessionNumberPoster,schema:name,schema:author,eclap:director,schema:performer,spa:theaterSeason,eclap:firstPerformanceData,ex:Plakatart,ex:MasseincmHxB,ex:Technik,ex:Grafiker,ex:Drucker,ex:Verso,schema:comment
spa:Audio,STS-Plakat00000924,PL 005.030,"Blues Meeting, Boogie Woogie Rol",0,,"Driving Wheel, Jimi Florin",1973/74,03.11.1973,Konzertplakat,58.0 x 34.2 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000925,PL 005.031,Kur-Theater Baden: Eröffnungspremieren der Sommerspielzeit 1974,0,,,1974,,Saisonplakat,65.0 x 33.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000926,PL 005.032,"Sommerspielzeit des Stadttheaters St. Gallen, Schauspiel, Oper, Operette",0,,,,,Saisonplakat,64.8 x 34.9 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000927,PL 005.033,"Sommerspielzeit, Pause bis 10. August",0,,,,,Spielplanplakat,65.0 x 34.8 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000928,PL 005.034,"Sommerspielzeit, 10. bis 31. August",0,,,,,Saisonplakat,65.0 x 34.8 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000929,PL 005.035,"Lapsus, Komik u Theater. Wurscht eine Satire",0,R: Christiane Ahlhelm,,2000/01,07.03.2001,Stückplakat,64.5 x 33.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000930,PL 005.036,Der Schattenmann. Der Triumph eines Berners,0,,"Stefan Kurt, Mario Adorf, Maja Maranows,Jennifer Nitsch, Heinz Hoenig, Heiner Lauterbach, Günter Strack,",,,Stückplakat,"42,0 x 29.7 cm",Colorlaser,,,,
spa:Audio,STS-Plakat00000931,PL 005.037,Cie. Excursus; Itinerari di Confine,0,"R: RIcky Bonavita, Theodor Rawyler CH: RIcky Bonavita  M: Marco Schiavoni",,2000/01,30.11.2000,Spielplanplakat,70.3 x 32.5 cm,Offsetdruck,Costantino Quarta,Stilcrafica srl-Roma,,
spa:Audio,STS-Plakat00000932,PL 005.038,Jenseits der Zeit 12 Mirakel,0,,Alex Porter,,,Veranstaltungsplakat,62.3 x 35.cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000933,PL 005.039,Damals (That Time). Uebersetzung Elmar Tophoven./ Nebelschlucht (The Shadow of the Glen). Uebersetzung E. S. Lauterbach.,"Beckett, Samuel; Synge, John  M.",R: Frederik Ribell; K: Alice Friedli; Technik: Toni Hutmacher,"*Peter Simon. **Elisabeth Berger, Peter Bertschinger, Jörg Reichlin, Peter Simon",1977/78,14.10.1977,Stückplakat,69.0 x 29.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000934,PL 005.040,Rameau's Neffe nach Denis Diderot. In der Uebersetzung von Johann Wolfgang Goethe. Musik von J.Ph. Rameau.,"Diderot, Denis","R: J.P. Vuilleumier; B: J.P. Vuilleumier, Wolfgang Schwarz; BB: Alexandra Freytag","Wolfgang Schwarz, Musik: Ruth Schnydrig, Kathrin Gilg, Susanne Hess",1984/85,30.05.1985,Stückplakat,69.0 x 30.0 cm,Offsetdruck,Isabelle Hauser,,,
spa:Audio,STS-Plakat00000935,PL 005.041,Der arme Cyrano unter Verwendung der deutschen Uebertragung von Ludwig Fulda.,"Rostand, Edmond; Kohout, Pavel ","R: Jean Grädel; BB, K: Alex Müller; M: Mario Giovanoli; Li: Hans Vogel; Fechtmeister: Roy Bosier","Walter Hess, Tiziana Jelmini, Andreas Krähenbühl, Gregor Vogel, Harry Jansen, Peter Holliger, Angelika Polz",1985/86,27.09.1985,Stückplakat,42.0 x 29.7,Offsetdruck,,,,
spa:Audio,STS-Plakat00000936,PL 005.042,Berg Extrem,0,,Robert Bösch,1993/94,25.02.1994,Ausstellungsplakat,62.7 x 29.6 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000937,PL 005.043,Rumpelstilzchen,"Doll, Hans-Peter; Günther Fleckenstein (nach den Gebrüdern Grimm)",R: Hannes Maeder,,1970/71,19.12.1970,Stückplakat,64.8 x 34.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000938,PL 005.044,Im Nu; Tanz im Dialog mit Elektronischer Musik,0,,,1995/96,23.05.1996,Stückplakat,60.0 x 33.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000939,PL 005.045,Stadttheater St. Gallen,0,,,1984/85,,Spielplanplakat,64.0 x 35.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000940,PL 005.046,St. Gallen: Theater St. Gallen,0,,,1984/85,,Spielplanplakat,"64,0 x 35,2 cm",Offsetdruck,,,,
spa:Audio,STS-Plakat00000941,PL 005.047,Stadttheater St. Gallen,0,,,1984/85,,Spielplanplakat,"64,0 x 35.0 cm",Offsetdruck,,,,
spa:Audio,STS-Plakat00000942,PL 005.048,Arden of Faversham,0,R: Carl Weber,,,,Stückplakat,40.7 x 26.4 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000943,PL 005.049,Spielplan 1977/ 78,0,,,1977/78,,Saisonplakat,44.8 x 26.8 cm,Paritabzug des Mutter-Lithos,Eugen Bachmann-Geiser,Cliché Ernst Kreienbühl Luzern,,
spa:Audio,STS-Plakat00000944,PL 005.050,High John teh Conqueror,0,R: L. Richards,,1980/81,21.04.1981,Stückplakat,43.2 x 27.8 cm,Offsetdruck,Charles White,,,
spa:Audio,STS-Plakat00000945,PL 005.051,Once in a Lifetime,"Kaufman, S. George; Hart, Moss",R: Steve Vineberg,,,,Stückplakat,43.2 x 28.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000946,PL 005.052,Traum sen; Dream rêve. (Schattenspiel),0,,Helena Korinkova; Uschi Janowsky,,,Stückplakat,41.6 x 28.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000947,PL 005.053,Tartuffe,"Molière, Jean åç Poquelin dit",,,,,Stückplakat,43.3 x 28.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000948,PL 005.054,Erasmus Montanus,"Holberg, Ludvig",R: Fritz Brun,,,,Stückplakat,43.0 x 28.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000949,PL 005.055,Little Eyolf,"Ibsen, Henrik",R: Debra Skriba,,,,Stückplakat,43.0 x 28.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000950,PL 005.056,Talls from the Vienna Woods; (Geschichten aus dem Wiener Wald) ,"Horváth,Ödön von",,,,,Stückplakat,43.3 x 28.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000951,PL 005.057,The Recruiting Officer; (Der Werbeoffizier/Pauken und Trompeten),"Farquhar, George",,,,,Stückplakat,43.5 x 28. 0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000952,PL 005.058,The Visit,"Dürrenmatt, Friedrich","R: Weeks, Stephan",,,,Stückplakat,43.3 x 28.0 cm  ,Offsetdruck,,,,
spa:Audio,STS-Plakat00000953,PL 005.059,The Amen Corner; (Die Predigerin),"Baldwin, James",R: Sandra L. Richards,,,,Stückplakat,43.0 x 28.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000954,PL 005.060,Maskarade,"Wynter, Sylvia",R: Sandra L.Richards,,,,Stückplakat,43.5 x 28.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000955,PL 005.061,Ein Roemisches Provinztheater,0,,,1997,08.03.1997,Ausstellungsplakat,42.0 x 27.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000956,PL 005.062,"Lügen. In Anlehnung an Peter Duffells Film ""Liebesbriefe an einen Unbekannten"".","Keller, Markus",R: Stefan Meier; BB: Monika Schneider; Li: Walter Bonaconza.,"Daniel Nobs, Marianne Weber, Lilian Fritz, Helene Ruthmann.",1996/97,31.05.1997,Stückplakat,"42,0 x 27,5 cm",Colorlaser,WB Multimedia,,,Co-Produktion mit dem Theater Chindlifrässer Bern
spa:Audio,STS-Plakat00000957,PL 005.063,Pool. Materialpool für die Kulturszene. Kennen sie uns?                     Telefon 031 23 01 01. Nous Connaissez-vous?- Tel.- Telefon 031 23 01 01,0,,,,,,42.0 x 27.5 cm,Offsetdruck,Aida Bern,,,
spa:Audio,STS-Plakat00000958,PL 005.064,Arte Flamenco,0,,,1980/81,13.05.1981,Konzertplakat,59.3 x 42.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000959,PL 005.065,Hein...,0,R: Yves Lebreton ,,,,Stückplakat,83.0 x 40.5 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000960,PL 005.066,Anders And,0,,,,,Konzertplakat,40.0 x 90.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000961,PL 005.067,"Durchs Fenster, Fantom von Marseille, Der Sohn der Luft, Ich habe sie verloren, Das Mädchen Anna, Spuk im Schloss ","Cocteau, Jean; Wilder, Thornton",,,,,Spielplanplakat,86.0 x 36.0 cm,Offsetdruck,,Hug u Söhne AG Zürich,,
spa:Audio,STS-Plakat00000962,PL 005.068,Saison 1995/96,0,,,1995/96,,Saisonplakat,84.0 x 43.0 cm,Offsetdruck,"Girod, Gründisch,Baden",,,
spa:Audio,STS-Plakat00000963,PL 005.069,Aus heiterem Himmel,0,R: Felix Tissi,,1991,,Stückplakat,"80,0 x 40,0 cm",Offsetruck,"Foto-Grafik: Dieter Fahrer,Beatrix Nicolai Hostettler",,,
spa:Audio,STS-Plakat00000964,PL 005.070,Teatro Dimitri Verscio,0,,,,,Spielplanplakat,83.0 x 33.5 cm,Offsetdruck,,Arti Grafiche di Raimondo Rezzonico-Locarno,,
spa:Audio,STS-Plakat00000965,PL 005.071,Teatro Dimitri Verscio,0,,,1972/73,,Spielplanplakat,84.5 x 33.5 cm,Offsetdruck,,Arti Grafiche di Raimondo Rezzonico-Locarno,,
spa:Audio,STS-Plakat00000966,PL 005.072,Leopold Lindtberg Regisseur 1902-1984,0,,,1990,14.10.1990,Ausstellungsplakat,29.7 x 84.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000967,PL 005.073,Préludes,"Korinkova, Helena",R: Jaroslav Gillar; BB: Maja Frankova,,1992/93,26.03.1993,Stückplakat,59.7 x 34.7 cm,Offsetdruck,Georg Habermann,,,
spa:Audio,STS-Plakat00000968,PL 005.074,Nacht with Ofelia [La nuit avec Ofelia],"Holan, Vladimir",R: Jaroslav Gilar; BB: Werner Hutterli,Helena Korinkova,1988/89,17.11.1988,Stückplakat,60.0 x 35.0 cm,Offsetdruck,Georg Habermann,,,"Blancodruck. Im Rahmen: Ein Monat mit ""Théâtre Romand"""
spa:Audio,STS-Plakat00000969,PL 005.075,Sprech Reiz oder: was man von Räumen träumt,0,R: Adi Blum,,,,Stückplakat,59.3 x 37.5 cm,Offsetdruck,"PW-Grafics, Oberentfelden",,,Blancodruck
spa:Audio,STS-Plakat00000970,PL 005.076,Weihnachtszauber der Manege,0,,,,,Stückplakat,48.7 x 34.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000971,PL 005.077,"Tüüfelspakt (""Don Juan und Faust""). Nach Motiven von Ch. D. Grabbe ","Keller, Markus, nach Grabbe ","Lang, Reto",Freilichtbühne Schwarzenburg,1999/00,07.07.2000,Stückplakat,35.0 x 50.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000972,PL 005.078,Oliver,"Dickens, Charles",R: Lory Schranz; ML: Tino Horat,Eigägwächs u Märlibühne Altdorf,2005/06,23.03.2006,Stückplakat,50.0 x 34.0 cm,Offsetdruck,Mary Anne Imhof,,,
spa:Audio,STS-Plakat00000973,PL 005.079,Der Zauberer von Oz,0,CH u R: Lory Schranz; ML: Tino Horat,Märlibühne Altdorf,2004/05,26.11.2004,Stückplakat,50.0 x 34.0 cm,Offsetdruck,Mary Anne Imhof,,,
spa:Audio,STS-Plakat00000974,PL 005.080,Jim Knopf,"Schneider, Jörg",CH u R: Lory Schranz; ML: Tino Horat,Märlibühne Altdorf,2002/03,04.04.2003,Stückplakat,50.0 x 34.0 cm,Offsetdruck,Mary Anne Imhof,,,
spa:Audio,STS-Plakat00000975,PL 005.081,Clocks,0,,Cathy Sharp Dance Ensemble,2003/04,10.03.2004,Stückplakat,45.3 x 32.6 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000976,PL 005.082,Musikwochen Ettiswil 11.- 23. Mai 1980,0,,,1979/80,,Konzertplakat,49.0 x 34.5 cm,Offsetdruck,Eugen Bachmann,Willisauer Bote Willisau,,
spa:Audio,STS-Plakat00000977,PL 005.083,Musikwochen Ettiswil 1979,0,,,1978/79,13.05.1979,Konzertplakat,49.0 x 34.5 cm,Offsetdruck,Eugen Bachmann,Willisauer Bote Willisau,,
spa:Audio,STS-Plakat00000978,PL 005.084,"Le Grain magique. Contes, poèmes et proverbes berbères de Kabylie.",0,R u K: Liliane Maret; K: Philippe Fouchard; M: Roland van Straaten: Li: Géza Vadas; Dra: Edith Montelle.,Jacqueline Payelle.,1982/83,17.01.1983,Stückplakat,53.0 x 34.8 cm,Siebdruck,,,,Spectacle conçu et joué par Jacqueline Payelle. La Chaux-de-Fonds: Premiere: 27.3.1983
spa:Audio,STS-Plakat00000979,PL 005.085,Mimo pamma,0,R: Ernst Georg Böttger,Mime Berne,1982/83,25.07.1983,Stückplakat,50.3 x 40.0 cm,Fotokopie,,,,
spa:Audio,STS-Plakat00000980,PL 005.086,Mime dreams,0,R: Ernst Georg Böttger,Mime Berne,,,Stückplakat,49.7 x 37.3 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000981,PL 005.087,Mime Berne / Mime dreams,0,R: Ernst Georg Böttger,Mime Berne,,,Stückplakat,47.0 x 35.3 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000982,PL 005.088,Jeux Reves,0,R: Ernst Georg Böttger,Mime Berne,1980/81,20.07.1981,Stückplakat,49.8 x 29.5,Fotokopie,,,,
spa:Audio,STS-Plakat00000983,PL 005.089,Pantomime. Jeux de Mime Provence 75,0,R: Ernst Georg Böttger,,1974/75,09.07.1975,Stückplakat,62.3 x 28.5 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000984,PL 005.090,Pantomime. Jeux de Mime Provence 75,0,R: Ernst Georg Böttger,,1974/75,09.07.1975,Stückplakat,62.3 x 28.5 cm,Offsetdruck,,,,[1D]  Blancodruck
spa:Audio,STS-Plakat00000985,PL 005.091,Pantomimen Pantomime,0,R: Ernst Georg Böttger,R: Böttger u Gruppe,1971/72,21.11.1971,Stückplakat,72.7 x 31.4 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000986,PL 005.092,Pantomimen Pantomime,0,R: Ernst Georg Böttger,Ernst Georg Böttgeru Gruppe,,,Stückplakat,72.0 x 28.8 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000987,PL 005.093,Zwerg Nase. Ein Weihnachtsmärchenspiel,"Tuason, Toni von  (nach Wilhelm Hauff)","R: Toni von Tuason, BB: Harry Zaugg; M: Heinz Pauels",,1958/59,24.12.1958,Stückplakat,62.0 x 30.0 cm,Buchdruck,,,,
spa:Audio,STS-Plakat00000988,PL 005.094,stahlberger heuss,0,R: Oliver Hepp,"Manuel Stahlberger, Stefan Heuss",2005/06,27.01.2006,Stückplakat,60.0 x 30.0 cm,Offsetdruck,,,,[1D] 
spa:Audio,STS-Plakat00000989,PL 005.095,Caveman. Du sammeln. Ich Jagen,0,,Siegmund Tischendorf,2003/04,21.10.2003,Stückplakat,58.4 x 34.0 cm,Offsetdruck/ Fotokopie,Burkard & Heckendorn Werbeagentur,,,
spa:Audio,STS-Plakat00000990,PL 005.096,Der diskrete Charme der Bourgeoisie. Nach dem Film von Luis Bunuel.,00 (nach Luis Bunuel),"R: Meret Matter; K: Inge Klossner; M: Simon Dellsperger, Pierre Omer, Denis Schuler; Li: Matthias Keller; BB: Renate Wünsch, Serge Nyfeler.","Grazia Pergoletti, Jesko Stube, Catriona Guggenbühl, Michael Rath, Irene Rovan, Andreas Debatin, Ted Gaier, Sandra Utzinger, Andreas Matti.",2001/02,28.03.2002,Stückplakat,62.0 x 36.7 cm,Offsetdruck,,,,[1D]   Premiere Bern: 13. 2. 2002. 
spa:Audio,STS-Plakat00000991,PL 005.097,Kulturhallen Dampfzentrale,0,,,2001/02,,Spielplanplakat,35.2 x 64.0 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000992,PL 005.098,"La Main ouverte - gare au Corbu! (Le Corbusier, dix ans après sa mort)",T P R (création collective),R: Charles Joris; K: Gilles Lambert; Li: Géza Vadas.,"Pierre Arbel, Marie-Annick Delbrayelle, Jean Hutin, Anne-Marie Jan, Michel Kullmann, Philippe Morand, Jacqueline Payelle, Laurence Rochaix, Claude Thébert, Guy Touraille, Emile de Ceuninck (le musicien).",1975/76,09.10.1975,Stückplakat,63.0 X 35.0 cm,Siebdruck,,Imprimerie Cassina S. A. La Chaux-de-Fonds,,Pièce tirée de la vie et de l'oeuvre de l'artiste célèbre né à La Chaux-de-Fonds. Le TPR l'a travaillée pour la problématique de la planification urbaine et de l'architecture du 20e siècle.
spa:Audio,STS-Plakat00000993,PL 005.099,Kasimir und Karoline,"Horvath, Ödön von","Plüss, Elvira",,2001/02,12.04.2002,Stückplakat,59.8 x 35.7 cm,Offsetdruck,,,,"Es(s)- Theater, zum 150 Jahre Jubiläum"
spa:Audio,STS-Plakat00000994,PL 005.100,Werkstatt-abend mit dem Berner Pantomimen-Ensemble ,0,R: Ernst Georg Böttger,,1972/73,17.11.1972,Stückplakat,49.0 x 33.7 cm,Offsetdruck,,,,
spa:Audio,STS-Plakat00000995,PL 005.101,Tango pile et Face,"Griliquez, Eve",,"Eve Griliquez, Oscar isto",1985/86,26.08.1985,Stückplakat,40 x 60 cm,Buchdruck,,Imprimerie Grenier,"x
",
spa:Audio,STS-Plakat00000996,PL 005.102,"La Belle. D’après “La belle au bois dormant”, inspiré du conte de Charles Perrault et des Frères Grimm.","Tchaikovski, Piotr Ilitch",CH: Jean-Christophe Maillot; BB: Ernest Pignon-Ernest; K: Philippe Guillotel; Li: Dominique Drillot,Les Ballets de Monte-Carlo,2009/10,11.04.2010,Stückplakat,40 x 60 cm,Offset,csm genève Laurent Philippe,,"x
",
spa:Audio,STS-Plakat00000997,PL 005.103,Lulu. [D] Opéra en un prologue et trois actes. Livret du compositeur d’après les drames de Frank Wedekind “La Boîte de Pandore” et “L’Esprit de la Terre”.,"Berg, Alban",ML: Marc Albrecht; R: Olivier Py; BB u K: Pierre-André Weitz; Li: Bertrand Killy,"Patricia Petibon, Julia Juon, Silvia de La Muela, Robert Wörle, Bruce Rankin, Pavlo Hunka, Gerhard Siegel, Hartmut Welker, Sten Byriel, Wolfgang Barta, Jean Lorrain, Emilie Pictet, Monique Simon, Magali Duceau, Heikki Kilpeläinen, Alexandre Diakoff, Michael Tschamper; Orchestre de la Suisse Romande",2009/10,04.02.2010,Stückplakat,40 x 60 cm,Offset,csm genève  Dr. Gustav Klimt 1909,,"x
",
spa:Audio,STS-Plakat00000998,PL 005.104,Simon Boccanegra. [I] Opéra en trois actes et un prologue. Livret de Francesco Maria Piave d’après la pièce “Simon Boccanegra” d’Antonio García Gutiérrez.,"Verdi, Giuseppe","ML: Evelino Pido; R: José Luis Gómez; BB: Carl Fillion; K: Alejandro Andújar; CH: Ferran Carjaval; Li: Albert Faura, CL: Ching-Lien Wu","Roberto Frontali, Krassimira Stoyanova, Alberto Gazale, Giacomo Prestia, Roberto de Biasio, Franco Pomponi, Jean Teitgen, Omar Garrido, Solenn’ Lavanant-Linke; Orchestre de la Suisse Romande, Chœur du Grand Thèâtre",2009/10,09.09.2009,Stückplakat,40 x 60 cm,Offset,"csm genève  Hervé Lewandoswski, Jean Joseph-Xavier-Bidauld",,"x
",
spa:Audio,STS-Plakat00000999,PL 005.105,La Calisto. Dramma per musica en un prologue et 3 actes. Livret de Giovanni Faustini d’après “Les Métamorphores” d’Ovide,"Cavalli, Francesco Pier",ML: Andreas Stoehr; R: Philipp Himmelmann; BB: Johannes Leiacker; K: Petra Bongard; Li: Gérard Cleven,"Anna Kasyan, Sami Luttinen, Christine Rice, Mark Milhofer, Kristen Leich, Catrin Wyn-Davies, Bejun Mehta, Fabio Trümpy, Bruno Taddia, Ludwig Grabmeier, Mariana Flores, Dina Husseini; Orchestre de Chambre de Genève",2009/10,13.04.2010,Stückplakat,40 x 60 cm,Offset,csm genève  Bridceman Berlin Alimani,,"x
",
spa:Audio,STS-Plakat00001000,PL 005.106,"La Donna del Lago [I]. Melodramma en deux actes. Livret de Andrea Leona Tottola, d’après le poème narratif de Sir Walter Scott “The Lady of the Lake”.","Rossini, Gioacchino Antonio",ML: Paolo Arrivabeni; R: Christof Loy; CH: Thomas Wilhelm; BB u K: Herbert Murauer; Li: Reinhard Traub; CL: Ching-Lien Wu,"Joyce DiDonato, Luciano Botelho, Gregory Kunde, Mariselle Martinez, Balint Szabo, Bénédicte Tauran, Fabrice Farina, Chœur du Grand Théâtre de Genève, Orchestre de la Suisse Romande",2009/10,05.05.2010,Stückplakat,40 x 60 cm,Offset,csm genève  Pavel Petrovich Christakow,,"x
",
spa:Audio,STS-Plakat00001001,PL 005.107,"Don Giovanni. [I] Opéra en deux actes, Livret de Lorenzo Da Ponte.","Mozart, Wolfgang Amadeus",ML: Kenneth Montgomery; R: Marthe Keller; BB: Michael Yeargan; K: Christine Rabot-Pison; Li: Jean Kalman; CL: Ching-Lien WU,"Pietro Spagnoli, Ildebrando d’Arcangelo, José Fardilha, Burka Bilgili, Svetlana Doneva, Diana Damrau, Serena Farnocchia, Christoph Strehl, Andrej Dunaev, Raffaella Milanesi, Nicolas Testé, Fjodor Kuznetsov; Orchestre de la Suisse Romade; Chœur du Grand Théâtre",2009/10,11.12.2009,Stückplakat,40 x 60 cm,Offset,csm genève  Bridgemann Berlin / Andrea del Sapto,,"x
",
spa:Audio,STS-Plakat00001002,PL 005.108,Histoire du Soldat,"Strawinsky, Igor; Charles Ferdinand Ramuz",R u BB: Dimitri; ML: Whitney Reader,"Dimitri, Kai Leclerc, Masha Dimitri, Andrea Noce Noseda, Musiker: Valeriy Sokolov, Afonso Venturieri, Matteo De Luca, Pascal Viglino, Frank Sanderell, Philippe Litzler, Dimitry Rasul-Kareyev",2009/10,05.11.2009,Stückplakat,40 x 60 cm,Offset,csm genève  Dimitri,,"x
",
spa:Audio,STS-Plakat00001003,PL 005.109,"Cendrillon. Ballet en 3 actes, sans entreacte. Livret sur un argument de Nikolaï Volkov, d’après le conte de Charles Perrault.","Prokofiev, Sergueï",CH: Michael Kelemenis; ML: Philipp Béran; BB: Bruno De Lavenère; K: Philippe Combeau; Li: Harrys Picot,"Yu Otagaki, Damiano Artale, Yanni Yin, Madeline Wong, Giuseppe Bucci, Gregory Batardon, Luc Benard, Prince Credell, Ilias Ziragachi, Grégory Deltenre, Loris Bonani, André Hamelin, Fernanda Barbosa, Hélène Bourbeillon, Yukari Kami, Alma Munteanu, Violaine Roth, Isabelle Schramm, Sara Shigenari, Sarawanee Tanatanit, Joseph Aitken, Nathanaël Marie; Orchestre de la Suisse Romande",2009/10,06.10.2009,Stückplakat,40 x 60 cm,Offset,csm genève Michael Blann,,"x
",
spa:Audio,STS-Plakat00001004,PL 005.110,L’Etoile. Opéra-bouffa en trois actes. Livret Eugène Leterrier et Albert Guillaume Florent Vanloo.,"Chabrier, Alexis Emmanuel",ML: Jean-Yves Ossonce; R: Jérôme Savary; CH: Philippe Cohen; BB u K: Ezio Toffolutti; Li: Pascal Noël; CL: Ching-Lien WU,"Jean-Paul Fouchécourt, Georges Gautier, René Schirrer, Pierre Doyen, Fabrice Farina, Marie-Claude Chappuis, Sophie Graf, Blandine Staskiewicz, Frédéric Longbois, José Pazos, Harry Draganov, Omar Garrido; Orchestre de la Suisse Romande; Chœur du Grand Théâtre",2009/10,04.11.2009,Stückplakat,40 x 60 cm,Offset,csm genève Ezio Toffoluti,,"x
",
spa:Audio,STS-Plakat00001005,PL 005.111,Être Gidon Kremer. L’ascension et la chute d’un musisien classique,"Kremer, Gidon",,"Aleksey Igudesman (Violon), Tichard Hyung-Kijoo (Piano), Orchestre de Chambre Kremerata Baltica",2009/10,20.10.2009,Stückplakat,40 x 60 cm,Offset,csm genève Photos Sacha Gusov Yunus Duruham,,"x
",
spa:Audio,STS-Plakat00001006,PL 005.112,Eloge de la faiblesse. Adaptation de Charles Tordjman.,"Jollien, Alexandre",R: Charles Tordjman; BB: Vincent Tordjman; K: Sarah Wan; Li: Christian Pinaud,"Robert Bouvier, Yves Jenny",2005/06,10.01.2006,Stückplakat,A3 42 x 59.4 cm,Offset,Graphisme et Illustration Logox,,"x
",
spa:Audio,STS-Plakat00001007,PL 005.113,Stimmhorn. Premier cri dernier souffle,"Borgeaud, Pierre-Yves",,,,,Veranstaltungsplakat,A3 42 x 59.4 cm,Offset,,,"x
",
spa:Audio,STS-Plakat00001008,PL 005.114,Jezisna Krista,,,,1990,,,A3 42 x 59.4 cm,Offset,Pavel CHoma 1990 / Jan Kopecky,Print Fr/ Krupa,"x
",+(D)
spa:Audio,STS-Plakat00001009,PL 005.115,UBU,"Jarby, Alfred",,"Andreia Divadlo, Nitra Bagara",1990,,Stückplakat,41.3 x 57.8 cm,Offset,"Filiftak , 90",,"x
",+(D)
spa:Audio,STS-Plakat00001010,PL 005.116,Cully Jazz. 28. édition,,,"Yaron Herman& Michel Portal, Femi Kuti and The Positive Force, Charlie Haden Quartet West Ben l’oncle soul, Olivia Pedroli (Lole)",2009/10,09.04.2010,Veranstaltungsplakat,A3 42 x 59.4 cm,Offset,g: marketing / Photographe: claude Baechtold,Impression: Baudet Imprimerie,"x
",
spa:Audio,STS-Plakat00001011,PL 005.117,Artificier! Stipendium 2010 der Bernischen Kunstgesellschaft,"Aeschlimann, Louise, Margareta Corti",,,2009/10,31.03.2010,Ausstellungsplakat,A3 42 x 59.4 cm,Digitaldruck,Konzept & Gestaltung: Schwarzenbech.ch / Foto: Dominique Uldry,,"x
",
spa:Audio,STS-Plakat00001012,PL 005.118,"Fake yourself!  Aua wir Leben, zeitgenössisches Theatertreffen Bern",,,,2009/10,12.05.2010,Veranstaltungsplakat,A3 42 x 59.4 cm,Digitaldruck,H1reber:büro destruckt 2010,,"x
",+ (D)
spa:Audio,STS-Plakat00001013,PL 005.119,"Kiss me kate. Musik Cole Porter, bearbeitet von Seth Gaaikema","Spewack, Samuel und Bella",R: Leonard Steckel; BB u K: Fritz Butz; ML: Henk van Dijk,"Lia Dorana, Robert de Vries, Annet Nieuwenhuyzen, Donald Jones, John Lantind, Pieter Lutz, Jo Vischer, Adolf Rijkens, Louis Borel, Aart Staartjes, Martine Crefcoeur, Carola Gijsbers van Wijk, Ida Bons, Pleuni Touw, Willem Faassen, Edmond Classen, Hans Pauwels, Hans Polman",1963/64,01.01.1964,Stückplakat,44 x 63 cm,Buchdruck,,,"x
",
spa:Audio,STS-Plakat00001014,PL 005.120,Klang der Welt V. Kammermusikreihe Deutsche Oper Berlin. Ostasien: Japanische Moderne,,,,2009/10,29.03.2010,Stückplakat,A3 42 x 59.4 cm,offset,,,"x
",
