owl:Class,dct:identifier,schema:name,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:Statusaaktivnanichtaktiv,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001112,Freilichtspiel Lenzerheide,Lenzerheide,Lenzerheide,GR,,,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001113,Teater Val Alvra,Lenzerheide,CH: Einz. Reg. GR und Lenzerheide (ZSV),GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001114,Kirchspieler Freizeitbühne Leuggern (Kirchspieler Freizeitbühne 87),Leuggern,Leuggern,AG,,VAV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001115,Theatergruppe des STV Leuggern,Leuggern,Leuggern,AG,,VAV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001116,Operette Leuk,Leuk,Leuk,VS,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001117,Theaterverein Leuk,Leuk-Susten,Leuk-Susten,VS,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001118,Theatergruppe Leutwil,Leutwil,Leutwil,AG,,VAV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001119,Théâtre de Poche,Leysin,Leysin (nicht ZSV),VD,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001120,Landjugend Alttoggenburg,Libingen,Libingen,SG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001121,Theatergruppe Libingen,Libingen,Libingen,SG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001122,Theaterverein Liesberg,Liesberg,Liesberg,BL,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001123,bühne_liestal,Liestal,Liestal,BL,,RVNWS,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001124,Laienbühne Liestal (später: bühne_liestal),Liestal,Liestal,BK,,RVNS,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001125,Glarner Theater Gruppe (später: Chliibüni Glärnisch),Linthal,Linthal,GL,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001126,Chliibüni Glärnisch,Linthal,Linthal,GL,,RVA,a,,Glarner Theater Gruppe,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001127,Kinder- und Jugendbühne Littau,Littau,Littau,LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001128,Theatergruppe Littau-Reussbühl (später: Theater Littau-Reussbühl),Littau-Reussbühl,Littau-Reussbühl,LU,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001129,Theater Littau-Reussbühl,Littau-Reussbühl,Littau-Reussbühl,LU,,RZV,a,,Theatergruppe Littau-Reussbühl,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001130,Filodrammatica Locarnese,Locarno,Locarno (nicht ZSV),TI,,-0,na,1912-1962?,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001131,Gruppo teatrale della scuola Magistrale,Locarno,Locarno (nicht ZSV),TI,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001132,Theater 55 plus,Locarno,Locarno,TI,,RZV,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001133,Le Contrade (Teatro delle Contrade),Losone,Losone (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001134,Laienbühne Lostorf,Lostorf,Lostorf,SO,,NWS,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001135,Cittadella 2000 (auch: Compagnia Teatro Stabile Cittadella 2000 bzw. Compagnia teatrale Cittadella 2000),Lugano,Lugano (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001136,Girondini,Lugano,Lugano (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001137,Gruppo Talia Teatro,Lugano,Lugano (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001138,Gruppo teatrale degli studenti delle scuole medie e superiori ticinesi,Lugano,Lugano (nicht ZSV),TI,,-0,na,1977 (?)-1984 (?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001139,Gruppo Teatrale L’è mai trop tardi (della sezione ATTE del Luganese),Lugano,Lugano (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001140,I Teatranti,Lugano,Lugano (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001141,La Neo-Kalambouri,Lugano,Lugano (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001142,Le Pantere,Lugano (Arosio),Lugano (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001143,Teatro di Lugano,,Lugano (nicht ZSV),TI,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001144,Théâtre de Poche de Lully (Les Tréteaux du Signal),Lully,Lully (nicht ZSV),GE,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001145,Les Arts en Scènes; Ateliers théâtre et arts plastiques (inkl. Festi Léz'Arts),Lully-sur-Morges,Lully-sur-Morges (nicht ZSV),GE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001146,Fughezzee,Lumino,Kabarett: Lumino,TI,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001147,Theaterlyt Lungrä,Lungern,Lungern,OW,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001148,Freie Bühne Lunkhofen,Lunkhofen,Lunkhofen,AG,,VAV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001149,Theater- und Spielverein Lupsingen ,Lupsingen,Lupsingen,BL,,NWS,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001150,Compagnie Love Love Hou (Cie Love Love Hou),Lutry,Lutry (nicht ZSV),VD,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001151,Gemischter Chor Lüterswil-Gächliwil,Lüterswil-Gächliwil,Lüterswil-Gächliwil,SO,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001152,"Lützuflüher-Spiulüt, Lützelflüher Spiulüt, Theater Lützelflüh",Lützelflüh,Lützelflüh,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001153,Männerchor Lützelflüh,Lützelflüh,Lützelflüh,BE,,-0,na,1955,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001154,Theatergruppe Minestrone,Lützelflüh,Lützelflüh,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001155,Trachtengruppe Lützelflüh,Lützelflüh,Lützelflüh,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001156,Jungi Bihni Lungerä,Lungern,Lungern,OW,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001157,Männerchor Lungern,Lungern,Lungern,OW,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001158,Theaterlyt Lungrä,Lungern,Lungern,OW,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001159,Gruppa da teater Luven,Luven,Luven,GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001160,Bühne Seeburg,Luzern,Luzern,LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001161,Ecco Rondo,Luzern,Luzern (nicht ZSV),LU,,-0,a,,Semi-Theater AG,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001162,Freilichtspiele Luzern,Luzern,Luzern,LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001163,Gastspieltheater O.J. Hürlimann,Luzern,Luzern,LU,,-0,na,1981,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001164,Jugendtheater tremolo,Luzern,Luzern,LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001165,Kleinbühne Innerschweiz,Luzern,Luzern,LU,,-0,na,1983,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001166,Luzerner Spielleute (inkl. Stachelbeere),Luzern,Luzern (ab 1972 unter ZSV),LU,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001167,Seniorenbühne Luzern,Luzern,Luzern,LU,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001168,Theater Bagasch,Luzern,Luzern (nicht ZSV),LU,,,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001169,Theater im Paul (TiP),Luzern,Luzern (nicht ZSV),LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001170,Theatergruppe St. Karl,Luzern,Luzern,LU,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001171,Theaterkids der Stadt Luzern,Luzern,Luzern,LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001172,VollgasTheater (insieme Luzern),Luzern,Luzern,LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001173,VorAlpentheater <siehe auch: Theater Nawal>,Luzern,Luzern,LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001174,1000 Jahr Jubiläum,Lyss,Lyss,BE,,-0,na,2009,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001175,Seniorentheater Lyss,Lyss,Lyss,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001176,Tartaruga,Lyss,Lyss,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001177,Theatergruppe Teatrolyssimo,Lyss,Lyss,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001178,Trachtengruppe Lyss und Umgebung,Lyss,Lyss,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001179,Volksbühne Lyss,Lyss,Lyss,BE,,-0,na,1966,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001180,Die Bühne Lyssach,Lyssach,Lyssach,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001181,Theatergruppe Hei Zue,Lyssach,Lyssach,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001182,Spielgemeinde Madiswil,Madiswil,Madiswil,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001183,Pulcinella Magadino (Gruppo teatrale Pulcinella),Magadino,Magadino (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001184,Theatergruppe Magden,Magden,Magden,AG,,VAV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001185,Theaterbühne Maganvilare,Mägenwil,Mägenwil,AG,,VAV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001186,Lamuns (Theatergruppe),Malans,Malans,GR,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001187,Dramatischer Verein Männedorf (DVM),Männedorf,Männedorf,ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001188,Theatergruppe Gemischter Chor Magglingen-Leubringen,Magglingen,Magglingen,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001189,Dramatischer Verein Maladers (später: Theaterverein Maladers),Maladers,Maladers,GR,,BVV,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001190,Theaterverein Maladers,Maladers (Untervaz),,GR,,BVV,a,,Dramatischer Verein Maladers,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001191,Theaterverein Malix,Malix,Malix,GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001192,Kinder- und Jugendtheater Malters,Malters,Malters,LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001193,Theatergesellschaft Malters,Malters,Malters,LU,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001194,Hölzlibühne,Männedorf,Männedorf,ZH,,-0,na,,,,,1 R,(1988)-
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001195,Theaterverein Marbach,Marbach,Marbach,LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001196,Théâtre La Ramée (Compagnie),Marin,Marin (nicht ZSV),NE,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001197,Le Vers à soi,Marly,Marly (nicht ZSV),FR,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001198,Les Casse Rôles,Marly,Marly (nicht ZSV),FR,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001199,Théâtre du Petit Marly,Marly,Marly (nicht ZSV),FR,,AFTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001200,Filodrammatica Maroggese,Maroggia,Maroggia (nicht ZSV),TI,,FFSI,na,1972-1993,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001201,A.S.T.A.V.,Martigny,Martigny (nicht ZSV),VS,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001202,Atmosphère Théâtre,Martigny,Martigny (nicht ZSV),VS,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001203,Le Masque,Martigny,Martigny (nicht ZSV),VS,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001204,La Combédie,Martigny-Croix,Martigny-Croix (nicht ZSV),VS,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001205,Jungmannschaft Masein,Masein,Masein,GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001206,Jodlerklub Matten,Matten bei Interlaken,Matten bei Interlaken,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001207,Musikgesellschaft Matten,Matten bei Interlaken,Matten bei Interlaken,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001208,Gemischter Chor Matzendorf,Matzendorf,Matzendorf,SO,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001209,Männerchor Frohsinn Matzendorf,Matzendorf,Matzendorf,SO,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001210,Theatergruppe der Musikgesellschaft,Matzendorf,Matzendorf,SO,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001211,Heubühne Matzingen,Matzingen,Matzingen,TG,,VOV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001212,Theatergruppe Mauensee,Mauensee,Mauensee,LU,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001213,Seniorenbühne Maur,Maur,Maur,ZH,,-0,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001214,Theatergruppe Mühle,Maur,Maur,ZH,,-0,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001215,Dorf-Theater Meggen,Meggen,Meggen,LU,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001216,Gemischter Chor Meggen,Meggen,Meggen,LU,,-0,na,1946-1949,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001217,Theatergesellschaft Meggen,Meggen,Meggen,LU,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001218,Freilichtspiel Meienberg,Meienberg,Meienberg,AG,,-0,na,1998,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001219,Theatergruppe Meierskappel,Meierskappel,Meierskappel,LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001220,Gemischter Chor Meikirch,Meikirch,Meikirch,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001221,Theater 3045,Meikirch,Meikirch,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001222,Trachtengruppe Meikirch,Meikirch,Meikirch,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001223,Atelier Theater Meilen (ATM) (inkl. Operella),Meilen ,Meilen (Operella Separatablage),ZH,,RVA,a,,"Atelier-Theater Heubühne, Feldmeilen",,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001224,La Scaletta Feldmeilen (Die Junge Bühne des Atelier Theaters),Meilen,Meilen,ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001225,Theatergruppe Bergmeilen,Meilen,Meilen,ZH,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001226,Théâtre Les Trois Coups (Ste Littéraire les 3 Coups),Meinier,Meinier,GE,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001227,Freilichtspiele Oberhasli,Meiringen,Meiringen,BE,,-0,na,1934-1960,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001228,Glinggige (Theatergruppe),Meiringen,Meiringen,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001229,Trachtengruppe Oberhasli,Meiringen,Meiringen,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001230,Melliger Spiellüüt,Mellingen,Mellingen,AG,,???,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001231,Gruppo Teatrale del Liceo di Mendrisio,Mendrisio,Mendrisio (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001232,Atelier Mimo (Ospedale Neuropsichiatrico di Mendrisio),Mendrisio,Mendrisio (nicht ZSV),TI,,-0,a,1971-?,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001233,Compagnia comica dialettale di Mendrisio (Compagnia teatro dialettale e arti visive),Novazzano,Mendrisio (nicht ZSV),TI,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001234,Freilichtspiel Menzberg,Menzberg,Menzberg,LU,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001235,Theatervereinigung Menzingen,Menzingen,Menzingen,ZG,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001236,Trachtengruppe Menznau,Menznau,Menznau,LU,,-0,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001237,Drachendurst Theaterproduktion,Merlingen,Merlingen,BE,,-0,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001238,Theatergruppe Durachtal,Merishausen,Merishausen,SH,,VOV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001239,Theaterverein Merzligen,Merzligen,Merzligen,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001240,Heubühne,Messen,Messen,SO,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001241,Mettembert sur Scène,Mettembert,Mettembert (nicht ZSV),JU,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001242,VolksTheater im Amt,Mettmenstetten,Mettmenstetten,ZH,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001243,Le Madrigal,Mézières FR,Mézières FR (nicht ZSV),FR,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001244,Gruppo Teatrale Mezzovico (Gruppo Teatrale di Mezzovico),Mezzovico,Mezzovico (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001245,Theatergruppe Chrut u Chabis,Milken,Milken,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001246,I Comediant da Minüs,Minusio,Minusio (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001247,Männerchor Mittelhäusern,Mittelhäusern,Mittelhäusern,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001248,Theater in Mittelhäusern (Scherlibachor),Mittelhäusern,Mittelhäusern,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001249,Lehrertheater Möhlin (Lehrer-Theater Möhlin),Möhlin,Möhlin,AG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001250,Verein Anna-Göldi Festspiele,Mollis,Mollis,GL,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001251,Theaterverein Mönchaltorf,Mönchaltorf,Mönchaltorf,ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001252,Theatergruppe des Turnvereins Mönthal,Mönthal,Mönthal,AG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001253,Turnverein Mönthal,Mönthal,Mönthal,AG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001254,Compagnie Hercule-Savinien,Mont-sur-Rolle,Mont-sur-Rolle (nicht ZSV),VD,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001255,Compagnie de l’US Montfaucon,Montfaucon,Montfaucon (nicht ZSV),JU,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001256,Tréteaux du Bourg,Monthey,Monthey (nicht ZSV),VS,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001257,Théâtre Ouvre-Boîte,Montpreveyres,Montpreveyres (nicht ZSV),VD,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001258,Theatergruppe 86 Moosseedorf,Moosseedorf,Moosseedorf,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001259,Freilicht Theater Moosegg (FLT Moosegg) (Freilichtspiel Moosegg),Moosegg,Moosegg,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001260,Artinscena ,Morbio,Morbio (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001261,Bühne Mörel,Mörel,Mörel,VS,,Amathea,a,,Regionale Laienbühne Mörel,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001262,OS Aletsch (Orientierungsschule Aletsch),Mörel,Mörel,VS,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001263,Regionale Laienbühne Mörel (später: Bühne Mörel),Mörel,Mörel,VS,,VSDW,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001264,Compagnie Trois P'tits Tours,Morges,Morges: Théâtre Trois P'tits Tours,VD,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001265,Theaterbühne Mörigen,Mörigen,Mörigen,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001266,Operette Möriken-Wildegg,Möriken,Möriken,AG,,,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00001267,Uniun da teater Cuschnaus,Morissen /Cumbel,Morissen /Cumbel,GR,,BVV,a,,,,,,
