owl:Class,dct:identifier,schema:name,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:Statusaaktivnanichtaktiv,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000001,,,,,,,,,,VP,,PA,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000002,,,,,,,,,,Volumen Couvert Anzahl  (x C)  Schachteln Anzahl (x S)  Bände       Anzahl (x B)      Rezensionen   Anzahl (x R) keine (00),Grenzdaten  historisch XXXX-XXXX   aktiv       XXXX- ,Volumen Couvert Anzahl  (x C)  Schachteln Anzahl (x S)  Bände       Anzahl (x B)      Rezensionen   Anzahl (x R) keine (00),Grenzdaten  historisch XXXX-XXXX   aktiv       XXXX- 
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000003,,,,,,,,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000004,Chappeler Dorftheater,??,??,??,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000005,Compagnia Siparios,Aarau,Aarau,TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000006,I Sognattori,???,???,TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000007,Bernische Trachenvereinigung,?Biglen?,?Biglen?,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000008,Laienbühne Hinterthurgau,Aadorf,Aadorf,TG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000009,Aarauer Laienspielgruppe der ökonomischen Erwachsenenbildung Aarau,Aarau,Aarau (nicht ZSV) (Sammelcouvert),AG,,-0,na,?,,,,1 R,1983
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000010,Aarauer Vokalisten,Aarau,Aarau (nicht ZSV) (Sammelcouvert),AG,,-0,na,?-2013,,,,1 R,2004 / 2005
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000011,Aargauer Theaterleute,Aarau,Aarau,AG,,-0,,(noch existent?),,,,3 R,1989
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000012,Aargauische Mundartbühne,Aarau,Aarau,AG,,-0,na,1941-1943,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000013,Aargauer Vokalisten,Aarau,Aarau (nicht ZSV),AG,,-0,a,2013-,Aarauer Vokalisten,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000014,Alte und Neue Kantonsschule (Kanti-Theater Aarau),Aarau,Aarau (nicht ZSV),AG,,-0,a,?,,,,1 C,1984 / 1992 / 1996 / 1997 / 1999 / 2001 / 2002
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000015,Berufsschule Aarau,Aarau,Aarau (nicht ZSV) (Sammelcouvert),AG,,-0,a,?,,,,3 R,2005
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000016,Bezirksschule Aarau,Aarau,Aarau (nicht ZSV) (Sammelcouvert),AG,,-0,a,?,,,,3 R,1997 / 2002
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000017,"Eglise Réformée Française d'Argovie, Groupe Théâtrale",Aarau,Aarau (nicht ZSV),AG,,-0,na,?,,,,1 C,1988 / 1989 / 1993
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000018,"Freilichttheater Schlossplatz, Freilichttheater Aarau",Aarau,Aarau,AG,,-0,na,-2010,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000019,Heimgarten Aarau (Haus für Frauen),Aarau,Aarau (nicht ZSV) (Sammelcouvert),AG,,-0,a,?,,,,1 R,2013
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000020,Laienspielgruppe Aarau,Aarau,Aarau (nicht ZSV) (Sammelcouvert),AG,,-0,na,?,,,,1 R,1942
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000021,Lehramtsschule,Aarau,Aarau (nicht ZSV) (Sammelcouvert),AG,,-0,na,?,,,,1 R,1998
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000022,Pädagogische Hochschule (Theatergruppe),Aarau,Aarau (nicht ZSV) (Sammelcouvert),AG,,-0,a,?,,,,1 R,2006
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000023,Seniorentheater Aarau,Aarau,Aarau,AG,,-0,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000024,Theater@49,Aarau,Aarau (nicht ZSV) (Sammelcouvert),AG,,-0,a,?,,,,1 R,2012
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000025,Theater Pro Senectute Aargau,Aarau,Aarau,AG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000026,Theatergruppe der reformierten Kirchgemeinde Aarau,Aarau,Aarau (nicht ZSV) (Sammelcouvert),AG,,-0,a,(noch existent?),,,,1 R,2001
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000027,Theatergruppe GaukeLaien,Aarau,Aarau,AG,,VAV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000028,Theatergruppe Placebo,Aarau,Aarau (nicht ZSV) (Sammelcouvert),AG,,-0,na,?,,,,1 R,1990
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000029,Teatrum rumpum,Aarau,Aarau (nicht ZSV),AG,,-0,na,,,,,1 C,1983 / 1984
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000030,Aarberger Bühne (Theater Ringmuur),Aarberg,Aarberg,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000031,ensemble 01,Aarberg,Aarberg,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000032,Freilichtspiele Aarberg (Verein),Aarberg,Aarberg,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000033,Männerchor Harmonie,Aarberg,Aarberg,BE,,-0,na,1954-1956,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000034,Theater vom Richtplatz,Aarburg,Aarburg,AG,,-0,a,,"Theater auf dem Richtplatz, Verein Theater vom Richtplatz",,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000035,Theatergesellschaft Adligenswil (TGA),Adligenswil,Adligenswil,LU,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000036,Zirkusschule Marotte (Kinder- und Jugendzirkus Marotte),Adliswil,Adliswil (nicht ZSV),ZH,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000037,Jugend-Theater Adlsiwil,Adliswil,Adliswil,ZH,,-0,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000038,Jugendtheater NI&Co,Adlliswil,Adlliswil,ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000039,Theater Adliswil,Adliswil,Adliswil,ZH,,RVA,a,,Dramatischer Verein Adliswil,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000040,Dramatischer Verein Adliswil (später: Theater Adliswil),Adliswil,Adliswil,ZH,,RVA,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000041,Theater Rohrbruch,Adliswil,Adliswil,ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000042,Theatergruppe Aedermannsdorf,Aedermannsdorf,Aedermannsdorf,SO,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000043,Dorfbühne Trachtenverein Aesch (Dorfbühni),Aesch BL,Aesch BL,BL,,RVNWS,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000044,Theatergruppe Aesch,Aesch BL,Aesch BL,BL,,RVNWS,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000045,Theatergruppe Aesch bei Birmensdorf,Aesch bei Birmensdorf,Aesch bei Birmensdorf,ZH,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000046,Oberländer Kammerbühne,Aeschi BE,Aeschi BE,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000047,Theatergruppe Turnveren Aeschi,Aeschi SO,Aeschi SO,SO,,NWS,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000048,Trachtengruppe Aeschi,Aeschi bei Spiez?,?,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000049,Jodlergruppe Alpengruss,Aeschiried,Aeschiried,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000050,Theatergruppe Aeugst am Albis (Theater Gruppe Aeugst),Aeugst a/A,Aeugst a/A,ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000051,Aemtler Bühne Affoltern am Albis (Ämtler Bühne),Affoltern a/A (früher: Hausen a/a),Affoltern a/A (z.T. auch unter Hausen?),ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000052,Männerchor Affoltern,Affolter i/E,Affoltern i/E,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000053,Trachtengruppe Affoltern,Affoltern i/E,Affoltern i/E,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000054,La Dramatique d’Aigle,Aigle,Aigle (nicht ZSV),VD,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000055,Luzerner Bäuerinnen- und Bauernverband LBV,Alberswil,Alberswil,BE,,-0,a,einmalig 2009?,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000056,Groupe choral Intyamon,Albeuve,Albeuve (nicht ZSV),FR,,AFTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000057,Bühne 67,Allschwil,Allschwil (nicht ZSV) und Schönenbuch (ZSV) <bereinigen>,BL,,RVNWS,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000058,Seniorentheater Allschwil,Allschwil,Allschwil,BL,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000059,"Zum Schwarze Gyger Thater in Allschwil (Theater ""Zum Schwarze Gyger"")",Allschwil,Allschwil,BL,,RVNWS,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000060,Trachtengruppe Alpnach,Alpnach,Alpnach,OW,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000061,Heimatbühne Alpnach,Alpnach,Alpnach,OW,,-0,na,1946,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000062,Theater Alpnach,Alpnach Dorf,Alpnach Dorf (nicht ZSV),OW,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000063,Theatergesellschaft Alpthal,Alpthal,Alpthal,SZ,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000064,Jungmannschaft Alt St. Johann,Alt St. Johann,Alt St. Johann,SG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000065,Eigägwächs – Theater aus Leidenschaft (Märlibühne Altdorf) ,Altdorf,Märlibühne Separatablage,UR,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000066,Jugendtheater Altdorf,Altdorf,Altdorf,UR,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000067,Marionettenbühne Gelb-Schwarz,Altdorf,Altdorf,UR,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000068,Sprechtheater in Altdorf,Altdorf,Altdorf,UR,,-0,na,1993,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000069,Theatergruppe Momänt & Co.,Altdorf,Altdorf,UR,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000070,Tellspiel- und Theatergesellschaft Altdorf (Tellspielgesellschaft),Altdorf,Altdorf,UR,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000071,Urner Theaterleute,Altdorf,Altdorf,UR,,,na,1999,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000072,Männerchor Frohsinn,Altendorf,Altendorf,SZ,,,na,1946-1955,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000073,Theatergruppe Altendorf,Altendorf,Altendorf,SZ,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000074,Theaterverein Hintercher (Theater-Hintercher),Alterswil,Alterswil,FR,,Amathea,a,,Hintercher-Bande,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000075,Theater Altishofen,Altishofen,Altishofen,LU,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000076,Theatergruppe Hocker Alvaneu,Alvaneu,Alvaneu,GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000077,ABA-Theatertruppe,Amriswil,Amriswil (nicht ZSV),TG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000078,Amriswil Kolping,Amriswil,Amriswil,TG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000079,Theatergruppe Human Normal,Amriswil,Amriswil,TG,,-0,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000080,Freilichtspiel in Andeer,Andeer,Andeer (noch nicht ZSV),GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000081,Leuebühne Andelfingen (Leue Bühne Andelfingen),Andelfingen,Andelfingen,ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000082,Weinlandbühne Andelfingen,Andelfingen,Andelfingen,ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000083,Kulturforum Gotthard,Andermatt,Andermatt,UR,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000084,Theaterverein Andermatt,Andermatt,Andermatt,UR,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000085,Freilichtspiele Andermatt (Verein Freilichtspiele Andermatt),Andermatt,Andermatt,UR,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000086,Jungmannschaft und Kongri Andwil-Arnegg,Andwil,Andwil,SG,,VOV,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000087,Kindertheater Kitt (später: thearteria Andwil),Andwil,Andwil,SG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000088,Männerchor Andwil-Donzhausen,Andwil,Andwil,SG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000089,thearteria Andwil,Andwil,Andwil,SG,,VOV,a,,Kindertheater Kitt,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000090,L’Aurore,Antagnes,Antagnes (nicht ZSV),VD,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000091,Gemischter Chor Anwil,Anwil,Anwil,BL,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000092,Freilichtbühne Appenzell,Appenzell,Appenzell,AI,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000093,Kolpingfamilie Appenzell,Appenzell,Appenzell,AI,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000094,"Theater VARAIN (""Checkpoint Säntis"")",Appenzell,Appenzell,AI,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000095,Theatergesellschaft Appenzell,Appenzell,Appenzell,AI,,VOV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000096,Bernerverein Arbon,Arbon,Arbon,TG,,VOV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000097,Seniorenbühne Arbon,Arbon,Arbon,TG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000098,Jodlerclub Meierisli,Arch,Arch,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000099,Theatergruppe Arch,Arch,Arch,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000100,Gruppa da teater Ardez,Ardez,Ardez,GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000101,Theaterverein Versam-Arezen,Arezen,Arezen (noch nicht ZSV),GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000102,Theatermühle Arisdorf,Arisdorf,Arisdorf,BL,,RVNWS,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000103,Theatergruppe Männerchor,Aristau,Aristau,AG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000104,Jodlerclub Arlesheim,Arlesheim,Arlesheim,BL,,RVNWS,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000105,theater on,Arlesheim,Münchenstein: Walzwerk (nicht ZSV),BL,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000106,Männerchor Arni,Arni,Arni,BE,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000107,Turnvereine Arni-Isilisberg,Arni-Islisberg,Arni-Islisberg,AG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000108,Le Pantere,Arosio,Arosio (nicht ZSV),TI,,FFSI,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000109,Freilichttheater Arth,Arth,Arth,SZ,,-0,na,1952,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000110,Georgsbühne Arth,Arth,Arth,SZ,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000111,Musical Company Arth,Arth,Arth,SZ,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000112,Theater Arth (Theatergesellschaft Arth) (TGA),Arth,Arth,SZ,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000113,Collegio Papio,Ascona,Ascona (nicht ZSV),TI,,-0,na,1930?-1952,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000114,Compagnie St.-Charles,Athénaz,Athénaz (nicht ZSV),GE,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000115,Les Perd-Vers,Attalens,Attalens (nicht ZSV),FR,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000116,Theatergruppe Jugendtreffpunkt,Attinghausen,Attinghausen,UR,,-0,na,1986,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000117,Kinder Jugend Theater,Au ZH,Au ZH (nicht ZSV),ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000118,Theatergruppe Bühne Frei,Au ZH,Au ZH (nicht ZSV),,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000119,La Dentcreuze,Aubonne,Aubonne (nicht ZSV),VD,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000120,Theatergruppe Auslikon-Balm,Auslikon-Balm,Auslikon-Balm,ZH,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000121,Gemischter Chor Auswil,Auswil,Auswil,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000122,La Boutade,Auvernier,Auvernier (nicht ZSV),NE,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000123,Theatergruppe Auw,Auw,Auw,AG,,VAV,a,,Turnverein Auw,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000124,Groupe Théâtral Avenchois,Avenches,Avenches (nicht ZSV),VD,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000125,Elegia,Avry,Avry (nicht ZSV),FR,,AFTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000126,Choeur Théâtrale d’Avully,Avully,Avully (nicht ZSV),GE,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000127,Theatergesellschaft Baar,Baar,Baar,ZG,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000128,Volksbühne Baar,Baar,Baar,ZG,,RZV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000129,Cheernagel-Büüni Bachenbülach,Bachenbülach,Bachenbülach,ZH,,RVA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000130,Spielleute Bad Ragaz,Bad Ragaz,Bad Ragaz,SG,,-0,na,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000131,Theatergesellschaft Bad Ragaz,Bad Ragaz,Bad Ragaz,SG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000132,Verein Freilichtspiele Heidi,Bad Ragaz,Bad Ragaz (noch nicht ZSV),GR,,BVV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000133,Badener Maske,Baden,Baden,AG,,VAV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000134,Badener Sänger,Baden,Baden (nicht ZSV),AG,,-0,a,1979-,,,,1 C,1987 / 2013
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000135,Badener Schultheatertreffen,Baden,Baden (nicht ZSV),AG,,-0,a,,,,,1 C,1975 / 1982
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000136,Die Badenwanne,Baden,Baden,AG,,-0,a,(noch existent?),,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000137,Junges Theater Baden (jutheba),Baden,Baden,AG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000138,Kantonsschule Baden,Baden,Baden (nicht ZSV),AG,,-0,a,,,,,1 C,1978-
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000139,Katholische Jungmannschaft Baden,Baden,Baden,AG,,-0,a,1944-1957,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000140,Seniorenbühne Baden,Baden,Baden,AG,,VAV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000141,Tat-Art,Baden,Baden (nicht ZSV),AG,,-0,na,?,,,,1 C,1990 / 1993 / 1996
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000142,Theater in Baden,Baden,Baden,AG,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000143,Theatergruppe Thekalaila,Baden,Baden,AG,,VAV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000144,Remise Theater 5406,Baden (Rütihof) ,Baden (Rütihof) (nicht ZSV),AG,,-0,a,,,,,keine?,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000145,Nostalgietheater Balgach,Balgach,Balgach,SG,,VOV,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000146,Oz Croc Théâtre,Ballaigues,Ballaigues (nicht ZSV),VD,,FSSTA,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000147,Verein Landschaftstheater Ballenberg (Landschaftstheater Ballenberg),Ballenberg,Ballenberg,BE,,Amathea,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000148,Dramatisch-Literarische Gesellschaft Balsthal (DLG),Balsthal,Balsthal,SO,,RVNWS,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000149,Theatergruppe des Bildungsklubs Thal-Gäu,Balsthal,Balsthal,SO,,-0,,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000150,Turnverein Balsthal,Balsthal,Balsthal,SO,,,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000151,Freilichttheater Baltschieder,Baltschieder,Baltschieder,VS,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000152,Operette Balzers,Balzers,Balzers,FL,,-0,a,,,,,,
spa:DatenbankUrsAmateurtheater,STS-DatenbankUrsAmateurtheater00000153,Jodlerklub Aaregruess,Bannwil,Bannwil (noch nicht),BE,,Amathea,a,,,,,,
