owl:Class,dct:identifier,schema:name,schema:performer,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:rep,ex:statusaaktivnanichtaktiv,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000288,Teatro del Chiodo,"Usteri, Thomas + Manetti, Lorenzo",Bellinzona,Bellinzona,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000289,Touch Dance Company,-0,Bellinzona,Bellinzona,TI,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000290,KammerOperSchweiz (Kammeroper Schweiz),-0,Benglen,Benglen,ZH,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000291,1x1 Theater (1 x 1 Theater) (inkl. Café B.),"Bobber, Rudolf + Zürcher, Martin",Bern,Bern,BE,,,,a,1984-,,,,1 C,1984-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000292,Action Theatre London,"Green, Doraine + Nannestadt, Arne",Bern,Bern,BE,,,,a,?,,,,1 C,(1972)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000293,Aeschbi's Spektakulum,-0,Bern,Bern,BE,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000294,Aeussere Enge,"Garatti, Sylvia + Stoffel, Isabelle",Bern,Bern,BE,,,,na,?,,,,1 C,1998
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000295,Akar (Tanzgruppe Annemarie Parekh),"Parekh, Annemarie",Bern,Bern und Person: Parekh,BE,,,,na,,,,,1 C,(1981)-?
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000296,Alfalux,"Niederhauser, Tinu u.a.",Bern,Bern,BE,,,,na,?,,,,1 C,1997
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000297,Allotria Bern (Theater Allotria),"Caflisch, Stefano + Segginer, Carlo",Burgdorf,"Bern, siehe auch Zürich",BE,,,,a,?,,,,1 C,"1992, 1993"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000298,"Almösen (Autorinnengruppe Almösen, Autorinnen-Gruppe Almösen)","Künzi, Sandra + Graffenried, Ariane von + Bolzli, Marina + Forrer, Sandra + Stühlinger, Susi",Bern,Bern,BE,,,,a,?,,,,1 C,"2007, 2008"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000299,Altenberg (Projekt),-0,Bern,Bern,BE,,,,na,?,,,,1 C,"1994, 1996"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000300,Anna & der Riese,"Riesen, Sonja u.a.",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000301,annahuber.compagnie,"Huber, Anna",Bern,"Huber, Anna",BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000302,art & music (Art and Music Company),"Truffer, Alex",Bern,Bern,BE,,,,a,1992-,,,,1 C,(1995)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000303,"Arte Cidamu (Zirkus, Tanz)","Traber, Nina u.a.",Bern,Bern,BE,,,,a,?,,,,1 R,(2016)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000304,arthea.info,"Demenga, Frank",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000305,Artichic-Ensemble,-0,Bern,Bern,BE,,,,na,?,,,,1 C,"1991, 1993"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000306,Atelier 20,-0,Bern,Bern,BE,,,,na,?,,,,1 C,"1984, 1985"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000307,Atempo Repertory Dance Ensemble,"Dähler, Olivier + Hermes, Karin",Bern,Bern,BE,,,,na,2006-2008,,,,1 C,2006-(2007)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000308,babajaga,"Winzenried, Barbara + Reist Kathrin +, Bögli, Brigitte + Visini, Anita + Walker, Roy + Zurbriggen, Gabriella + Schöni, Suzann + Vuitel, Fabienne",Bern,"Bern, siehe auch: Winzenried, Barbara",BE,,,,na,1982-?,,,,1 C,(1985)-(2001)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000309,Bagatello (A-Cappella-Comedians),"Grossenbacher, Michael + Witschi, Martin + Moser Patrick + Feuz, Christian + Joss, Simon",Bern,Bern,BE,,,,na,1993-2009,,,,1 C,(2001)-2009
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000310,"Bärentatze (Bäretatze) (Soldatenbühne, Soldatenkabarett)","Kaiser, Hans + Früh, Kurt + Streuli, Schaggi + Walter, Ruedi + Glaser, Stephanie + Baur, Edi + Ernst, Max u.a",Bern,Bern,BE,,-0,,na,?,,,,1C,"1937, 1940-1946"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000311,Ballet-Art Bern (Projektname: The Dance Project François Klaus),"Klaus, François",Bern,Bern,BE,,,,na,1994-1996,,,,1 C,1994-1996
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000312,Ballett-Studio Halamka (Ballettstudio Jiri und Ivana Halamka),"Halamka, Jiri + Halamka, Ivana",Bern,Bern,BE,,,,na,1975-?,,,,1 C ,(1980)-(2007)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000313,Ballett-Studio H. Rieder-Tabajdy (Tanz- und Rhythmikschule H. Rieder-Tabajdy),"Rieder-Tabajdy, Hedwig G.",Bern,Bern,BE,,,,na,?,,,,1 C,"1950, 1954, 1956, 1958, 1969, 1974"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000314,Bärner Rohrspatze,"von Graffenried, Harry + Ryser, Klaus + Meyer, Ruth + Schenk, Ernst",Bern,Kabarett: Bern,BE,,,,na,,,,,,(1948)-(1989)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000315,Bern ist überall (Autorenkollektiv),"Blum, Adi + Lenz, Pedro + Krneta, Guy u.v.a.",Bern,Bern,BE,,,,a,2003,,,,1 C,(2006)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000316,Berner Ensemble,"Borchard, Peter + Bühler, Beatrix ",Bern,Bern: Auawirleben,BE,,,,na,1988-2001,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000317,Berner Kammerorchester,-0,Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000318,Bern Retour (Bern-Retour-Kollektiv),"Jaggi, Alina + Huss, Cedric + Roelli, Franziska + Grünig, Gianna + Cheraneva, Katja + Werner, Klaas + Stierli, Laura + Ishiwata, Mai + Wälti, Michael + Littman Oded + Eule, Tobias G. + Stierli, Vera + Balsiger, Vivanne + Jefferson, Zen",Bern,Bern,BE,,,,a,?-,,,,1 C,(2011)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000319,"Berner Symphonieorchester (BSO) (inkl.Freunde des Berner Symphonieorchesters, früher: Bernische Musikgesellschaft BMG)",-0,Bern,Bern,BE,,,,a,1877-,,,,1 C,"1927, 1952, 1975-"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000320,Berner Taschenoper,"Henking, Christian u.a.",Bern,Bern,BE,,,,na,1988-,,,,1 C,(1989)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000321,"Bernexpo Musical Theater (Bern-Expo Musical Theater, BEA Festhalle 310) (Musical ""Alperose"")",-0,Bern,Bern,BE,,,,na,2011-2012,,,,,2011-2012
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000322,Berner Bach-Chor (Bach-Chor Bern),-0,Bern,Bern,BE,,,,a,1967-,,,,1 C,"1979, 1994, 2004-"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000323,Berner Bänkelsänger,"Hunziker, Peter + Steiger, Peter + Walther, Dorothea",Bern,Bern,BE,,,,na,,,,,1 C,"1988, 1992"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000324,Berner Barden,"Schmid, Theo + Manzardo, Marcel + Stotzer, Martin + Schmutz, Ueli",Bern,Bern,BE,,,,na,1981-?,,,,1 C,(1983)-(1985)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000325,Berner Kammerorchester (BKO),-0,Bern,Bern,BE,,,,a,1938-,,,,1 C ,"1959, 1979, 2007-"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000326,Berner Opern Truppe,-0,Bern,Bern,BE,,,,na,1982-?,,,,1 C,1982-?
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000327,Berner Troubadours,"Krebs, Ruedi + Matter, Mani + Stickelberger, Jacob + Stirnemann, Bernhard + Traber, Markus + Widmer, Fritz",Bern,Ben,BE,,,,na,1964-?,,,,1 C,(1967)-?
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000328,bestOff,"Gfeller, Simone + Bossard, Claudia + Widmer, Dominik + Imoberdorf, Michael",Bern,Bern <siehe auch unter: Berner StudentInnentheater>,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000329,BewegGrund (Cie),"Schneider, Susanne u.a.",Bern,Bern,BE,,,,a,1998-,,,,1 C,(2004)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000330,Bilingua,"Herold, Rico",Bern,Bern,BE,,,,na,1988-1989,,,,1 C,1988-1989
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000331,Bite Bullet Dance,"Wälti, Michael + u.a.",Bern,Bern,BE,,,,a,2013,,,,1 C,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000332,Blechtheater Bern,"Albisetti, Anna + Blaser, Claudia + Blaser, Tina + Frauchiger, Ursula + Gerber, Stephan + Gorgé, Christoph + Krneta, Guy + Wenk, Stefano",Ben,Bern,BE,,,,na,1989-?,,,,1 C,1989-1990
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000333,Bliss (A-Cappella),"Hiesch, Christian + Arn, Matthias + Arn, Nicholas + Tolfo, Claudio + Hobi, Lukas + Baumann, Tom + Schöb, Christian",Bern,Bern,BE,,,,a,1999-,,,,1 C,(2007)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000334,Bouquet des Arts ,"Burkard, Reto",Bern,Bern,BE,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000335,Bröszk ,"Fankhauser, Matthias + Nauer, Philipp + Jecklin, Peter",Bern (Zürich?),Bern,BE,,,,a,(noch existent?),,,,1 C,"1995, 2000"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000336,Cabaret Zahnstocher,"Messerli, Barbara + Badertscher, Jürg + Lüscher, Christoph + Suter, Werner",Bern,Kabarett: Bern,,,,,na,,,,,,(1972-1983)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000337,Camerata Bern,-0,Bern,Bern,BE,,,,a,1962-,,,,1 C,"2005, 2013"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000338,Carole Meier & DCompagnie (existiert nicht mehr),"Meier, Carole + Jenni, Arne + Hausherr, Sabine + Imperatori, Manuela",Bern,"Meier, Carole",BE,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000339,Cervelle & Gloria,"Pergoletti, Grazia + Wünsch, Renate",Bern?,Bern: Schlachthaus,BE,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000340,Cheap and Junk,"Truffer, Alex u.a.",Bern,Bern,BE,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000341,chores Chor & Musikprojekt Erich Stoll,"Stoll, Erich",Fraubrunnen,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000342,Cie Encore 1x,"Voyat, Nicole u.a.",Bern,"Bern und auch unter: Voyat, Nicole",BE,,,,a,?,,,,1 C,"2004, 2007"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000343,Commedia Bern,"Nyffeler, Jost + Jonser, Michaela + Luginbühl, Peter",Bern,Bern,BE,,,,a,1983-,,,,1 C,(1984)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000344,Compagnie DeFu (Cie Defu),"Fuchs, Nadine + Delgado, Marco",Bern,Bern,BE,,,,a,2001-noch existent?,,,,1 C,(2002)-(2010)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000345,Company Perron 2,"Chanlen, Ahtiv + Rytz, Manuel",Bern,Bern,BE,,KTV,,a,2004-,,,,1 C,2006-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000346,das automat,"Hucko, MIko + Busin, Pirkko + Schiemann, Thibault + Beck, Annina + Ilg, Sandro",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000347,Das Schaubüro,"Haenni, Julia + Reifler, Thea + Küchler, Micha",Bern,Bern,BE,,,,a,2010-,,,,1 C,2012-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000348,Das Ventil (Das.Ventil),"Iten, Kathrin",Bern?,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000349,deRothfils (Kollektiv),"Stadler, Nina + Fröhlich, Annalena",Bern,Bern,BE,,,,a,2010-,,,,1 C,(2012)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000350,Destiny's Children,"Machaz, Anna + Kandathil, Mira",Bern,Bern,BE,,,,a,?,,,,1 C,(2014)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000351,die düsende dora,"Ganz, Lea + Egli, Noah + Gubler, Lena + Rietmann, Nico + Striegel, Dave + Grawir, Newa ",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000352,Die Freitagsakademie (Barockensemble),-0,Bern,Bern,BE,,,,a,1993-,,,,1 C,(2013)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000353,Die Hellen Barden,,Bern,Bern,BE,,,,na,1998-2007,,,,1 C,(2003)-(2006)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000354,Die Rampe,"Stirnemann, Bernhard",Bern,Bern,BE,,,,na,1958-1982,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000355,Die Schwarzfahrer,"Röthlisberger, Urs + Büschi, Markus",Bern,Kabarett: Bern,BE,,,,na,,,,,,(1997)-(2000)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000356,Dizzy Feet Company,,Bern,Bern,BE,,,,na,?,,,,1 C,1996
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000357,Duo Fischbach,"Freiburghaus, Peter + Limacher, Antonia",Küssnacht a/R (Escholzmatt?),Bern (siehe auch unter Küssnacht: Theater Duo Fischbach),BE,,,,a,1990-,,,,2 C,1990-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000358,Duo Immerblau,"Egli, Felix + Zingg, Christian",Bern,Kabarett: Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000359,E 621,"Schenk, Caroline + Vittinghoff, Dirk",Bern,Bern,BE,,,,a,(noch existent?,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000360,Effdrei (Theater) ,"Heiniger, Sibylle + Dietschi, Daniel",Bern,Bern,BE,,,,a,(noch existent?),,,,1 C,(1998)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000361,Emotion (Hip-Hop-Tanzgruppe),-0,Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000362,entre chien et loup ,"Gysling, Fabian + Furrer, Manuel",Bern,Bern,BE,,,,a,(noch existent?),,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000363,"Ensemble 501,7","Trieb, Julian + Weber, Käthi",Bern,Bern,BE,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000364,Ensemble Neue Horizonte,-0,Bern,"Bern (siehe auch unter Bern: Studio am Montag, STOP.P.T.)",BE,,,,na,1968-,,,,1 C,"1972, 1978, 1989, 1999"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000365,Ensemble Prisma,-0,Bern,"Bern (siehe auch unter Lützelflüh: Kulturmühle, siehe auch unter: Hönig, Matis)",BE,,,,a,?,,,,1 C,(1988)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000366,Fabelfabrik,"Wegenast, Bettina",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000367,Fairy-Tale-Gang,"Timmermahn + Gerster, Trudi + Hofer, Polo",Bern?,Timmermahn,,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000368,falsch (Theatergruppe),"Klassen, Norbert",Bern,Bern,BE,,,,na,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000369,Famurgan (Theater Famurgan) (Pantomimengruppe),"Marti, Els + Brönnimann, Thomas + Schären, Doris + Fischer, Robert + Grütter, Franz + Schneider, Daniel + Matter, Peter",Bern,Bern,BE,,,,na,?,,,,1 C,"1980, 1982, 1984, 1986"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000370,Fanta5-Kollektiv (neu: Kollektiv F.),-0,Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000371,Fata Morgana-Team (Mystery-Weekends) <Krimi-Theater>,"Wälti, Babu + Huber, Erwin + Bieler, Christoph + Abplanalp, Pia + Hostettler, Urs",Bern,Bern,BE,,,,a,1993-,,,,1 C,2000-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000372,Faust Gottes (Theaterkollektiv),"Boss, Barbara + Bühler, Christof + Achermann, Moritz",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000373,Fitzgerald & Rimini,"von Graffenried, Ariane + Aeberhard, Robert",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000374,Flamenco por pasión,"Hess, Karin + López, Alicia",Bern,Bern,BE,,,,na,?,,,,1 C,"1997, 1998"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000375,"Flamencotanz ""la Ursula""",la Ursula,Bern,Bern,BE,,KTV,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000376,Flügzüg (The Flüg-Züg) (Jongleur-Duo),"Criblez, Claude + Leuenberger, Thomas",Bern,Bern,BE,,,,a,,,,,1 C,"1990, 1993, 1997, 1999-"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000377,Firlefanz,"Soltermann, Peter + Glatz, Peter",Bern,Kabarett: Bern (auch ZSV),BE,,,,na,,,,,,(1987)-(2002)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000378,Fool's Proof Theatre,"Gysling, Fabian + Pearson, Mary + Jürgensen, Britt",Bern,Bern,BE,,,,a,?,,,,1 C,2006
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000379,Forever Productions,"Mager, Johannes + Agaj, Albana + Kaindl, Gunther",Bern,Bern,BE,,,,a,2013?-,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000380,Freie Bühne Bern,"Greull, Christine + Greull, German",Bern,Bern,BE,,,,a,?,,,,1 C,"1986, 1987"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000381,Freilichtspiele Münsterplatz (Verein) (Projekt 2015),-0,Bern,Bern (historische Aufführungen siehe Bern: Verein Berner Festspiele),BE,,,,a/na,2014,,,,1 C,2014-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000382,Freie Truppe Bern,-0,Uettligen,"Bern (siehe auch für ""Sportstück"", 2000 Bern: Stadttheater)",BE,,,,a,,,,,1 C,"1993, 1994, 1995, 1997, 2002"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000383,Frühstück auf der Szene (FRADS),"Portmann, Alexandra + Messmer, Anna + Bühler (Flachs Nóbrega-Bühler), Lucia + Huber, Ruth + ruocco, Daniela + Muff, Raphael",Bern,Bern,BE,,,,a,2010-,,,,1 C,2010-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000384,"Frühstück-Theater (Frühstücktheater, Frühstückstheater)",-0,Bern,Bern,BE,,,,na,?,,,,1 C,"1978, 1979, 1981, 1985"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000385,Frustpuppies ohne Steuermann (Variété),"Jenni, Elisabeth + Stäubli, Anna + Stäubli, Ursula",Bern,Bern,BE,,,,na,?,,,,1 C,"1991, 1992"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000386,Fünfnachbusch (Theater fünfnachbusch) (Ensemble),"Bühler, Beatrix + Wünsch, Renate + Staub, Roger + Schneeberli, Salome + Hostettler, Simon",Bern,Bern (siehe auch unter Bern: Schlachthaus),BE,,,,a,?,,,,1 C,(2006)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000387,Gans & Gloria,"Schwegler, Ruth + Hasler, Esther",Bern,Bern,BE,,,,a,?,,,,1 C,(2002)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000388,Gap & Co (GAP!!!Productions),"Stoia, Alexander u.a.",Bern,Bern,BE,,,,a,2001-,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000389,Geholten Stühle,"Lutz, Andreas + Meister, Gerhard",Bern (Zürich?),Kabarett: Bern,BE,,,,na,,,,,,(1998)-(2003)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000390,Geschwister Pfister,"Marti, Christoph + Bonn, Tobias + Gertsch, Max + Naef, Lilian + Schneider, Andreja",Bern (neu: Berlin),Bern,BE/D,,,,a,1991-,,,,2 C,(1991)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000391,Hankerum,"Hasler, Melvin Tarzisius Orlando + Jàvor, Laura + Picozzi, Lukas + Leutenegger, Ursina + Bertone, Alessandro + Cardillo, Veronica",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000392,Happy End Company,"Fröhlich, Annalena + Welenc, Anne + Machaz, Annina + Steffen, No + Wagenschütz, Michael","Bern, Berlin",Bern,BE,,,,2,2015,,,,1 R,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000393,Hawoi Wandertheater,"Eggel, Irmgard + Kühnis, Urban + Heusser, Kurt + Näf, Angelo",Bern,Bern,BE,,,,na,?,,,,1 C,(1985)-(1991)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000394,"Heidi-Bühne <Tourneetheater, Kinder- und Märchenbühne>","Berger, Josef u.a.",Bern,Bern,BE,,,,na,1936-1968?,,,,1 S,1936-(1968)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000395,hermesdance (inkl. Bühnentiger),"Hermes, Karin",Bern,"Bern (siehe auch unter: Hermes, Karin)",BE,,,,a,2007-,,,,1 C,"2008, 2015"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000396,Hohe Stirnen (Duo),"Lenz, Pedro + Neuhaus, Patrik",Bern Zürich,"Lenz, Pedro",BE,,KTV,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000397,Hörspiel,"Leon Beraud, Frida + Schläfli, Astride + Hofmann, Sinje + Bühler, Trix + Wegenast, Bettina",Bern,Bern,BE,,,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000398,I Salonisti,"Hasler, Lorenz + Szedlak, Ferenc + Szedlak, Béla + Füri, Thomas + Plawner, Piotr + Thomet, André + Vila, Gerardo",Bern,Bern,,,,,a,1981-,,,,1 C,"1994, 2005, 2015"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000399,In Transit Theatre,"Schenk, Caroline + O'Brien, Juliet",Bern,Bern,BE,,,,(noch existen)?,1993-,,,,1 C,(1997)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000400,"inFlux (in-Flux) (inFlux Tanzcompagnie, inFlux dance company)","Baumgartner, Ruth-Lucia + Seiler, Sabina",Bern,Bern,BE,,,,a,1999-,,,,1 C,(2000)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000401,Instantes Drama,"Hucko, Miko + Schiemann, Thibault + Nejedly, Michael +Delgado, Zois u.a.",Bern,Bern,BE,,,,a,2009-,,,,1 C,(2012)-
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000402,Jazz-Dilettunten,"Arnaud, Alain + Schlaepfer, Hans Ueli + Schnider, Franz",Bern,Bern,BE,,,,na,?,,,,1 C,(1991)-(1992)
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000403,Jobert & Pancetta,"Stofer, Robet + Dietrich, Eveline",Bern,Fribourg,BE,,KTV,,a,,,,,,
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000404,KiKo (Kinderkonzerte Bern) <Musiktheater für Kinder>,?,Bern,Bern,BE,,,,na,?,,,,1 C,"(1981)-(1991), (2003)"
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000405,Kleine Operettenbühne Bern,"Kerd, Erika + Bock, Alfred + Eichenberger, Uli + Breuhan, Margit + Cibolini, Renato + Beutter, Walther",Bern,Bern,BE,,,,na,?,,,,1 C,1960
spa:DatenbankUrsTruppenProfi,STS-DatenbankUrsTruppenProfi00000406,Kollektiv Frei_Raum inklusive Kultur,"Bucher, Rahel + Hergarten, Hannes + Hergarten, Anias + Kreiselmaier, Felicia",Bern,Bern,BE,,,,a,2011-,,,,1 C,(2013)-
