owl:Class,dct:identifier,schema:name,schema:performer,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:rep,ex:statusaaktivnanichtaktiv,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4
,,"Extraleben (Theaterkollektiv, Medien- und Theaterproduzent)","Burger, Benjamin u.a.",Zürich,Zürich,ZH,,,,a,,,,,,
,,Famm (A-Capella),"Lüthi, Lisa + Höltschi, Sarah + Troxler, Sabrina + Kiepenheuer, Lena",Zürich,Zürich,ZH,,,,a,,,,,,
,,Fadegrad (Cabaret),"Maurer, Edi + Nagel, Herbie + Wälti, Bigi",Zürich,Kabarett: Zürich,ZH,,,,na,,,,,,(1994)-(1995)
,,Fallalpha (Theater Fallalpha),"Davi, Nicole + Faissler, Christine",Zürich,Zürich,ZH,,assitej,,a,,,,,,
,,Far A Day Cage (FADC),"Schweigen, Tomas u.v.a.",Zürich,Zürich,ZH,,,,a,,,,,,
,,Fasson Theater,"Bütikofer, Nelly + Bodamer, Ulrich",Rapperswil-Jona (früher: Lachen),Zürich,ZH,,,,a,,Tanztheater Nelly Bütikofer,,,,
,,Fast Vier (Theatergruppe Fast Vier),"Venegas, Luis",Zürich,Zürich,ZH,,,,a,,,,,,
,,Fax an Max,"Bürgin, Manuel + Corbat, Sandro + von Hellermann, Kathrine u.a.",Zürich,Basel,ZH,,,,a,,,,,,
,,Flimmer,"Gnekow, Anne-Christen + Näf, Christa + Passigatti, Prisca",Zürich,Zürich,ZH,,,,a,,,,,,
,,flowingdancecompany (Flowing Dance Company),"Fenner, Anne-Sophie",Zürich,Zürich,ZH,,,,a,,,,,,
,,Fogosch (Compagnie),,Zürich,Zürich,ZH,,,,a,,,,,,
,,Fonzzis (Duo),"Barrca, Viola + Jovanna, Lorena",Zürich/Chur,Zürich,ZH,,KTV,,a,,,,,,
,,Forumtheater act-back,-0,Zürich,Zürich,ZH,,,,a,,,,,,
,,ForumTheater Schweiz,"Benz, Rebekka +Stehli, Barbara + Meier, Magdalena",Zürich,Zürich,ZH,,,,a,,,,,,
,,Frauenrakete,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,fraz (Theaterensemble fraz),-0,Zürich,Zürich,ZH,,,,a,,,,,,
,,Fredy-Scheim-Theater,"Scheim, Fredy + Schulz, Freddy + Bernhard, Rudolf",Zürich,Zürich,ZH,,,,na,,,,,,
,,Free Opera Company (FrOC),-0,Zürich,Zürich,ZH,,,,a,2012-,,,,,2012-
,,Freie Oper Zürich,"Gaudenz, Corsin + Girod, Dominique + Muheim, Benno",Zürich,Zürich,ZH,,,,a,,,,,,
,,freies@ensemble (Freies & ensemble) <noch existent?>,"Gösken, Michaela",Zürich,Zürich,ZH,,,,a,,,,,,
,,Freunde des Glücks,"Guggenbühl, Catriona + Pergoletti, Grazia",Zürich,Zürich,ZH,,,,a,,,,,,
,,Friedas Erben,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Friendly Fire Productions (FFP),"Steffen, Hannah + Hetzer, Christof u.a.",Zürich,Zürich,ZH,,,,a,,,,,,
,,Fritz (Tanzcompany) ,"Kramer, Cécile + Dietlicher, Thomas",Zürich,Zürich,ZH,,,,a,(noch existent?),,,,,
,,gangart,"Meito, Thorsten",Zürich (eigentlich Freienstein),Zürich,ZH,,,,a,,,,,,
,,Gassers Verzehr-Theater (Gassers Verzehrtheater,"Gasser, Frithjof + Gasser, Marion",Zürich,Zürich,ZH,,,,a,,,,,,
,,Gastspieltheater Zürich (später: MärliMusicalTheater),"Kunz, Fredy + Wild, Monika",Zürich,Zürich,ZH,,,,na,1977-2012,,,,,
,,Georg Keller Unternehmungen (GKU),"Keller, Georg",Zürich,Zürich,ZH,,,,a,,,,,,
,,Gessler Zwillinge,"Bisenz, Fritz + Clamor, Jasmin",Zürich,Zürich,ZH,,,,a,,,,,,
,,Giacobbo/Müller Late Service Public,,Zürich,"Giacobbo, Victor",,,,,a,,,,,,
,,Gisela Rocha Company,"Rocha, Gisela + Ronna, Giorgio",Zürich,"Rocha, Gisela",ZH,,,,a,,,,,,
,,Glassstone Productions,"Rocha, Sonia + Glaser, Roman",Zürch,Zürich,ZH,,,,a,,,,,,
,,Gloria Rigole ,"Gurtner, Michèle + Camesi, Fiamma",Zürich?,Zürich,ZH,,,,a,(noch existent?),,,,,
,,Glück (freie Theatergruppe) ,"Brändli, Gregor",Zürich,Zürich,ZH,,,,a,(noch existent?),,,,,
,,GMBH Gruppe mit beschränkter Haltbarkeit (GMBH-Produktion),"Hottinger, Peter + Zürcher, Martha",Zürich,Zürich,ZH,,,,a,,,,,,
,,Goldfisch (Compagnie) ,"Hafner, Marie-Anne + Diener, Raphael",Zürich?,Winterthur,ZH,,,,a,(noch existent?),,,,,
,,Goldproduktionen,"Dür, Seraina + Kappeler, Ueli + Glauser, Christin u.a.",Zürich,Zürich,ZH,,,,a,,,,,,
,,Graf Hartwig zu Frei,"Graf, Leonie + Hartwig, Benj + Frei, Nicole",Zürich,Zürich,ZH,,,,a,,,,,,
,,Gruppe Engel,"Vogel, Marie-Isabel + Altorfer, Erik + Arioli, Ann-Marie u.a.",Zürich,Zürich,ZH,,,,a,,,,,,
,,GUB Company (Gubcompany),"Rinderknecht, Christine + Gubler, Heinz",Zürich,Zürich,ZH,,assitej,,a,,Theater Bruchstein,,,,
,,Guehne-Heinrichs ,?,Zürich,"Zürich, z.T. auch: Zürich: Rote Fabrik",ZH,,,,a,(noch existent?),,,,,
,,halsundbeinbruch Produktionen,"Lüthi, Cornelia + Fletcher, Tim",Zürich,Zürich,ZH,,,,a,,,,,,
,,Harul's Top Service (neu: Harul's International Swiss Comedy),,Zürich?,Zürich,ZH,,,,a,,,,,,
,,Hegi-Theater,"Hegetschweiler, Emil u.a.",Zürich,Zürich,ZH,,,,na,1946-?,,,,,
,,Hengst & Hitzkopf,"Locher, Dominik + Sternberg, Rahel + Krstin, Timo u.a.",Zürich,Zürich,ZH,,,,a,2012-,,,,1 R,(2015)-
,,Hepp & Heuss (Duo),"Hepp, Oliver + Heuss, Stefan",Zürich,Zürich,ZH,,,,na,,,,,,
,,herdeg&desponds,"Herdeg, Andrea + Desponds, André",Zürich?,Zürich,ZH,,,,a,,,,,,
,,Hirschen <Spielstätte>,-0,Zürich,Kabarett: Zürich,ZH,,,,na,1933-1954,,,,,
,,HotAir Production (Hot Air Production),"Valerius, Christian + Vuillmiere, Maude + Gygax, Jonas",Zürich,Zürich,ZH,,,,a,,,,,,
,,hrzklpfn,"Rohner, Eric Amton + Marty, Ester",Zürich,Zürich,ZN,,,,na,1988-?,,,,,
,,Hund in Hose,"Brüesch, Barbara-David",Zürich,"Zürich, z.T. auch: Zürich: Gessnerallee",ZH,,,,a,,,,,,
,,Hutzenlaub & Stäubli,"Bisenz, Fritz + Clamor, Jasmin",Zürich,Zürich,ZH,,KTV,,a,,,,,,
,,I Barcantori,"Peyer, Johannes u.a.",Zürich,Zürich,ZH,,,,na,,,,,,
,,I pelati delicati,"Bettini, Andrea + Salerno, Basso + Vetsch, Christian",Zürich,Zürich,ZH,,,,a,,,,,,
,,I Quattro (Tenöre),"Aeberhard, Matthias + Jäger, Simon + Meier, Damian + Widmer, Roger",Zürich,Zürich,ZH,,,,a,,,,,,
,,Imbus-Theater,-0,Zürich (eigentlich Dübendorf),Zürich,ZH,,,,a,,Paprika Edelsüss,,,,
,,Improtaxi (Theatersport),-0,Zürich,Zürich,ZH,,,,a,,,,,,
,,Improvenös,-0,Baden (früher:Zürich),Zürich,ZH,,,,a,,,,,,
,,International Institute of Political Murder (IIPM)<Milo Rau>,"Rau, Milo",Zürich,Zürich,ZH,,,,a,,,,,,
,,Item Tanztheater,"Thoma, Christina + Büchel, Tanja + Fäh, Ingrid",Zürich (später: Winterthur),Zürich,ZH,,,,a,,,,,,
,,Jersey and me (Musiktheaterduo),"Vonder Mühll, Nora + Mörikofer, Christoph",Zürich,Zürich,ZH,,,,na,,,,,,
,,Jetzt und Co. (jetzt&co. Theaterproduktion Zürich) ,"Beeler, Enrico u.a.",Zürich,Zürich,ZH,,,,a,,,,,,
,,Jetzt-Schritte-Ton,"Bader, Muriel u.a.",Zürich,Züric,ZH,,,,na,,,,,,
,,Jim Knopf & Co. ,"Jenny, Christian + Schneider, Jörg u.a.",Zürich,Zürich,ZH,,,,a,(noch existent?),,,,,
,,Jo-Jo-Drama-Theaterproduktion (später: Jo-Jo-Production),"Prusa, Alexander + Straub, Rudolph",Zürich,Zürich,ZH,,,,na,1985-1985,,,,,
,,Jo-Jo-Production (früher: Jo-Jo-Drama-Theaterproduktion) (später: Yoyo Production),"Prusa, Alexander + Straub, Rudolph",Zürich,Zürich,ZH,,,,na,1986-1989,,,,,
,,JOKO ,"Jost, Karin + Kopp, Regula J.",Zürich,Zürich,ZH,,,,na,1995-2000,,,,,
,,Jungbrunnen Theater Zürich,"Ertini, Enzo",Zürich,Zürich,ZH,,,,a,,,,,,
,,K.Ä.laboration,"Knuchel, Natalia + Ächter, Angelika",Zürich,Zürich,ZH,,,,a,,,,,,
,,Karl ein Karl,"Frey, Peter K. + Seigner, Michel + Zimmerlin, Alfred",Zürich,Zürich,ZH,,,,a,,,,,,
,,Karl’s Kühne Gassenschau,"Weilenmann, Paul + Heller, Markus + Graf, Ernesto + Maag, Brigitt",Zürich,Zürich,ZH,,KTV,,a,,,,,,
,,Kabarett an der Trittligasse (Freilichttheater auf dem Platz der Trittligasse) <Spielstätte>,-0,Zürich,Kabarett: Zürich,ZH,,,,na,,,,,,(1960)-(1962)
,,"Kabarett Die2 (später Sweet & Sauer"")","Fischer, Charlie + Pfisterer, Jean-Luc",Zürich,Zürich,ZH,,KTV,,na,,,,,,
,,Kabarett im ersten Stock <Spielstätte>,-0,Zürich,Kabarett: Zürich,ZH,,,,na,,,,,,(1938)-(1939)
,,Kabarett Götterspass,"Frey, Patrick + Schlatter, Beat + Benz, Anja + Steiger, Urs „ Esposito, Enzo",Zürich,Kabarett: Zürich,ZH,,,,na,,,,,,(1985)-(2000)
,,Kabarett Metropol,-0,Zürich,Kabarett: Zürich,,,,,na,,,,,,(1928)-(1935)
,,Kammersprechchor Zürich,"Widmann, Ellen u.a.",Zürich,Zürich,ZH,,,,na,1951-?,,,,,
,,Kazantzakis-Bühne,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,klangundszene (Klang und Szene),"Eisenhut, Rachel",Zürich,Zürich,ZH,,,,a,,,,,,
,,Kleines Tournee Theater Zürich (KTTZ),,Zürich,Zürich,ZH,,,,a,,,,,,
,,KMUProduktionen,"Zulauf, Tim",Zürich,"Zürich, z.T. auch: Zürich: Gessnerallee",ZH,,,,a,,,,,,
,,Kleine Bühne am Bucheggplatz,?,Zürich,Zürich: Theater am Stauffacher,ZH,,,,na,?-1985,,,,,
,,Kollektiv-20-14,"Hirsig, Michèle + Bellin, Sarah + Grünenfelder, René",Zürich,Zürich,ZH,,,,a,,,,,,
,,Kollektiv Neue Dringlichkeit,"Walther Kohn, Miriam + Kriese, Christopher + Grissmer, Marcel u.a.",Zürich,Zürich,ZH,,,,a,,,,,,
,,Kollektiv Phantomschmerz,"Spinnler, Benjamin + Kunz, Martina Momo",Zürich,Zürich,ZH,,,,a,2013-,,,,,
,,Kolypan,"Hadorn, Fabienne + Nanez, Gustavo",Zürich,Zürich,ZH,,assitej,,a,,,,,,
,,Kompanie Kopfstand,-0,Winterthur und Berlin),Zürich,ZH,,assitej,,a,,,,,,
,,kraut_produktion,"Schröder, Michel + Frei, Claudia",Zürich (früher Basel),Zürich,BS,,,,a,,,,,,
,,Krähenbühl & CO,"Krähenbühl, Sebastian u.a.",Zürich,"Zürich, früher auch unter: Zürich: Theater Winkelwiese",ZH,,,,a,,,,,,
,,Krokant (Tanztheater-Compagnie) (krokant.cie),"Geissmann, Kathrin Franziska + Weissig, Linda",Zürich,Zürich,ZH,,,,a,,,,,,
,,Kur und Bad Orchester (Kur & Bad),"Landolt, Markus + Brandenberger, Bruno + Hutter, Claude + Lapadula, Ornella",Zürich,Zürich,ZH,,KTV,,a,,,,,,
,,Kursk,"Koerfer, Laura + Sewing, Julia + Sternberg, Rahel + Whitcher, Lea + Escher, Robert von + Krstin, Timo + Sander, Lukas",Zürich,Zürich,ZH,,,,a,,,,,,
,,La Lupa,"Herz-Marconi, Maryli Mara",Zürich,Zürich,ZH,,KTV,,a,,,,,,
,,LAB Junges Theater Zürich,,Zürich,Zürich,ZH,,,,a,,,,,,
,,Label Beiruth ,"Schwegler, Ruth + Krumwiede",Zürich),Zürich,ZH,,,,a,(noch existent?),,,,,
,,Lapsus (Duo),"Winkler, Peter + Höhener, Christian",Zürich,"Thalwil, früher unter Zürich Altstätten: Diogenes-Theater",ZH,,KTV,,a,,,,,,
,,Laterne (Cabaret),"Attenhofer, Elsie",Zürich,Kabarett: Zürich,ZH,,,,na,1947-1949,,,,,
,,Lenas <Tanztheater>,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Liebster & Ensemble,"Liebster, Barbara",Zürich,Zürich,ZH,,,,a,,,,,,
,,Limit-Theater,"Brunner, Alibi",Zürich,Zürich,,,,,,,,,,,
,,Loca Produktionen,"Winistörfer, Joy + Hürsch, Michael",Zürich,"Winistörfer, Joy",ZH,,KTV,,a,,,,,,
,,Looping contemporary dance company,"Heckmann, Jochen",Zürich,Zürich,ZH,,,,na,1995-1999,,,,,
,,Loopinthelaw ,"Gaffron, Ariane",Zürich,Zürich,ZH,,,,a,(noch existent?),,,,,
,,Los Comicastros (Compania Teatral de Zurich),-0,Zürich,Zürich,ZH,,,,a,,,,,,
,,Lostart (Cie),"Speck, Marion + Iten, Felix",Zürich,Zürich,ZH,,,,a,,,,,,
,,Lust auf Wild (Improvisationstheater),-0,Zürich,Zürich,ZH,,,,a,,,,,,
,,Mab production (MabProduction) ,"Fäh, Beat + Gramss, Sebastian",Zürich,Zürich,ZH,,,,a,(noch existent?),,,,,
,,Maier und Bucher ,"Maier, Jürg C. + Bucher, Dieter",Zürich,Kabarett: Zürich,ZH,,,,a,(noch existent?),,,,,
,,Mandarina & Co (Mandarina&Co.),"Rojas, Diana",Zürich,Zürich,ZH,,assi,,a,,,,,,
,,Maremosse ,"Marines, Harry + Appert, Anna",Zürich,Zürich,ZH,,,,a,(noch existent?),,,,,
,,Märli für Erwachsene,"Gunten von, Reto + Schlatter, Beat",Zürich,"Gunten von, Reto",ZH,,,,a,,,,,,
,,MärliMusicalTheater (Märli-Musical-Theater),"Bond, Andrew",Wädenswil,Zürich (ZSV),ZH,,,,a,,Gastspieltheater Zürich,,,,
,,MAS ,"Schneebeli, Salome + Villanueva, Mercedes + Seiler, Nicole",Zürich,Zürich,ZH,,,,a,(noch existent?),,,,,
,,Mass&Fieber (Mass & Fieber),-0,Zürich,Zürich,ZH,,,,a,,,,,,
,,Mata Hari,-0,Zürich <STS Revue/Variété: Zürich ...>,Variété: Zürich,ZH,,,,a,,,,,,
,,Mayo Pelati,"Landert, Peter + Bichsel, Ueli + Joller Kunz, Marcel",Zürich,Zürich,ZH,,,,na,1998-2000,,,,,
,,Mediengruppe Bitnik,?,Zürich,Zürich,ZH,,,,a,,,,,,
,,Mercimax,"Arnold, Karin",Zürich,Zürich,ZH,,,,a,,,,,,
,,mikeska:plus:blendwerk (mikeska: plus: blendwerk),"Mikeska, Bernhard + Huber, Dominic",Zürich,Zürich,ZH,,,,a,,,,,,
,,Milch/gänse,-0,Zürich,Zürich,ZH,,,,a,,,,,,
,,Minitheater Hannibal,"Fischer Schulthess, Andrea + Schulthess, Adrian",Zürich?,Zürich,-0,,,,a,,,,,,
,,MIR2 ,"Hirzel, Fiona + Tall, Seraina",Zürich,Zürich,ZH,,,,a,(noch existent?),,,,,
,,Moira Tanztheaer,"Gantert, Marina",Zürich (eigentlich: Hedingen),Zürich,ZH,,,,a,,,,,,
,,Molteni (Theatergruppe),"Egli, Philipp",Zürich,Zürich,ZH,,,,na,1995-?,,,,,
,,Movers Dance Company,"Steiner, Bruno + Mattis, Christian",Zürich,Zürich,ZH,,,,a,,Front Stage Movers,,,,
,,Musikszenisches Studio,"Brunner, Armin",Zürich,Zürich,ZH,,,,na,,,,,,
,,Muth (Muth-Produktionsgemeinschaft),-0,Zürich,Zürich,ZH,,,,a,,,,,,
,,My Humble Self,"Stierle, Sophie + Schmidig, Petra + Brühlmann, Anja + Schreiber, Sabine",Zürich,Aarau,ZH,,,,a,,,,,,
,,N.A.G.U.A.L.,"Ooyen von, Udo + Schweer, Robert",Zürich,Zürich,ZH,,,,a,,,,,,
,,N’est-ce pas (Compagnie) erg.,"Holzhausen, Bettina",Zürich,Zürich,ZH,,,,a,,,,,,
,,Nachtau,"Nielsen, Jens + Gaub, Katarina",Aarau,Aarau,ZH,,,,a,,,,,,
,,Nachtregentrommler ,-0,Zürich,Zürich,ZH,,,,a,(noch existent?),,,,,
,,Nebelhorn (Cabaret),"Schoop, Trudi + Finck, Werner + Geiler, Voli + Gebhardt, Olga + Knöpfli, Rosmarie + Morath, Walter + Belmont, Werne + Lehmann, Max + Meier, Karl",Zürich <STS Kabarett: Zürich ...>,Zürich,ZH,,,,a,,,,,,
,,Neue Körperkultur,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Neues Zürcher Orchester (NZO),-0,Zürich,Zürich,ZH,,,,a,1990-,,,,,
,,Nixnixen ,-0,Zürich (später Therwil),Zürich,ZH,,,,a,(noch existent?),,,,,
,,no.made ,"Knecht, Sandra + Lier, Johanna",Zürich?,Zürich,ZH,,,,a,(noch existent?),,,,,
,,Nouveaux Masques,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Noceto Basso,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Norman Spenzer,"Kilchenmann, Zoé + Zielinski, Johanna",Zürich?,Zürich,ZH,,,,a,,2015-,,,1 R,2015-
,,Off Off Bühne,"Sattes, Ingrid + Ulli, Pascal + Seibt, Alexander + Bauersima, Igor",Zürich,Zürich,ZH,,,,na,1993-2003,,,,,
,,Oona Project,"Rüegg, Michael + Godoy, Marisa",Zürich,Zürich,,,,,a,,,,,,
,,Oper im Knopfloch,"Zoppi, Rosina + Zimmermann, Pedro",Zürich (Oberengstringen),Zürich,ZH,,,,a,,,,,,
,,Opera Factory,"Freeman, David + Langbein, Brenton + Stephenson, Lesley u.a.",Zürich,Zürich,ZH,,,,na,1976-1996,,,,,
,,Opernverein Zürich,-0,Zürich,Zürich,ZH,,,,a,"2008, 2015 ff.",,,,,
,,Orma Dance Promotion,"Musmeci, C. Enrico",Zürich,Zürch,ZH,,,,na,,,,,,
,,Ostinato (A-Cappella-Chor),-0,Zürich,Zürich,ZH,,,,a,,,,,,
,,Ostmarke Theaterproduktionen,"Sauter, Katrin + Keller, Markus",Zürich?,Frauenfeld?,ZH,,KTV,,a,,,,,,
,,Overseas,"Truong, Simone + Truong, Monika",Zürich,Zürich,ZH,,,,a,,,,,,
,,Paff-Theater,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Painlich-Theater,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Palanka 1:0,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Pandaemonia,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,papst&co. (Papst & Co.),"Papst, Anna + Zdini, Myriam + Neubuaer, Gabriela + Egli, Mirjam + Keel, Saskia",Zürich,Zürich,ZH,,,,a,,,,,,
,,Paradogs,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Parataxis,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Parate-Labor,"Pfaff, Walter",Zürich,Zürich,ZH,,,,na,,,,,,
,,Patchwork Dance & Theater Company,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Patisson,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Peperonis,"Baumann, Marlies + Anderhub, Simon + Thoma, Michael + Ellenberger, Markus",Zürich,Kabarett: Zürich,ZH,,,,na,,,,,,(1995)-(2008)
,,Persifl AG (Studententruppe),"Blanke, Huldrych + Brunner, Peter + Arnold, Armin",Zürich,Kabarett: Zürich,ZH,,,,na,1953,,,,,
,,Peter Brogles Schaubude,"Brogle, Peter u.a.",Zürich,Zürich,ZH,,,,na,1979-1979,,,,,
,,Pfannestil Chammer Sexdeet,"Wepfer, Res + Hostettler, Simon + Rinderknecht, Peter + Gretler, Lisa + Baumgartner, Reto",Zürich,Zürich,ZH,,,,a,,,,,,
,,Philharmonia Zürich,-0,Zürich,Zürich: Opernhaus Zürich,ZH,,,,a,,,,,,
,,Piccola Commedia dell'Arte,"Meier, Grazia",Zürich,Zürich,ZH,,,,a,,,,,,
,,Pfeffermühle (Die Pfeffermühle) (1933-1934),"Mann, Erika + Mann, Klaus + Giehse, Therese + Henning, Magnus",Zürich (vormals in München),Kabarett: Zürich,ZH,,,,na,1933-1934,,,,,
,,PiccoliProduction (Piccoli Production),"Blaser, Simone + Catalano, Bruno",Zürich,Zürich,ZH,,,,a,,,,,,
,,Pipo (Theatergruppe) ,-0,Zürich,Zürich,ZH,,,,a,(noch existent?),,,,,
,,Pizzi Art Dance Productions (Dance Atelier Pizzi,"Pizzi, Aliana",Zürich,Zürich,ZH,,,,a,,,,,,
,,Plasma,"Bangerter, Lukas",Zürich,"Zürich, auch: Bern: Dampfzentrale (bereinigen)",ZH,,,,a,,,,,,
,,Playback Theater Bumerang,"Zeller, Fra + Hofmann, Ella u.a.",Zürich,Zürich,ZH,,,,a,,,,,,
,,"Playback-Theater, Playback Theater Zürich (PBTZ)","Gisler, Karin Bettina",Zürich,Zürich,ZH,,,,a,,,,,,
,,Pocket Opera Company (später: ZKO Opera Box) (unter gleichem Namen auch eine Vorgängerorganisation der Free Opera Company FROC),,Zürich,Zürich,ZH,,,,na,,,,,,
,,pol.theater,"Meister, Gerhard + Goetsch, Daniel + Freidig, Marianne + Bolthauser, Patrick + Grob, Stefanie",Zürich,Zürich,ZH,,,,na,,,,,,
,,Polygon  (Variété) <Spielstätte>,-0,Zürich,Variété: Zürich,ZH,,,,na,1989-1995,,,,,
,,Pool (Tanzgruppe) ,-0,Zürich,Zürich,ZH,,,,a,(noch existent?),,,,,
,,pre-art Schweiz,"Previsic, Boris + Arter, Matthias",Zürich,Zürich,ZH,,,,a,,,,,,
,,"Produktionsgemeinschaft Theater Zürich (P.T.Z., PTZ)",-0,Zürich,Zürich,ZH,,,,a,,,,,,
,,ProjektN,"Dingetschweiler, Franziska + Christ, Alexander",Zürich,Zürich,ZH,,,,a,,,,,,
,,Pulkproduktion,"Tobler, Nicole + Grob, Stefanie + Arioli, Ann-Marie u.a.",Zürich,Zürich,ZH,,,,a,,,,,,
,,pulp.noir,"Fischer, Thomas + Morf, Julia Maria u.a.",Adliswil,Zürich,ZH,,,,a,,,,,,
,,Radar (Clowntheater),-0,Zürich,Zürich,ZH,,,,na,,,,,,
,,Rainbow Singers,-0,Zürich?,Zürich,ZH,,,,na,,,,,,
,,rakete3 (Rakete 3) (Regieteam/-kollektiv) ,"Disler, Bettina + Giancane, Sara",Zürich,Zürich,ZH,,,,a,(noch existent),,,,,
,,RaUmWege,"Kühne, Claudia",Zürich,Zürich,ZH,,,,a,,,,,,
,,Regina (Kabarett) <Spielstätte>,-0,Zürich,Kabarett: Zürich,ZH,,,,na,,,,,,(1928)-(1930)
,,Reisetheater,"Christen, Jörg u.a.",Zürich,Zürich,ZH,,,,a,,,,,,
,,Rimini-Protokoll,"Kaegi, Stefan + Haug, Helgard + Wetzel, Daniel",Zürich,Zürich,ZH,,,,a,,,,,,
,,Ring-Theater (Ring Theater),"Steger, André + Thaler, Alice + Ulli, Hans-Peter + Dahinden, Delia + Süss, Karin",Zürich,Zürich,ZH,,,,a,1988-,,,,,
,,Rossi Russius Produktionen,"Rossi, Graziella + Russius, Klaus Henner",Zürich?,"Rossi, Graziella",,,,,a,,,,,,
,,Rotta-Theater,"Berger, Wolfram + Glaus, Corinna",Zürich,Zürich,ZH,,,,ns,1986-?,,,,,
,,Sabil & Crouton,"Honegger, Peter + Brunner, Albi",Zürich?,"Honegger, Peter",ZH,,KTV,,a,,,,,,
,,San dance company (noch existent?),"Keller, San + Roca, Andrea + Delemont, Denise + Shahbazi, Shirana + Meie, Chrischi + Galler, Thomas + Blättler, Michael",Zürich,Zürich,ZH,,,,a,,,,,,
,,Sanduhr (Cabaret),"Attenhofer, Elsie",Zürich,Kabarett: Zürich,ZH,,,,na,,,,,,(1978)-(1979)
,,Sans filtre (Cie. Sans filtre),"Spataro, Violetta + Ghiò, Marco Maria + Jenni, Sinikka",Zürich,Zürich,ZH,,,,a,,,,,,
,,SAPTA Theater (Swiss Association of Physical Theater Actors),"Tészas, Pétér + Bitzi, Daniela + Burkart, Till + Lüthi, Nadine-Sara",Zürich,Zürich,ZH,,,,a,,,,,,
,,Schlafende Hunde,"Stephan, Eva + Hepp, Oliver",Zürich,Zürich,ZH,,,,a,,,,,,
,,Schrägi Vögel,"Stehli, Nicole",Zürich,Zürich,ZH,,,,a,,,,,,
,,Schtärneföifi <Band>,"Aeberli, Sibylle + Koller, Boni + Fiechter, Adrian + Zuber, Jean + Haldimann, Thomas",Zürich,Zürich,ZH,,assitej,,a,,,,,,
,,Schuhtheater,"Maissen, Placid",Zürich,Zürich,ZH,,,,a,,,,,,
,,schützwolff (noch existent?),"Schütz, Martin + Wolff, Markus","Basel, Biel",Zürich,ZH,,,,a,,,,,,
,,Schwarzes Theater Zürich,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Schweizer Ballettmärchenbühne (Schweizer Ballett Märchenbühne),"Säuberli, Jack + Forster, Maria-Pia",Zürich?,Zürich,ZH,,,,na,,,,,,
,,Schweizer Kammerballett ,"Deroc, Jean",Zürich (früher: Windisch),Zürich oder Windisch,ZH,,,,na,1965-?,,,,,
,,Schweizer Kinder- und Jugendtheater (Verein),"Dewald, Otto + Kunz, Rolf",Zürich,Zürich: Zürcher Kinder- und Jugendtheater und Zürich: Bernhard-Theater,ZH,,,,a,,,,,,
,,Schweizer Städte-Oper (später: Neue Zürcher Kammeroper) ,"Brunner, Armin u.a.",Zürich,Zürich,ZH,,,,na,,,,,,
,,Schweizerische Volksbühne,"Guggenheim, Werner Johannes",Zürich,Zürich,ZH,,,,na,1936-1937,,,,,
,,Seefeld-Tanzprojekt (Tanzprojekt Seefeld),"Wirth, Stacy + Häusler, Esther Maria",Zürich,Zürich: Tanzprojekt Seefeld,ZH,,,,na,1983-?,,,,,
,,Shake Musical Company (Shake Company) (später: Just4Fun,"Flaschka, Dominik",Zürich,Zürich,ZH,,,,a,,,,,,
,,Sheer Madness,-0,Zürich,Zürich,ZH,,,,na,,,,,,
,,SiJamais,"Schranz, Simone + Bernard, Jacqueline + Schultz, Mia",Zürich,Zürich,ZH,,KTV,,a,,,,,,
,,Silberbüx,"Hess, Stefanie + Zuberbühler, Brigitt + Muheim, Benno + Berthele, Maurice",Zürich,Zürich,ZH,,KTV,,a,,,,,,
,,Silhouette ,"Lenz, Hans Werner",Zürich <STS Kabarett: Zürich ...>,Zürich,ZH,,,,na,,,,,,(1948)-(1949)
,,Simone Aughterlony,"Aughterlony, Simone",Zürich,"Aughterlony, Simone",ZH,,,,a,,,,,,
,,soda-project,"Künzler-Büchter, Astrid u.a.",Zürich,Zürich,ZH,,,,a,,,,,,
,,Somafon (Somafoni tanzt),"Schrepfer, Brigitta",Zürich,Zürich,ZH,,assitej,r,a,,,,,,
,,Spectrum Mobile,?,Zürich,Zürich,ZH,,,,na,,,,,,
,,Spiegeltheater,"Looser, Cory + Dunn, Fatima + Bodamer, Utz + Ruano, Alberto",Zürich,Zürich,ZH,,KTV,,a,,,,,,
