owl:Class,dct:identifier,schema:name,ex:Art,ex:TheaterKlassifikation,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:Statusaaktivnanichtaktiv,ex:Rep,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000682,Théâtre Municipal (früher: Casino-Théâtre d^Yverdon) (später: Théâtre du Casino),G,x,Yverdon-les-bains,Yverdon-les-bains,VD,,x,na,,1958-1974?,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000683,Kleine Bühne Zofingen,G,VOK,Zofingen,Zofingen,AG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000684,Stadtsaal Zofingen <Spielstätte von: Musik- und Theater Zofingen>,G,GGH,Zofingen,Zofingen,AG,,(Inthega),a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000685,Zuoz Globe,G,"ATV, RKT",Zuoz,Zuoz,GR,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000686,Altstadt-Theater (?),?,x,Zürich,Zürich,ZH,,x,na,,ca. 1968-?,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000687,Aula der Kantonsschule Rämibühl,G kein aktiver Veranstalter,???,Zürich,Zürich,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000688,bel(l)etage (Theater Bel Etage),G,x,Zürich,Zürich: Theater Bel Etage,ZH,,x,na,r,1978-1981 u. 2001-2002,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000689,Bernhard-Theater (Bernhard Theater),G,RKT,Zürich,Zürich,ZH,,x,a,r,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000690,blindekuh,G kein aktiver Veranstalter,???,Zürich,Zürich,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000691,Boulevard Bar Lounge Theater (BLVD),P G,RKT,Zürich,Zürich,ZH,,x,a,,,Maiers Raum für Theater,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000692,Bühne S,G,"ATV, RKT",Zürich,Zürich <ZSV>,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000693,"Casino Aussersihl <frühere Spielstätte von: Fredy-Scheim-Ensemble,  Casino-Operettentheater) <später Spielort für Theater Hora>",?,???,Zürich,Zürich,ZH,,x,na,,1946-,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000694,ComedyBühne Weisser Wind (Theater Weisser Wind),G,VOK,Zürich,Zürich,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000695,ComedyHaus (Comedy-Haus) (Comedy Haus),G,VOK,Zürich,Zürich,ZH,,-0,a,,2016,,,,1 R,2016-,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000696,Corso Theater (Spielstätte),G kein aktiver Veranstalter,???,Zürich,"Zürich, z.T. auch unter: Variété: Zürich",ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000697,Das Zelt,G,VOK,Zürich,Basel,ZH,,,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000698,Depot Tiefenbrunnen (Tramdepot Tiefenbrunnen),G,x,Zürich,Zürich,ZH,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000699,Fabriktheater (Rote Fabrik),P G,TFS,Zürich ,Zürich: Rote Fabrik,ZH,,assitej    Premio,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000700,Gemeinschaftszentrum XXX (GZ) (Gemeinschaftszentren der Stadt Zürich): keine Einzelaufname,,,,,,,,,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000701,Gessnerallee Zürich,P G,TFS,Zürich,Zürich <vor 1985/86 Gastspiele unter: Zürich: Theater 11?>,ZH,,assitej    Premio,a,x,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000702,Hallenstadion Zürich,G kein aktiver Veranstalter,GGH spez,Zürich,"Variété: Zürich <für Disney on Ice, Art on Ice>",ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000703,Haus Konstruktiv (EWZ-Unterwerk Selnau),G kein aktiver Veranstalter,???,Zürich,Zürich,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000704,Helsinki Klub,G,RKT???,Zürich,Zürich,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000705,Im Hochhaus (Kleinkunstbühne des Migros-Kulturprozentes),G,VOK,Zürich,Zürich,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000706,Junge Kammerbühne des Schauspielhause,P,x,Zürich,Zürich: Schauspielhaus,ZH,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000707,Keller 62,P G,"ATV, RKT",Zürich,Zürich,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000708,"Kleine Bühne am Bucheggplatz (später: Theater am Stauffacher) <Spielstätte, Truppe>",G,x,Zürich,Zürich: Theater am Stauffacher,ZH,,x,na,,?-1985,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000709,Komedie (Die Komedie) (auch Gruppe) (später: Theater Herzbaracke) (siehe auch: Ludwig 2),P G,x,Zürich,Zürich,ZH,,x,na,,1976-?,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000710,Komödienhaus Zürich <in Spielstätte: Kaufleutensaal),G,x,Zürich,Zürich,ZH,,x,na,,1985-1994,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000711,Kulturmarkt (RATS),P G,"KTE spez, TFS???",Zürich,Zürich,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000712,Ludwig 2 (Variété-Theater>,G,x,Zürich ,Zürich,ZH,,x,na,,1994-1996,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000713,"MAAG Music & Arts (Event Hall, Härterei, Music Hall)",P G,GGH spez,Zürich,Zürich: Maag Music Hall,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000714,Millers Studio (später: Miller's),G,VOK,Zürich,Zürich,ZH,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000715,Musical-Theater am Helvetiaplatz,G,x,Zürich,Zürich: Volkshaus Zürich,ZH,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000716,Neues Theater Spirgarten,G kein aktiver Veranstalter,GGH spez,Zürich (Altstetten),Zürich,ZH,,x,a,,,Theater Spirgarten,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000717,Off Züri (Kleinbühne),G,x,Zürich,Zürich: Kleinbühne Off Züri,ZH,,x,na,,1981-1988,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000718,"Opernhaus Zürich (inkl. Ballett Zürich, Junior Ballett Zürich, STS unter: Internationales Opernstudio IOS, Studiobühne)",E,GST,Zürich,"Zürich <ab 1.8.1965 eigene Ablage: Grundsätzliches> <ab 1.8.1987 Studio-Bühne, Internationales Opernstudio eigene Ablage>",ZH,,SBV,a,r,,"Stadttheater Zürich, Aktientheater, opera mobile unter: Internationales Opernstudio",,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000719,Rundum-Theater <Spielstätte>,?,?,Zürich,Zürich,ZH,,x,na,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000720,"Schauspielhaus Zürich (Spielstätten: Pfauen, Schiffbau, Box im Schiffbau) (inkl. Junges Schauspielhaus Zürich)",E,GST,Zürich,Zürich <ab 1.8.2000 eigene Ablage: Grundsätzliches> <ab 1.8.2000 Schiffbau/Box eigene Ablage> <ab 1.8.1984 Schauspielhaus Keller eigene Ablage>,ZH,,"SBV, assitej   Premio (Junges SpH)",a,r,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000721,Seefeld-Tanzprojekt,,,,,,,,,,1983-?,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000722,Sogar Theater,E P,ST? (Literaturtheater),Zürich,Zürich,ZH,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000723,Tanzhaus Zürich (inkl. Tanhaus YOUng),P G,STT,Zürich,Zürich,ZH,,Premio,a,,,Tanzhaus Wasserwerk,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000724,Theater am Hechtplatz,G,VOK,Zürich,Zürich,ZH,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000725,"Theater an der Sihl <Spielstätten an: Gessneralle 9, 11, 13> (später: Theater der Künste)",E P,x,Zürich,Zürich,ZH,,x,na,,1979-?,"Kinder- und Jugendtheater Zürich, Kitz, Kjtz, Junges Theater Zürich",,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000726,"Theater der Künste (Bühne A, Bühne B) (früher: Theater an der Sihl) <Spielstätte der ZHDK>",P G,AUS,Zürich,Zürich,ZH,,SBV      ZHDK,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000727,Theater Heddy Maria Wettstein,P G,x,Zürich,Zürich,ZH,,x,na,,1964-1998,Zimmertheater Heddy Maria Wettstein,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000728,Theater Herzbaracke,G,VOK,Zürich,Zürich,ZH,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000729,Theater am Central,E P,x,Zürich,Zürich,ZH,,x,na,r,1951-1958,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000730,Theater im GZ Buchegg,G KITH,STK,Zürich,Zürich,ZH,,assitej,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000731,Theater im Seefeld (eigentlich: Kirchgemeindehaus Neumünster) <Spielstätte u.a. von: Lorenz Keiser>,P,???,Zürich,Zürich,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000732,Theater Neumarkt,E,KTE,Zürich,Zürich,ZH,,SBV,a,r,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000733,Theater PurPur,P G KITH,STK,Zürich,Zürich,ZH,,assitej,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000734,Theater Stadelhofen (Zürcher Puppentheater),P G PUTH,STP,Zürich,Zürich vor 1999/2000 Ablage unter: Zürcher Puppentheater im Sonnenhof / Verein Zürcher Marionettentheater,ZH,,assitej KTV Unima,a,,,Puppentheater im Sonnenhof,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000735,Theater Stok,G,RKT,Zürich,Zürich,ZH,,x,a,,,"Kammertheater Stok, Zürcher Kammertheater",,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000736,Theater Westend (Spielstätte von: CH-Tanztheater),P G,"TFS, STT",Zürich,Zürich,ZH,,x,na,,1989-1995,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000737,Theater Winkelwiese,E/P,"KTE, TFS",Zürich,Zürich,ZH,,KTV     Premio,a,r,,Theater an der Winkelwiese,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000738,Theater 11,G,GGH spez,Zürich, <STS VP-Ablage unter Zürich: Theater 11 und 1996-2005 unter Zürich: Präsidial Abteilung>,ZH,,x,a,r,,Stadthof 11,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000739,Theater Rigiblick,P G,"ST? (""Klein-Musiktheater"")",Zürich,Zürich,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000740,Tonhalle Zürich (Tonhalle Orchester Zürich),P G,Grosse Konzert Säle,Zürich,Zürich,ZH,,x,a,,1868-,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000741,Volkshaus Zürich,G kein aktiver Veranstalter,Grosse Konzert Säle,Zürich,Variété: Zürich:,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000742,Zentrum Karl der Grosse,G kein aktiver Veranstalter,???,Zürich,Zürich,ZH,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000743,Lesebühne Zug,P G,ST?,Zug,Zug,ZG,,x,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000744,Theater Casino Zug (Casino Zug) (Spielstätte von: Theater- und Musikgesellschaft Zug),G,"GGH, RKZ",Zug,Zug,ZG,,"SBV, KTV",a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000745,Theater im Burgbachkeller,G,RKT,Zug,Zug,ZG,,KTV,a,,,,,,,,
spa:DatenbankUrsFesteHaeuser,STS-DatenbankUrsFesteHaeuser00000746,KleinesKunsthaus,G,RKT,Zuzwil,Zuzwil,BE,,x,a,,,,,,,,
