owl:Class,dct:identifier,ex:OrtTheater,schema:relatedLink,schema:organization,schema:location,schema:productionCompany,spa:theaterSeason,eclap:firstPerformanceDate,spa:premiereType,schema:name,schema:genre,schema:author,eclap:director,eclap:performer,spa:numberOfPerformances,schema:comment,spa:programme,ex:Pheftnr,spa:pressClippings,spa:numberOfPhotos,spa:numberOfNegatives,ex:PlakatZSV,ex:PlakatSTS,spa:accessionNumberPoster,ex:Spieltext,ex:SpieltextSignatur,ex:DVDVideo,ex:VideoDVDSignatur,spa:numberOfSetDesignSketches,ex:Kostuementwuerfe,ex:Vereinszeitschriften,ex:Jubilaeumsschriften,ex:StatutenProtokolle,ex:Bemerkungen2
,,Langnau a.A. (ZH): Turbine-Theater,www.turbinetheater.ch,,,,2014,10.07.2014,,"Drei Männer im Schnee, das lebenslängliche Kind",S,"Kästner, Erich","Mengarelli, Stefano
",,,Freilichtaufführung in Zusammenarbeit mit Wildnisspark Zürich,1,,1,,,,,,,,,,,,,,,Programmplakat
,,Alterswil (FR) Theater-Hintercher,www.theater-hintercher.ch,,,,2014,17.06.2014,,Falli Hölli,,"Kessler, Mark und Christian Schmutz","Kessler, Mark",,,Wiederaufnahme,,,1,,,,,,,,,,,,,,,
,,Eriswil (BE): Männerchor Frohsinn,,,,,2011,05.02.2011,,D's Wasserwärk,S,"Nussbaum, Frieda","Minder, Margritt und Walter Loosli",,,,1,,,,,,,,,,,,,,,,,
,,Eriswil (BE): Männerchor Frohsinn,,,,,2012,04.02.2012,,Meiers Feriereis,S,"Iselin, Ernst","Minder, Margritt und Walter Loosli",,,,1,,,,,,,,,,,,,,,,,
,,Freiburg: Senioren-Theatergruppe Deutschfreiburg,,,,,2013,21.03.2013,,Willkommen an Bord,S,"Bergmann, Elsa","Kanobel, Gerhard",,,,1,,,,,,,,,,,,,,,,,
,,Freiburg: Senioren-Theatergruppe Deutschfreiburg,,,,,2012,29.03.2012,,"Hûmu oder Höù (""Himel oder Höll"")",S,"Peter, Arnold","Kanobel, Gerhard",,,,1,,,,,,,,,,,,,,,,,
,,Zollikofen (BE): Landjugend Frienisberg-Süd,www.landjugend.ch/be/frienisberg-sued,,,,2012,04.02.2012,,Dr Meischterboxer,S,"Stäger, Oskar",,,,,1,,,,,,,,,,,,,,,,,
,,Zollikofen (BE): Landjugend Frienisberg-Süd,www.landjugend.ch/be/frienisberg-sued,,,,2013,02.02.2013,,Zickenalarm,S,"Baumgarten, Jürgen; B: Beat Krähemann",,,,,1,,,,,,,,,,,,,,,,,
,,Goldiwil (BE): Männerchor,,,,,2013,06.04.2013,,Himmel oder Höll,S,"Peter, Arnold","Waber, Ueli",,,,1,,,,,,,,,,,,,,,,,
,,Goldiwil (BE): Männerchor,,,,,2011,09.04.2011,,Närvegeischt u Magegschwür,S,"Grunder, Karl; B: Christian Kammacher","Waber, Ueli",,,,1,,,,,,,,,,,,,,,,,
,,"Gerolfingen (BE): Männerchor ""Eintracht""",,,,,2012,27.01.2012,,Vogel friss oder stirb,S,"Arx, Cäsar von","Kocher, Markus",,,,1,,,,,,,,,,,,,,,,,
,,"Gerolfingen (BE): Männerchor ""Eintracht""",,,,,2013,25.01.2013,,Der Schärrer-Micheli,S,"Balzli, Ernst","Kocher, Markus",,,,1,,,,,,,,,,,,,,,,,
,,Greppen (LU): Theaterlüüt,,,,,2011,02.11.2011,,Baby wider Willen,S,"Gombold, Bernd; B: Annemarie Berger","Waldis, Alois",,,,1,,,,,,,,,,,,,,,,,
,,Greppen (LU): Theaterlüüt,,,,,2012,07.11.2012,,Schöni (Camping) Ferie,S,"Gombold, Bernd; B: Annemarie Berger","Waldis, Alois",,,,1,,,,,,,,,,,,,,,,,
,,Heimiswil (BE): Landjugi,www.landjugi-heimiswil.ch,,,,2010,04.08.2010,,Die Käserei in der Vehfreude,S,"Berger, Josef; nach Jeremias Gotthelf","Moser, Kurt",,,,1,,,,,,,,,,,,,,,,,
,,Heimiswil (BE): Landjugi,www.landjugi-heimiswil.ch,,,,2012,08.08.2012,,Ueli der Chnächt,S,"Fauk, Sämi; nach Jeremias Gotthelf","Moser, Kurt",,,,1,,,,,,,,,,,,,,,,,
,,Heimberg (BE): Hodlerklub,,,,,2011,29.01.2011,,Zimmer z vermiete,S,"Stebler, Jakob","Eschler, Beat",,,,1,,,,,,,,,,,,,,,,,
,,Heimberg (BE): Hodlerklub,,,,,2012,28.01.2012,,Närvegeischt u Magegschwür,S,"Grunder, Karl; B: Christian Kammacher","Lehmann, Heidy",,,,1,,,,,,,,,,,,,,,,,
,,Innereriz (BE): Männerchor,,,,,2007,24.11.2007,,Der Tierbändiger,S,"Zimmermann, Andreas","Eicher, Vreni",,,,1,,,,,,,,,,,,,,,,,
,,Innereriz (BE): Männerchor,,,,,2012,24.11.2012,,Was weimer wette?,S,"Nielsen, Edi und Ernst Gassmann","Eicher, Vreni",,,,1,,,,,,,,,,,,,,,,,
,,Innereriz (BE): Männerchor,,,,,2013,30.11.2013,,Vorhär und nachhär,S,"Weibel, Rosa",,,,,1,,,,,,,,,,,,,,,,,
,,Kallnach (BE): Gemischter Chor,www.gemischterchor-kallnach,,,,2011,20.01.2011,,Grossvaters Verlobig,S,"Peter, Gottfried","Meyer, Therese",,,,1,,,,,,,,,,,,,,,,,
,,Kallnach (BE): Gemischter Chor,www.gemischterchor-kallnach,,,,2012,19.01.2012,,Wo isch dr Herrmann,S,"Schenk, Gottfried","Meyer, Therese",,,,1,,,,,,,,,,,,,,,,,
,,Kallnach (BE): Gemischter Chor,www.gemischterchor-kallnach,,,,2013,17.01.2013,,Guet gschtorbe isch halbe gerbt,S,"Badraun, Daniel","Meyer, Therese",,,,1,,,,,,,,,,,,,,,,,
,,Kiesen (BE): Trachtengruppe Kiesen-Wichtrach,,,,,2012,18.10.2012,,Hansjoggeli der Erbvetter,S,"Gfeller, Simon nach Jeremia Gotthelf","Kropf, Hugo",,,,1,,,,,,,,,,,,,,,,,
,,Kiesen (BE): Trachtengruppe Kiesen-Wichtrach,,,,,2013,16.10.2013,,E böse Geist,S,"Grunder, Karl","Kropf, Hugo",,,,1,,,,,,,,,,,,,,,,,
,,Konolfingen (BE): Emmentaler Jodler,www.emmentalerjodler.ch,,,,2010,20.02.2010,,Verschiedeni Söhn,S,"Zaugg, Fredy","Jost, Stefan",,,,1,,,,,,,,,,,,,,,,,
,,Konolfingen (BE): Emmentaler Jodler,www.emmentalerjodler.ch,,,,2012,18.02.2012,,Ds Wasserwärk,S,"Nussbaum, Frieda","Jost, Stefan",,,,1,,,,,,,,,,,,,,,,,
,,Laupen (BE): Jodlerklub Heimelig,,,,,2011,05.03.2011,,E Toufi,S,"Stalder-Grütter, Margrit","Stucki, Christa",,,,1,,,,,,,,,,,,,,,,,
,,Laupen (BE): Jodlerklub Heimelig,,,,,2012,10.03.2012,,D' Wunderkur,S,"Fäh, Emil",,,,,1,,,,,,,,,,,,,,,,,
,,Lyssach (BE): Jodlerklub,,,,,2010,17.02.2010,,Muetig i d' Zuekunft,S,"Schenk, Gottfried","Aebi, Peter",,,,1,,,,,,,,,,,,,,,,,
,,Lyssach (BE): Jodlerklub,,,,,2013,23.02.2013,,Ds Abeliecht,S,"Hunziker, Ernst","Aebi, Peter",,,,1,,,,,,,,,,,,,,,,,
,,Madiswil (BE): Trachtengruppe Madiswil und Umgebung,,,,,2011,18.03.2011,,Ueli dr Pächter,S,"Baumgartner, Elisabeth, nach Jeremias Gotthelf","Gfeller, Hansueli",,,,1,,,,,,,,,,,,,,,,,
,,Madiswil (BE): Trachtengruppe Madiswil und Umgebung,,,,,2014,14.03.2014,,Ds Abeliecht,S,"Hunziker, Ernst","Richard, Ida",,,,1,,,,,,,,,,,,,,,,,
,,Mühlau (AG): Trachtengruppe,,,,,2010,01.05.2010,,S'Grittli vom Alpehof,S,"Amstutz, Cornelia","Affolter, Pius",,,,1,,,,,,,,,,,,,,,,,
,,Mühlau (AG): Trachtengruppe,,,,,2012,28.04.2012,,Eis Unglück chunt sälte ellei,S,"Läubli, Peter","Affolter, Pius",,,,1,,,,,,,,,,,,,,,,,
,,Mühlau (AG): Turnverein STV Mühlau,,,,,2010,29.10.2010,,Zickenalarm,S,"Baumgartner, Jürgen; B: Beat Krähemann","Krebs, Daniel",,,,1,,,,,,,,,,,,,,,,,zusätzlich Streuzettel
,,Mühlau (AG): Turnverein STV Mühlau,,,,,2012,26.10.2012,,Heisse Bräute machen Beute,S,"Salomon, Rolf; B: Ruedi Gasser","Bühlmann, Tamara",,,,1,,,,,,,,,,,,,,,,,zusätzlich Streuzettel
,,Laupen (BE): Jodlerklub Heimelig,,,,,2013,02.03.2013,,Gstörti Flitterwuche,S,"Winiger, Anton",,,,,1,,,,,,,,,,,,,,,,,
,,Rüschegg (BE): Jodlerklub,,,,,2012,10.11.2012,,Chrampf im Altersheim,S,"Gombold, Bernd","Zwalen, Klaus",,,,1,,,,,,,,,,,,,,,,,
,,Rüschegg (BE): Jodlerklub,,,,,2013,09.11.2013,,Baby wider Wille,S,"Gombold, Bernd","Zwalen, Klaus",,,,1,,,,,,,,,,,,,,,,,
,,Riggisberg (BE): Trachtengruppe,,,,,2011,28.01.2011,,D Hochzyts-Trychle,S,"Däpp, Christian; B: Markus Dumelin","Dumelin, Markus",,,,1,,,,,,,,,,,,,,,,,
,,Riggisberg (BE): Trachtengruppe,,,,,2013,25.01.2013,,D Johanna vom Geissbode,S,"Köpfli, Xaver","Dumelin, Markus",,,,1,,,,,,,,,,,,,,,,,
,,Rüschegg (BE): Jodlerklub,,,,,2011,05.11.2013,,Z früeh gfreut,S,"Gombold, Bernd","Zwalen, Klaus",,,,1,,,,,,,,,,,,,,,,,
,,Oberdiessbach (BE): Silberdischtle Oberdiessbacher Seniorentheater ,,,,,2012,29.03.2012,,E Fall für Drei,S,"Frauchiger, Kurt","Grunder, Hans",,,,1,,,,,,,,,,,,,,,,,
,,Oberdiessbach (BE): Silberdischtle Oberdiessbacher Seniorentheater ,,,,,2013,21.03.2013,,Theaterfieber,S,"Kummer-Burri, Ruth","Anderegg, Andreas",,,,1,,,,,,,,,,,,,,,,,
,,Obergoldbach (BE): Jodlerklub,,,,,2010,06.03.2010,,Hürat mit Näbewürkige,S,"Wüthrich, Arthur","Neuhaus, Ruth",,,,1,,,,,,,,,,,,,,,,,
,,Obergoldbach (BE): Jodlerklub,,,,,2013,02.03.2013,,Wüethrich Chrischtes Mäde,S,"Hinrichs, August; B: Paul Schenk","Rindlisbacher, Niklaus",,,,1,,,,,,,,,,,,,,,,,
,,"Oeschseite (BE): Jodlerklub ""Rinderberg""",,,,,2008,19.01.2008,,Wär erbt?,S,"Schneiter, Richard","Schwizgebel-Sumi, Christine",,,,1,,,,,,,,,,,,,,,,,
,,"Oeschseite (BE): Jodlerklub ""Rinderberg""",,,,,2013,23.02.2013,,Dr Gyt-Tüüfel,S,"Grunder, Karl","Schwizgebel-Sumi, Christine",,,,1,,,,,,,,,,,,,,,,,
,,Reichenbach (BE): Jodlerklub Edelweiss,,,,,2010,27.02.2010,,Ds Hagmatt - Jümpferli,S,"Balzli, Ernst","Zmoos, Jakob",,,,1,,,,,,,,,,,,,,,,,
,,Reichenbach (BE): Jodlerklub Edelweiss,,,,,2012,25.02.2012,,Probierzyt,S,"Gfeller, Simon","Känel, Res von",,,,1,,,,,,,,,,,,,,,,,
,,Reisiswil (BE): Männerchor,,,,,2011,19.02.2011,,Ohrebhänk u Hüehnerlüüs,S,"Reber-Wiedmer, Christine",,,,,1,,,,,,,,,,,,,,,,,
,,Reisiswil (BE): Männerchor,,,,,2012,18.02.2012,,"d ""Fair Lady"" vom Dürrgrabe",S,"Kummer-Burri, Ruth",,,,,1,,,,,,,,,,,,,,,,,
,,Richigen (BE): Frauenchor Männerchor,,,,,2012,28.01.2012,,"Oh Gott, üsi Familie",S,"Gombold, Bernd","Bigler, Werner",,,,1,,,,,,,,,,,,,,,,,
,,Richigen (BE): Frauenchor Männerchor,,,,,2013,26.01.2013,,Dr perfäkt Ma,S,"Baumgartner, Jürgen","Bigler, Werner",,,,1,,,,,,,,,,,,,,,,,
,,Riggisberg (BE): Riggisberg Chor,,,,,2010,19.02.2010,,Willkommen an Bord,S,"Bergmann, Elsa",,,,,1,,,,,,,,,,,,,,,,,
,,Riggisberg (BE): Riggisberg Chor,,,,,2012,24.02.2012,,Feminine Charm,S,"Handschin, Frieder",,,,,1,,,,,,,,,,,,,,,,,
,,Rechthalten (FR): Theatergruppe Weissenstein / Rechthalten,,BGVT,,,2010,16.01.2010,,Z'früeh gfreut,S,"Gombold, Bernd","Egli, Rosmarie",,,,1,,,,,,,,,,,,,,,,,
,,Zäziwil (BE): Posaunenchor,,,,,2011,29.01.2011,,De Wäg hei,S,"Roth, Hans","Mai, Tobias",,,,1,,,,,,,,,,,,,,,,,
,,Schwanden i. E. (BE): Trachtengruppe,,,,,2007,17.03.2007,,Muetig i d Zuekunft,,"Schenk, Gottfried","Stalder, Elisabeth",,,,1,,,,,,,,,,,,,,,,,
,,Schwanden i. E. (BE): Trachtengruppe,,,,,2012,17.03.2012,,Aeben eso!,,"Balmer, Hans Rudolf","Stalder, Elisabeth",,,,1,,,,,,,,,,,,,,,,,
,,Schwellbrunn (AR): Trachtengruppe,,,,,2011,29.01.2011,,"Oh Gott, üsi Familie!",S,"Gombold, Bernd",,,,,1,,,,,,,,,,,,,,,,,
,,Schwellbrunn (AR): Trachtengruppe,,,,,2013,26.01.2013,,Alle beschtens greglet!,S,"Gombold, Bernd",,,,,1,,,,,,,,,,,,,,,,,
,,Steinhuserberg (LU): Jodlerklub Bärgglöggli,,,,,2011,08.01.2011,,Ds Bärgverspräche,S,"Däpp, Christian","Sidler, Urs",,,,1,,,,,,,,,,,,,,,,,
,,Steinhuserberg (LU): Jodlerklub Bärgglöggli,,,,,2012,14.01.2012,,D Hochzyts-Trychle,S,"Däpp, Christian","Sidler, Urs",,,,1,,,,,,,,,,,,,,,,,
,,Thun (BE): Jodlerklub Stockhorn-Thun,,,,,2012,10.11.2012,,D Stöcklichrankheit,S,"Grunder, Karl","Kropf, Peter",,,,1,,,,,,,,,,,,,,,,,
,,Thun (BE): Jodlerklub Stockhorn-Thun,,,,,2013,16.11.2013,,Der Gyt-Tüüfel,S,"Grunder, Karl","Kropf, Peter",,,,1,,,,,,,,,,,,,,,,,
,,Steffisburg (BE): Jodlerklub,,,,,2012,21.01.2012,,Üses Vreni,S,"Schneider, Roger
","Hirschi, Ruedi",,,,1,,,,,,,,,,,,,,,,,
,,Steffisburg (BE): Jodlerklub,,,,,2013,19.01.2013,,Närvegeischt u Magegschwür,S,"Grunder, Karl; B: Christian Kammacher
","Hirschi, Ruedi",,,,1,,,,,,,,,,,,,,,,,
,,Wattenwil (BE): Männerchor Wattenwil,,,,,2010,06.03.2010,,Närvegeischt u Magegschwür,S,"Grunder, Karl; B: Christian Kammacher",,,,,1,,,,,,,,,,,,,,,,,
,,Wattenwil (BE): Männerchor Wattenwil,,,,,2011,05.03.2011,,Der fidele Strohwitwer,S,"Schneider, Centa; B: Jakob Graf",,,,,1,,,,,,,,,,,,,,,,,
,,Wattenwil (BE): Männerchor Wattenwil,,,,,2012,03.03.2012,,E cleveri Perle,S,"Pfaus, Walter G.; B: Annemarie Berger",,,,,1,,,,,,,,,,,,,,,,,
,,Wattenwil (BE): Männerchor Wattenwil,,,,,2013,09.03.2013,,Ds Hagmatt - Jümpferli,S,"Balzli, Ernst",,,,,1,,,,,,,,,,,,,,,,,
,,Weinfelden (TG): Bernerverein Niesen,,,,,2010,14.02.2010,,ds Hagmatt - Jümpferli,S,"Balzli, Ernst","Federli, Vreni, Beatrice Keller-Moser",,,,1,,,,,,,,,,,,,,,,,
,,Weinfelden (TG): Bernerverein Niesen,,,,,2012,18.02.2012,,Üses Vreni,S,"Schneider, Roger","Rieder, Walter",,,,1,,,,,,,,,,,,,,,,,
,,Walkringen (BE): Trachengruppe Wikartswil und Umgäbig,,,,,2011,12.03.2011,,Vollmondnächt,S,"Isler, Ueli","Schertenleib, Fränzi",,,,1,,,,,,,,,,,,,,,,,
,,Walkringen (BE): Trachengruppe Wikartswil und Umgäbig,,,,,2012,10.03.2012,,Schrybe sött me chönne,S,"Labiche, Eugen","Schertenleib, Fränzi",,,,1,,,,,,,,,,,,,,,,,
,,Wimmis (BE): Jodlerklub,,,,,2010,30.01.2010,,Käserei in der Vehfreude,S,"Berger, Josef","Dummermuth, Fritz",,,,1,,,,,,,,,,,,,,,,,
,,Wimmis (BE): Jodlerklub,,,,,2013,26.01.2013,,E Dorfchrankheit,S,"Roth, Hans","Dummermuth, Fritz",,,,1,,,,,,,,,,,,,,,,,
,,Zürich: Zürcher Freizeit-Bühne,www.zfb-hoengg.ch,RVA,,,2013,26.10.2013,,TV Movie-Star,S,"Gysel, Claudia","Niklaus, Bruno",,,,1,,1,,,,,,,,,,,,1,,,
,,Zürich: Zürcher Freizeit-Bühne,www.zfb-hoengg.ch,RVA,,,2014,03.04.2014,,Reini Närvesach,S,"Binder, Walter,; B: Fritz Klein","Jenni, Heinz",,,,1,,1,,,,,,,,,,,,1,,,
,,Belp (BE): Gürbetaler Volksbühne,www.volksbuehne-belp.ch,BGVT,,,2014,16.08.2014,,D Tüüfle vo Salamanca,S,frei nach Miguel de Cervantes Saavedra,"Burla, Hanspeter",,,"Cooproduktion mit Musikschule der Region Gürbetal, Freilichtaufführung",1,,,,,1,,,,,,,,,,,,
,,Thun (BE): Theater am Tatort,,,,,2014,04.11.2014,,Grand Hotel Thunerhof,S,"Bichsel, Ueli","Bichsel, Ueli",,,,1,,1,,,,,,,,,,,,,,,
,,Thun (BE): Thuner SeeSpiele,www.thunerseespiele.ch,,,,2014,08.07.2014,,"Aida, das Musical",Mu,"John, Elton","Wolff, Katja",,,Freilichtaufführung,,,1,,,,,,,,,,,,,,,
,,Ballenberg (BE): Landschaftstheater,www.landschaftstheater-ballenberg.ch,BGVT,,,2014,09.07.2014,,Via Mala,S,"Knittel, John; B: Markus Keller","Lang, Reto",,,,1,,1,,,1,1,,,,1,DVD-A 606,,,,,,
,,Ballenberg (BE): Landschaftstheater,www.landschaftstheater-ballenberg.ch,BGVT,,,2015,08.07.2015,,Ueli der Knecht,S,"Krohn, Tim, nach Jeremias Gotthelf","Adam, Renate und Regina Wurster",,,,1,,1,,,1,1,,,,1,DVD A 669,,,,,,*Streuzettel
,,Zürich: Theater Hora,www.hora.ch,RVA,,,2012,29.11.2012,,Paganini & Ich,S,0,,,,,1,,,,,,,,,,,,,,1,,,Magazin des Theater HORA No. 34 November 2012
,,Zürich: Theater Hora,www.hora.ch,RVA,,,2013,,,"Theater Hora / Das HELMI, Mars Attacks!, Biographien",S,0,,,,,,,,,,,,,,,,,,,1,,,
,,Schwyz: Kinder- und Jugendtheater Pronto,www.theater-pronto.ch,RZV,,,2014,09.09.2014,,Aber Herr Kommissar,S,,"Novothny, Lucy",,,,1,,,,,,,,,,,,,,,,,"
"
,,Schwyz: Kinder- und Jugendtheater Pronto,www.theater-pronto.ch,RZV,,,2014,18.09.2014,,ä Stund z'spät,S,,"Reichmuth, Jo",,,,1,,,,,,,,,,,,,,,,,"
"
,,Schwyz: Kinder- und Jugendtheater Pronto,www.theater-pronto.ch,RZV,,,2014,20.09.2014,,Die wilde Bande und der Gorilla,S,,"Brunner, Beat Josef",,,,1,,,,,,,,,,,,,,,,,"
"
,,Schötz (LU): Theatergruppe,www.tg-schoetz.ch,RZV,,,2014,05.09.2014,,Im Paradies,S,"Marberger, Herbert","Marberger, Herbert",,,,1,,,,,,,,,,,,,,,,,
,,Luzern: Luzerner Spielleute,www.spielleute.ch,RZV,,,2014,20.08.2014,,Spelterini hebt ab,S,"Steinmann, Paul","Ambauen, Reto",,,,1,,,,,,,,,,,,,,,,,zusätzlich Streuzettel
,,Uetikon am See (ZH): Dramatischer Verein,www.dvuetikon.ch.vu,RVA,,,2014,15.02.2014,,Di lätz Tür,Sm,"Hohler, Franz",Hunziker Jeannot,,,,1,,1,,,,,,,,,,,,,,,
,,Bubikon (ZH): Ritterhausgesellschaft,,,,,2013,22.06.2013,,Die Bubiker Hexe,S,"Frei, Hans-Peter","Frei, Hans-Peter",,,Freilichtaufführung,1,,1,,,,,,,,,,,,,,,
,,Wetzikon (ZH): Theater Robehuuse,www.theater-robehuuse.ch,,,,2014,05.09.2014,,Liebi mit Blächschade,S,"Gnant, Hans","Hess, Ruth",,,,1,,1,,,,,,,,,,,,1,,,
,,Grüningen (ZH): Grüninger Theatergruppe,www.theater-grueningen.ch,RVA,,,2013,01.11.2013,,Mord on Backstage,S,"Gysel, Claudia","Wehrli, Richard",,,,1,,,,,,,,,,,,,,,,,
,,Bern: NVB -Theater (früher: Neue Volksbühne NVB),www.nvb-theater.ch,BGVT,,,2014,,,"NVB-Magazin Juli 2014
",S,,,,,,,,,,,,,,,,,,,,1,,,
,,Wil (SG): KliWi Theater (Theaterensemble der Klinik Wil),,,,,2014,15.03.2014,,Heisse Bräute machen Beute,S,"Salomon, Rolf; B: Ruedi Gasser","Blarer, Sigi",,,,1,,1,,,,,,1,B7.2 Salo 1002,1,,,,,,,
,,Effretikon (ZH): Theaterverein Bisikon -Bietenholz,www.stadttheater.bisikon.ch,,,,2013,14.06.2013,,Reini Närvesach,S,"Binder, Wolfgang","Wintsch, Thomas",,,,1,,,,,,,,,,,,,,,,,"*Streuzettel, Info aus Internet"
,,Meilen (ZH): Operella (Taschenoper des ATM),,,,,2014,12.09.2014,,L'Elisir d'Amore,Op,"Donizetti, Gaetano","Heer, Regina, Musikalische Leitung Corina Gieré",,,,1,,1,,,,,,,,,,,,,,,
,,Udligenswil (LU): Theatergesellschaft,,RZV,,,2013,02.11.2013,,Schletzohre onder sech,S,"Binder, Wolfgang","Glanzmann, Rita",,,,1,,,,,,,,,,,,,,,,,
,,Sachseln (OW): Freunde des Volkstheaters,www.theater-sachseln.ch,RZV,,,2014,29.03.2014,,Lampenfieber,S,"Keller, Markus, frei nach","Gaffuri, Prisca",,,,1,,1,,,,,,,,,,,,,,,
,,Entlebuch (LU): Bühne Amt Entlebuch,www.buehne-amt-entlebuch.ch,,,,2014,16.05.2014,,D'r Bläsi,S,"Widmer, Gisela","Andreina, Livio",,,,1,,1,,,,,,,,,,,,,,,* Streuzettel
,,Alpnach (OW): Trachtengruppe,,RZV,,,2014,15.03.2014,,Schwarzi Hand,S,Leemann-Landolt Hans Rudolf; B: André Mathis,"Mathis, André",,,,1,,1,,,,,,,,,,,,,,,
,,Reiden (LU): Theatergesellschaft,www.theater-reiden.ch,RZV,,,2014,24.05.2014,,"Alli oder nüt, frei nach ""Lang lebe Ned Devine""",S,"Iten, Rafael, Klaus Frick und Guido Weber",Schneiter Moritz und Tanja Leu,,,,1,,1,,,,,,,,,,,,,,,
,,Schwyz: Bühne 66,www.buehne66.ch,RZV,,,2014,25.04.2014,,Föhnsturm,S,"Nager, Franz-Xaver","Camenzind, Stefan",,,,1,,1,,,,,,,,,,,,,,,
,,Euthal (SZ): Theatergesellschaft,www.theater-euthal.ch,RZV,,,2013,26.10.2013,,Ei Aff chunnt sältä ällei,S,"Stowasser-Fürbringer, Marion; B: Vroni Schnetzer","Schnetzer, Vroni",,,,1,,,,,,,,,,,,,,,,,
,,Schattdorf (UR): Theatergesellschaft,www.theater-schattdorf.ch,RZV,,,2013,09.11.2013,,Ladysitter,S,"Spehling, Bernd; B: Erwin Britschgi, Helena Wolf","Britschgi, Erwin",,,,1,,,,,,,,,,,,,,,,,zusätzlich Streuzettel
,,Steinerberg (SZ): Musikgesellschaft,,RZV,,,2014,08.03.2014,,D'Bääsehäx,S,"Wälti, Hans","Suter, Bruno",,,,1,,,,,,,,,,,,,,,,,
,,Kriens (LU): Theater HTK (früher: Heimatschutztheater Kriens),www.HTK:ch,RZV,,,2013,03.11.2012,,O(je)h du Fröhliche,S,"Binder, Wolfgang; B: Etienne Meuwly","Giger, Susy",,,,1,,,,,,,,,,,,,,,,,
,,Ulrichen (VS): Theaterverein Obergoms,www.obergoms.tv.ch,VSDW,,,2013,14.12.2013,,"Wohl, bekomm's ... und ruhe in Frieden",S,"Chesnot, Pierre","Biderbost, Daniel",,,,1,,,,,,,,,,,,,,,,,
,,Adligenswil (LU): Theatergesellschaft,www.theater-adligenswil.ch,RZV,,,2014,28.03.2014,,E Tolli Familie,S,"Wempner, Fritz","Bünzli, Oskar",,,,1,,1,,,,,,,,,,,,,,,
,,Hagendorn (ZG): Theatergesellschaft Männerchor,,RZV,,,2014,22.01.2014,,z'vill verdächtigi Lüüt,S,"Vollenweider, Armin","Vogt, Ruedi",,,,1,,,,,,,,,,,,,,,,,
,,Baar (ZG): Volksbühne,www.volksbuehne-baar.ch,RZV,,,2014,21.03.2014,,Alles beschtens greglet,S,"Bombold, Bernd","Brändle, Renata",,,,1,,1,,,,,,,,,,,,,,,
,,Meilen (ZH): Operella (Taschenoper des ATM),,,,,2013,20.09.2013,,Die Göttin im Kater,Op,"Matthes, Nikolaus, Musik Paul Suits","Heer, Regina, Musikalische Leitung Corina Gieré",,,,1,,,,,,,,,,,,,,,,,
,,Tuggen (SZ): Theater - Vagabunden,www.theatervagabunden.ch,,,,2014,26.04.2014,,d'Bääsehäx,S,"Wälti, Hans","Reichmuth, Walter",,,,1,,,,,,,,,,,,,,,,,*Streuzettel
,,Wauwil (LU): Volkstheater Wauwil,www.vtw.ch,RZV,,,2014,15.03.2014,,Irgendwo im Nirgendwo,S,"Binder, Wolfgang; B: Kurt J. Meier","Meier, Kurt J.",,,,1,,,,,,,,,,,,,,,,,zusätzlich Streuzettel
,,Bürglen (UR): Theatergruppe Bürglen,www.theater-buerglen.ch,RZV,,,2014,10.01.2014,,"z'wildä Käthy
",S,"Stock, Willy; B: Hubert Arnold","Arnold, Hubert",,,,1,,1,,,1,,,,,1,DVD 1515/1,,,,,,
,,Dallenwil (NW): Theatergesellschaft,www.theaterdallenwil.ch,RZV,,,2013,08.06.2013,,"dr Drachäschleier, eine wahre Mär",,"Hildebrand, Ursula","Hildebrand, Ursula",,,"Freilichstspiel, Co-Produktion mit insieme Nidwalden",1,,,,,,,,,,,,,,,,,
,,Dallenwil (NW): Theatergesellschaft,www.theaterdallenwil.ch,RZV,,,2013,26.10.2013,,Hodel du Commerce,,"Hochwälder, Fritz; B:Hans Messerli und Heinrich Landis, Nidwaldner Dialekt: Klaus Odermatt","Odermatt, Klaus",,,,1,,,,,,,,,,,,,,,,,
,,Emmetten (LU): Theatergruppe,www.theater.emmetten.ch,,,,2014,26.04.2014,,Neyd als Ärger mit äm Gäld,S,"Cooney, Ray","Käsli, Erika",,,,1,,,,,,,,,,,,,,,,,
,,Visp (VS): Visper Theater,www.vispertheater.ch,,,,2014,04.09.2014,,Heimat,S,"Minsch, Rudolf; B: Walliser-Dialekt Visper Theater","Millius, Richard",,,,1,,1,,,,,,1,B 7.2 Mins 1000 1001,,,,,,,,
,,Muotathal (SZ): Theatervereinigung,www.theater-muotathal.ch,RZV,,,2014,25.01.2014,,Bim Waldbrünneli,S,"Brun, Josef; B: Daniel Heinzer","Heinzer, Daniel",,,,1,,,,,1,,,,,,,,,,,,
,,Stüsslingen (SO): Theatergruppe,www.theatergruppestuesslingen.ch,,,,2014,11.10.2014,,Um Himmels Wille ... Herr Pfarrer,S,"Gombold, Bernd","Wyss, Brigitte",,,,1,,1,,,,,,,,,,,,,,,
,,Bülach (ZH): Spielleute von Seldwyla,www.spielleutevonseldwyla.ch,RVA,,,2013,11.05.2013,,Holzers Peeshow,S,"Köbeli, Markus","Zürrer, Susanne",,,,1,,1,,,,,,,,,,,,,,,
