owl:Class,dct:identifier,ex:OrtTheater,schema:relatedLink,schema:organization,schema:location,schema:productionCompany,spa:theaterSeason,eclap:firstPerformanceDate,spa:premiereType,schema:name,schema:genre,schema:author,eclap:director,eclap:performer,spa:numberOfPerformances,schema:comment,spa:programme,ex:Pheftnr,spa:pressClippings,spa:numberOfPhotos,spa:numberOfNegatives,ex:PlakatZSV,ex:PlakatSTS,spa:accessionNumberPoster,ex:Spieltext,ex:SpieltextSignatur,ex:DVDVideo,ex:VideoDVDSignatur,spa:numberOfSetDesignSketches,ex:Kostuementwuerfe,ex:Vereinszeitschriften,ex:Jubilaeumsschriften,ex:StatutenProtokolle,ex:Bemerkungen2
spa:ZSVGesamt,STS-ZSVGesamt00000001,Aarau (AG): Theatertage,,,,,1982,05.06.1982,,Jakob auf der Himmelsleiter,S,"Vitus, Maximilian; B: Arthur Brenner und Otto Thaler",,,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000002,Aarau (AG): Theatertage,,,,,1977,,,1. Volkstheatertreffen 14./15.5. und 21./22.5.l977,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,1,Rechenschaftsbericht / 
spa:ZSVGesamt,STS-ZSVGesamt00000003,Aarau (AG): Theatertage,,,,,1980,,,Volkstheatertage,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000004,Aarau (AG): Theatertage,,,,,1981,,,,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000005,Aarau (AG): Theatertage,,,,,1982,,,,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000006,Aarau (AG): Theatertage,,,,,1983,,,,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000007,Aarau (AG): Theatertage,,,,,1984,,,,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000008,Aarau (AG): Theatertage,,,,,1985,,,,,00 (Allgemeines),,,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000009,Aarau (AG): Theatertage,,,,,1986,,,,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000010,Aarau (AG): Theatertage,,,,,1987,,,,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000011,Aarau (AG): Theatertage,,,,,1988,,,,,00 (Allgemeines),,,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000012,Aarau (AG): Theatertage,,,,,1989,,,,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000013,Aarau (AG): Theatertage,,,,,1990,,,,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000014,Aarau (AG): Theatertage,,,,,1992,,,Theatertage,,00 (Allgemeines),,,,,1,,1,,,,,,,,,,,,,,,zusätzlich Medieninformation
spa:ZSVGesamt,STS-ZSVGesamt00000015,Aarau (AG): Theatertage,,,,,1993,,,,,00 (Allgemeines),,,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000016,Aarau (AG): Theatertage,,,,,1994,,,,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,zusätzlich Anstreckknopf
spa:ZSVGesamt,STS-ZSVGesamt00000017,Aarau (AG): Theatertage,,,,,1995,,,,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,zusätzlich Pressecommuniqué
spa:ZSVGesamt,STS-ZSVGesamt00000018,Aarau (AG): Theatertage,,,,,1996,,,,,00 (Allgemeines),,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000019,Adligenswil (LU): Festpiel,,,,,1991,07.09.1991,,Ein einzig Volk (Festspiel),S,"Scherer, Felix Paul","Scherer, Felix Paul",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000020,Adligenswil (LU): Theatergesellschaft,www.theater-adligenswil.ch,RZV,,,1991,27.04.1991,,De Meischterboxer,S,"Schwartz, Otto und Carl Mathern","Bünzli, Oskar",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000021,Adligenswil (LU): Theatergesellschaft,www.theater-adligenswil.ch,RZV,,,1992,09.05.1992,,Liebi mit Blächschade,S,"Gnant, Hans",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000022,Adliswil (ZH): Dramatischer Verein,www.theater-adliswil.ch,RVA,,,0 (1996),,,Festschrift zum 75-Jahre-Jubiläum (1921 - 1996),,00 (Allgemeines),,,,,,,,,,,,,,,,,,,,1,,
spa:ZSVGesamt,STS-ZSVGesamt00000023,Adliswil (ZH): Dramatischer Verein,www.theater-adliswil.ch,RVA,,,1946,26.10.1946,,Der heilige Held,S,"Arx, Cäsar von",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000024,Adliswil (ZH): Dramatischer Verein,www.theater-adliswil.ch,RVA,,,1947,01.01.1947,,Der Meisterboxer,S,"Schwartz, Otto und Carl Mathern",,,,,,,1,,,,,,,,,,,,,,,*Pressehinweis
spa:ZSVGesamt,STS-ZSVGesamt00000025,Adliswil (ZH): Dramatischer Verein,www.theater-adliswil.ch,RVA,,,1948,11.01.1948,,Verlorenes Glück,S,"Sieber, L.",,,,,,,1,,,,,,,,,,,,,,,*Pressehinweis
spa:ZSVGesamt,STS-ZSVGesamt00000026,Adliswil (ZH): Dramatischer Verein,www.theater-adliswil.ch,RVA,,,1949,30.01.1949,,Heidi,S,"Nater, Johs., nach Johanna Spyri",,,,,,,1,,,,,,,,,,,,,,,*Pressehinweis
spa:ZSVGesamt,STS-ZSVGesamt00000027,Adliswil (ZH): Dramatischer Verein,www.theater-adliswil.ch,RVA,,,1978,27.05.1978,,De Fall Nyffeschwander,S,"Peter, Arnold","Imfeld, Werner",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000028,Adliswil (ZH): Dramatischer Verein,www.theater-adliswil.ch,RVA,,,1979,01.01.1979,,S' Hotel-Gspängscht,S,"Burger, Robert
",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000029,Adliswil (ZH): Dramatischer Verein,www.theater-adliswil.ch,RVA,,,1980,01.01.1980,,S' Hörrohr,S,"Bunje, Karl; B: Arthur Brenner",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000030,Adliswil (ZH): Dramatischer Verein,www.theater-adliswil.ch,RVA,,,1982,17.04.1982,,Karriere,S,"Meyer, Jean
","Studer, Kurt",,,,,,1,,,,,,,,,,,,1,,,Hinweis in DVA-Nachrichten Juli 1982 / Charakterstuden der Rollen und Bühnenbild-Pläne
spa:ZSVGesamt,STS-ZSVGesamt00000031,Adliswil (ZH): Dramatischer Verein,www.theater-adliswil.ch,RVA,,,1985,23.04.1985,,Spuk im Schlössli,S,"Meyer, Jean
","Studer, Kurt",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000032,Adliswil (ZH): Dramatischer Verein,www.theater-adliswil.ch,RVA,,,1986,18.03.1986,,De Brütigam vo minere Frau,S,"Schwartz, Otto und Georg Lengbach; B: Carl Hirrlinger
","Studer, Kurt",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000033,Adliswil (ZH): Dramatischer Verein,www.theater-adliswil.ch,RVA,,,1996,03.05.1996,,Der Lügner und die Nonne,S,"Goetz, Curt; B: Judith Meyer","Weber, Peter",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000034,Adliswil (ZH): Jugend-Theater,,,,,1982,03.07.1982,,De stumm Gottlieb,S,"Freuler, Kaspar ","Bitterlin, Dany",,,,1,,1,,,,,,,,,,,,,,,* Streuzettel
spa:ZSVGesamt,STS-ZSVGesamt00000035,Adliswil (ZH): Jugend-Theater,,,,,1983,27.08.1983,,Ein Herr im falschen Haus,S,"Ecke, Wolfgang","Bitterlin, Dany und André Fischer",,,"zusammen mit ""Ganz eifach ä Familiä""",1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000036,Adliswil (ZH): Jugend-Theater,,,,,1984,05.10.1984,,Apropos Fernseh',K,00 (Diverse),"Tettamanti-Bitterlin, Dany",,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000037,Adliswil (ZH): Jugend-Theater,,,,,1985,20.09.1985,,Zyt für Zyt und CABARETime,K,00 (Diverse),"Tettamanti-Bitterlin, Dany",,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000038,Utzenstorf (BE): Theaterlüt vom Schache,,,,,1991,16.11.1991,,Wi d'Wahrheit würkt,S,"Corrodi, August; B: Fritz Klopfstein","Karlen, Jürg",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000039,Aesch (BL): Theatergruppe Aesch,www.theatergruppe-aesch.ch,NWS,,,1996,16.03.1996,,Das cha jo heiter wärde,S,"Klein, Fritz, nach Ulla Kling","Hauser, Armin",,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000040,Affoltern a.A. (ZH): Aemtler Bühne,www.aemtlerbuehne.ch,RVA ,,,1990,28.04.1990,,Der schwarze Hecht,Sm,"Burkhard, Paul; Text: Jürg Amstein nach Emil Sautter","Dubsky, Rupert",,,,1,,1,,,,,,,,,,,,,,,Plakatprogramm
spa:ZSVGesamt,STS-ZSVGesamt00000041,Affoltern a.A. (ZH): Aemtler Bühne,www.aemtlerbuehne.ch,RVA ,,,1991,05.04.1991,,En Volksfind,S,"Ibsen, Henrik; Ü: Thomas Stricker","Raeber, Yves",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000042,Arisdorf (BL): Theatermühle,www.theatermuehle.ch,NWS,,,1990,09.06.1990,,"Zieh den Stecker raus, das Wasser kocht",S,"Kishon, Ephraim","Schmid, Beat",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000043,Arisdorf (BL): Theatermühle,www.theatermuehle.ch,NWS,,,1991,01.06.1991,,Der Drache,S,"Schwarz, Jewgenij","Steiner, Annelies und Rosmarie Roost",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000044,Arisdorf (BL): Theatermühle,www.theatermuehle.ch,NWS,,,1992,22.05.1992,,Einen Jux will er sich machen,S,"Nestroy, Johann Nepomuk","Klaus, Heini",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000045,Arisdorf (BL): Theatermühle,www.theatermuehle.ch,NWS,,,1994,04.06.1994,,"Hansjoggeli, der Erbvetter",S,"Gfeller, Simon; nach Jeremias Gotthelf","Kilchenmann, Hans",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000046,Arisdorf (BL): Theatermühle,www.theatermuehle.ch,NWS,,,1996,31.05.1996,,"Die zwölf Geschworenen (""Twelve angry men"")",S,"Rose, Reginald und Horst Budjuhn","Hochuli, Helen und Beat Schmid",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000047,Arth (SZ): Georgsbühne,www.georgsbuehne.ch,RZV,,,1983,21.01.1983,,S Verlägeheitschind,,"Streicher, Franz","Loser, Peter",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000048,Arth (SZ): Georgsbühne,www.georgsbuehne.ch,RZV,,,1985,25.01.1985,,E verzwickti Hushaltig,S,"Brenner, Arthur","Steiner, Peter",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000049,Arth (SZ): Georgsbühne,www.georgsbuehne.ch,RZV,,,1986,17.01.1986,,Galgevögel,S,"Gutmann, Werner","Steiner, Peter",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000050,Arth (SZ): Theatergesellschaft,,,,,0 (1941-83),,,PA über Vereinsgeschichte und Theater-Umbau,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,1941: Presseausschnitt über Vereinsgeschichte / 1983: Presseausschnitt über Theater-Umbau
spa:ZSVGesamt,STS-ZSVGesamt00000051,Arth (SZ): Theatergesellschaft,,,,,1936,19.01.1936,,Gemma von Arth,S,"Bornhauser, Thomas",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000052,Arth (SZ): Theatergesellschaft,,,,,1939,15.01.1939,,Bajazzo und Familie,S,"d'Ennery, und Marc-Fournier",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000053,Arth (SZ): Theatergesellschaft,,,,,1943,17.01.1943,,Tapfer und trü,S,"Holdener, Joseph",,,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000054,Arth (SZ): Theatergesellschaft,,,,,1945,07.01.1945,,"Muttersegen oder ""Die Perle von Savoyen""",S,"Friedrich, W.",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000055,Arth (SZ): Theatergesellschaft,,,,,1946,27.01.1946,,Johannisnacht,S,"Holdener, Joseph",,,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000056,Arth (SZ): Theatergesellschaft,,,,,1946,27.10.1946,,Dr Wittlig,S,"Zimmermann, Andreas",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000057,Arth (SZ): Theatergesellschaft,,,,,1947,05.01.1947,,Der fidele Bauer,Ot,"Fall, Leo",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000058,Arth (SZ): Theatergesellschaft,,,,,1948,04.01.1948,,s'Liesel von Stein,S,"Burau, Friedrich; Musik: P.J. Dietrich",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000059,Arth (SZ): Theatergesellschaft,,,,,1950,08.01.1950,,Gemma von Arth,S,"Bornhauser, Thomas",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000060,Arth (SZ): Theatergesellschaft,,,,,1950,31.12.1950,,Das Dreimäderlhaus,Ot,"Berté, Heinrich, nach Franz Schubert",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000061,Arth (SZ): Theatergesellschaft,,,,,1952,13.01.1952,,Die Försterchristel,Ot,"Jarno, Georg",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000062,Arth (SZ): Theatergesellschaft,,,,,1952,09.07.1952,,Der verlorene Sohn,S,"Schell, Hermann Ferdinand",,,,Freilichtaufführung,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000063,Arth (SZ): Theatergesellschaft,,,,,1954,10.01.1954,,Der Verschwender,S,"Raimund, Ferdinand",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000064,Arth (SZ): Theatergesellschaft,,,,,1955,09.01.1955,,Barbara fällt vom Himmel,Ot,"Stärk, Wilhelm",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000065,Arth (SZ): Theatergesellschaft,,,,,1956,08.01.1956,,Der fidele Bauer,Ot,"Fall, Leo",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000066,Arth (SZ): Theatergesellschaft,,,,,1957,06.01.1957,,Lumpazivagabundus,S,"Nestroy, Johann Nepomuk",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000067,Arth (SZ): Theatergesellschaft,,,,,1968,07.01.1968,,Der Vogelhändler,Ot,"Zeller, Carl ; Text M. West und L. Held",,,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000068,Arth (SZ): Theatergesellschaft,,,,,1973,14.01.1973,,Die gold'ne Meisterin,Ot,"Eysler, Edmund",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000069,Arth (SZ): Theatergesellschaft,,,,,1976,11.01.1976,,Die lustige Witwe,Ot,"Lehàr, Franz",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000070,Arth (SZ): Theatergesellschaft,,,,,1982,10.01.1982,,Der Zarewitsch,Ot,"Lehàr, Franz",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000071,Arth (SZ): Theatergesellschaft,,,,,1984,08.01.1984,,Saison in Salzburg,Ot,"Raymond, Fred",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000072,Arth (SZ): Theatergesellschaft,,,,,1985,13.01.1985,,Polenblut,Ot,"Nedbal, Oskar",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000073,Arth (SZ): Theatergesellschaft,,,,,1986,,,Bericht über Hauptversammlung,,00 (Allgemeines),,,,,,,1,,,,,,,,,,,,,,,* Bericht über Hauptversammlung
spa:ZSVGesamt,STS-ZSVGesamt00000074,Arth (SZ): Theatergesellschaft,,,,,1987,11.01.1987,,Die gold'ne Meisterin,Ot,"Eysler, Edmund",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000075,Arth (SZ): Theatergesellschaft,,,,,1988,10.01.1988,,Der Vogelhändler,Ot,"Zeller, Carl",,,,,,,1,,,,,,,,,,,,,,,* Vorschau 
spa:ZSVGesamt,STS-ZSVGesamt00000076,Arth (SZ): Theatergesellschaft,,,,,1989,07.01.1989,,Gräfin Mariza,Ot,"Kalman, Emmerich",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000077,Arth (SZ): Theatergesellschaft,,,,,1990,13.01.1990,,Die Fledermaus,Ot,"Strauss, Johann",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000078,Arth (SZ): Theatergesellschaft,,,,,1992,11.01.1992,,Frühjahrsparade,Ot,"Stolz, Robert",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000079,Arth (SZ): Theatergesellschaft,,,,,1993,09.01.1993,,Der Bettelstudent,Ot,"Millöcker, Carl",,,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000080,Arth (SZ): Theatergesellschaft,,,,,1994,08.01.1994,,Clivia,Ot,"Dostal, Nico",,,,,1,,1,,,,,,,,,,,,,,,* zusätzlich Bericht über Hauptversammlung 1994
spa:ZSVGesamt,STS-ZSVGesamt00000081,Arth (SZ): Theatergesellschaft,,,,,1995,14.01.1995,,Saison in Salzburg,Ot,"Raymond, Fred",,,,,,,1,,,,,,,,,,,,,,,* zusätzlich Interview mit Regisseur Jochen Speer
spa:ZSVGesamt,STS-ZSVGesamt00000082,Arth (SZ): Theatergesellschaft,,,,,1996,13.01.1996,,Frau Luna,Ot,"Lincke, Paul","Speer, Jochen",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000083,Attinghausen (UR): Theatergruppe Jugendtreffpunkt,,,,,1986,15.11.1986,,D'r Vater isch d'r Grescht,S,"Meyer, Jean",,,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000084,Baar (ZG): Theatergesellschaft,www.theatergesellschaft-baar.ch,RZV,,,1949,31.12.1949,,Die gold'ne Meisterin,Ot,"Eysler, Edmund","Meyer, Myran",,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000085,Baar (ZG): Theatergesellschaft,www.theatergesellschaft-baar.ch,RZV,,,1950,08.01.1950,,Die Försterchristl,Ot,"Jarno, Georg","Meyer, Myran",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000086,Baar (ZG): Theatergesellschaft,www.theatergesellschaft-baar.ch,RZV,,,1960,17.01.1960,,Der schwarze Hecht,Ot,"Burkhard, Paul; Text: Jürg Amstein, nach Emil Sautter","Spörri, Reinhard",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000087,Baar (ZG): Theatergesellschaft,www.theatergesellschaft-baar.ch,RZV,,,1962,02.02.1965,,Die kleine Niederdorfoper,Sm,"Burkhard, Paul; Text: Walter Lesch","Spörri, Reinhard",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000088,Baar (ZG): Theatergesellschaft,www.theatergesellschaft-baar.ch,RZV,,,1982,06.05.1982,,Erinnern Sie sich noch?,S,OO (Diverse),,,,,,,1,,,,,,,,,,,,,,,Programm zum 101. Jubiläum
spa:ZSVGesamt,STS-ZSVGesamt00000089,Baar (ZG): Theatergesellschaft,www.theatergesellschaft-baar.ch,RZV,,,1993,09.11.1993,,Lumpazivagabundus,S,"Nestroy, Johann Nepomuk","Krupanszky, Katja",,,,1,,1,,,,,,,,,,,,,,,mit allgemeinen Angaben über Gruppe
spa:ZSVGesamt,STS-ZSVGesamt00000090,Baar (ZG): Theatergesellschaft,www.theatergesellschaft-baar.ch,RZV,,,1995,08.09.1995,,De Giizhals,S,"Molière, Jean Baptiste; B: Joseph Scheidegger","Züsli, Peter",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000091,Baar (ZG): Volksbühne,www.volksbuehne-baar.ch,RZV,,,1994,25.02.1994,,Hoppla - Frau Marquart,S,"Cooney, Ray und John Chapman","Speri, Emilio",,,,1,,1,,,,,,,,,,,,,,,z.T. mit allgemeinen Angaben über die Gruppe
spa:ZSVGesamt,STS-ZSVGesamt00000092,Bachenbülach (ZH): Cheernagel Büüni ,www.beachtli.ch/cheernagel,RVA,,,1982,26.03.1982,,"Was mer hät, hät mer",S,"Asmus, Erhard; B: Carl Hirrlinger","Badertscher, H.",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000093,Bachenbülach (ZH): Cheernagel Büüni ,www.beachtli.ch/cheernagel,RVA,,,1985,08.03.1985,,Sprung in die Ehe,S,"Reimann, Max und Otto Schwartz; B: C. Hirlinger","Blaser, Urs",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000094,Bachenbülach (ZH): Cheernagel Büüni ,www.beachtli.ch/cheernagel,RVA,,,1996,22.03.1996,,Blitzliecht & Hüehnerdräck,S,"Marriott, Anthony und Alistair Foot; B: Andreas Fischer","Fischer, Andreas",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000095,Baden (AG): Seniorentheaterfestival,,,,,1992,,,1. Seniorentheaterfestival,,00 (Allgemeines),,,,,1,,1,,,,,,,,,,,,,,,zusätzlich Anstecknadel
spa:ZSVGesamt,STS-ZSVGesamt00000096,Ballenberg (BE): Landschaftstheater,,BGVT,,,1993,14.07.1993,,Katharina Knie,S,"Zuckmayer, Carl; B: Hansjörg Schneider","Naef, Louis",,,Freilichtaufführung,1,,1,,,,,,,,,,,,,,,zusätzlich Streuzettel und Eintrittskarten 
spa:ZSVGesamt,STS-ZSVGesamt00000097,Ballenberg (BE): Landschaftstheater,,BGVT,,,1995,12.07.1995,,"Peter Gynt (""Peer Gynt"")",S,"Schneider, Hansjörg, nach Henrik Ibsen","Naef, Louis",,,Freilichtaufführung,1,,1,1,,,,,,,,,,,,,,zusätzlich Streuzettel  
spa:ZSVGesamt,STS-ZSVGesamt00000098,Ballwil (LU): Jugendverein,,,,,1985,16.11.1985,,De Giger vo Gersau,S,"Muff, Jakob",,,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000099,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1953,07.11.1953,,"Zäh Tag Gratisferie (nach ""Drei Männer im Schnee"")",S,"Kästner, Erich: B: Max Schmid und Leo Seidl","Bürgler, Erich",,,,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000100,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1957,31.01.1957,,Eidgenoss Krättli,S,"Villiger, Josef","Keller, Tony",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000101,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1958,05.11.1958,,Das entweihte Haus,S,"Naderer, Hans","Keller, Tony",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000102,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1960,22.10.1960,,Man ist nur 2x jung,S,"Beer, Otto und Peter Preses","Keller, Tony",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000103,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1961,03.11.1961,,Johrmärt,S,"Villiger, Josef","Keller, Tony",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000104,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1963,22.11.1963,,Eine vo ihne,S,"Winistörfer, Paul","Winistörfer, Paul",,,Uraufführung,,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000105,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1967,30.11.1967,,"Zäh Tag Gratisferie (nach ""Drei Männer im Schnee"")",S,"Kästner, Erich; B: Max Schild und Leo Seidel","Winistörfer, Paul",,,,1,,,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000106,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1969,28.01.1969,,Niemerem säge,S,"Peter, Arnold ","Winistörfer, Paul",,,"zusammen mit ""Ein Inspektor kommt""",1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000107,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1969,28.01.1969,,"Ein Inspektor kommt (""An Inspector Calls"")",S,"Priestley, John B.; B: Josef Aebi-Zryd ","Winistörfer, Paul",,,"zusammen mit ""Niemerem säge!""",1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000108,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1969,14.11.1969,,"Hallo, ein Hippie!",S,"Winistörfer, Paul ","Winistörfer, Paul",,,,1,,1,,,,,,,,,,,,,,,
spa:ZSVGesamt,STS-ZSVGesamt00000109,Balsthal (SO): Dram.-Lit. Gesellschaft,,NWS,,,1970,20.11.1970,,D' Falle,S,"Thomas, Robert; Ü: J. Aebi-Zryd","Aebi-Zryd, Josef und Alois Studer",,,,1,,,,,,,,,,,,,,,,,
