owl:Class,dct:identifier,spa:accessionNumber,ex:SignaturAlt_CabaretArchiv,schema:name,schema:genre,schema:author,eclap:director,schema:performer,schema:productionCompany,ex:Jahr,ex:Referenz,schema:duration,schema:comment,ex:Anzahl,ex:Lieferant,ex:Schlagwort,ex:Art
spa:Audio,STS-Audio00000052,CD 036,,"Herr Puntila und sein Knecht Matti (11.Bild, Herr Puntila und sein Knecht Matti besteigen den Hatelmaberg)Harenberg ",S,"Brecht, Bertolt",,"Curt Bois, Charles Brauer",,,,0:09:25,Harenberg Schauspielführer  (zu Sign.:  1.3: 39),,Haupt,,
spa:Audio,STS-Audio00000053,CD 037,,"Dantons Tod (1. Akt, 6. Szene)",S,"Büchner, Georg",R: Oscar Fritz Schuh,"Bernhard Minetti, Rolf Boysen",Deutsches Schauspielhaus Hamburg,,,0:05:15,Harenberg Schauspielführer CD 2,,Haupt,,
spa:Audio,STS-Audio00000054,CD 037,,"Dantons Tod. Rede des St. Just (2. Akt, 7. Szene)",S,"Büchner, Georg",R: Oscar Fritz Schuh,Will Quadflieg,Deutsches Schauspielhaus Hamburg,,,0:04:22,Harenberg Schauspielführer 1 (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000055,CD 037,,Woyzeck. Märchen der Grossmutter,S,"Büchner, Georg",,Tilla Durieux,,,,0:01:24,Harenberg Schauspielführer 1 (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000056,CD 037,,Die geliebte Stimme,S,"Cocteau, Jean",R: Tom Toelle,Hildegard Knef,,,,0:31:37,Harenberg Schauspielführer 1 (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000057,CD 037,,"Die Cocktail-Party. 1.Akt, 1.Szene",S,"Eliot, Thomas Stearns",R: Gustav Gründgens,"Günther Lüders, Gustaf Gründgens",Düsseldorfer Schauspielhaus,1950,,0:04:22,Harenberg Schauspielführer 1 (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000058,CD 037,,Der Besuch der alten Dame. Erste Waldszene ,S,"Dürrenmatt, Friedrich",,"Therese Giehse, Friedrich Dürrenmatt",,,,0:04:22,Harenberg Schauspielführer 1 (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000059,CD 037,,Medea. Monolg,S,Euripides,,Maria Wimmer,,,,0:04:55,Harenberg Schauspielführer 1 (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000060,CD 038,,Stella,S,"Goethe, Johann Wolfgang von",R: Rudolf Steinboeck,"Aglaja Schmid, Will Quadflieg, Paula Wessely, Renate Bernhard",Schauspielhaus Hamburg,1965,,0:05:00,Harenberg Schauspielführer    ,,Haupt,,
spa:Audio,STS-Audio00000061,CD 038,,Iphigenie auf Tauris,S,"Goethe, Johann Wolfgang von",R: Leopold Lindtberg,"Maria Becker, Ewald Balser, Will Quadflieg, Rolf Henniger, Heinz Moog",Salzburger Festspiele,1975,,0:09:21,Harenberg Schauspielführer  (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000062,CD 038,,"Torquato Tasso. 2. Aufzug, 1. Auftritt. Monolog der Prinzessin Leonore",S,"Goethe, Johann Wolfgang von",,Maria Wimmer,,,,0:03:10,Harenberg Schauspielführer  (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000063,CD 038,,Faust 1. 1: Nacht (Faust-Monolog); 2: Studierzimmer; 3: Strasse; 4: Gretchens Stube; 5: Kerker,S,"Goethe, Johann Wolfgang von",R: Gustav Gründgens,"Paul Hartmann, Käthe Gold, Gustaf Gründgens",Düsseldorfer Schauspielhaus,1952,,0:28:18,Harenberg Schauspielführer  (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000064,CD 038,,Faust 2. 1: 1. Bild (Kaiserliche Pfalz/Thronsaal); 2: 8. Bild (Laboratorium); 3: 17. Bild (Grosser Vorhof des Palastes),S,"Goethe, Johann Wolfgang von",R: Gustav Gründgens,"Friedrich Georg Beckhaus, Rudolf Dobersch, Gerhard Bünte, Kurt Langanke, Fritz Wagner, Benno Gellenbeck, Eduard Marks, Gustaf Gründgens, Will Quadflieg
",Deutsches Schauspielhaus Hamburg,1958,,0:14:59,Harenberg Schauspielführer  (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000065,CD 038,,"Bluthochzeit. 1. Bild, Szenenausschnitt",S,"Garcia Lorca, Federico",,"Hermine Körner, Wilhelm Borchert",,,,0:06:03,Harenberg Schauspielführer  CD 4 (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000066,CD 038,,"Der Trojanische Krieg findet nicht statt. 2. Akt, 5. Szene. Totenrede des Hektor",S,"Giraudoux, Jean",,Erich Schellow,,,,0:04:15,Harenberg Schauspielführer  CD 4 (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000067,CD 038,,Die Irre von Chaillot. Dialog aus dem 2. Akt,S,"Giraudoux, Jean",,"Tilla Durieux, Nobert Langer",,,,0:05:26,Harenberg Schauspielführer  CD 4 (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000068,CD 039,,"Der Revisor. 3.Akt, 6. Szene",S,"Gogol, Nikolai",,"Curt Bois, Angela Schmid",,,,0:10:55,Harenberg Schauspielführer  (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000069,CD 039,,Diener zweier Herren. Truffaldinos Traum vom Essen,S,"Goldoni, Carlo",,Rolf Ludwig,Berliner Volksbühne,,,0:02:17,Harenberg Schauspielführer  (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000070,CD 039,,"Medea. Das goldene Vlies, Teil III. 1. Aufzug",S,"Grillparzer, Franz",,"Heinz Moog, Sonja Sutter, Fred Liewehr, Martha Wallner",,,,0:08:57,Harenberg Schauspielführer  (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000071,CD 039,,"König Ottokars Glück und Ende. 3.Akt, 5.Bild",S,"Grillparzer, Franz",,"Ewald Balser, Attila Hörbiger, Albin Skoda, Raoul Aslan",Burgtheater Wien,1955,,0:20:16,Harenberg Schauspielführer  (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000072,CD 039,,Des Meeres und der Liebe Wellen. 1. Aufzug. Monolog der Hero,S,"Grillparzer, Franz",,Käthe Gold,,,,0:03:12,Harenberg Schauspielführer  (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000073,CD 039,,"Ein Gespräch im Hause Stein.1. Akt, Szenenausschnitt ",S,"Hacks, Peter",R: Boy Gobert,Nicole Heesters,,,,0:03:45,Harenberg Schauspielführer  (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000074,CD 039,,"Ein Gespräch im Hause Stein.3. Akt, Szenenausschnitt ",S,"Hacks, Peter",R: Boy Gobert,Nicole Heesters,,,,0:08:32,Harenberg Schauspielführer  (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000075,CD 039,,Der Biberpelz. 2. Akt,S,"Hauptmann, Gerhart",,"Theo Lingen, Herbert Weissbach, Otto Czarski, Reinhold Bernt, Eduard Wandrey, Lucie Mannheim",,,,0:12:42,Harenberg Schauspielführer  (zu Sign.:  ,,Haupt,,
spa:Audio,STS-Audio00000076,CD 040,,"Oliver. Book, lyrics and music: Lionel Bart. Based on the Novel ""Oliver Twist"" by Charles Dickens  (1. Overture & Food, Glorious Food 2. Oliver 3. Boy for sale 4. Where is Love 5. Consider Yourself 6. Pick a pocket or two 7. I'd do anything 8. Be back soon 9. Oom-Pah-pah 10. As long as he needs me 11.Who will buy? 12. Reviewing the situation 13. Finale)",Mu,"Bart, Lionel",,"Josephine Barstow, Julian Forsyth, Sheila Hancock, Stuart Kale, Richard South, Irfan Ahmad",,1994,,0:44:45,CD-Beilage zu The Musicals Collection Heft 8/1995: STS Z 2: 8,1,Weltbild Verl.,,
spa:Audio,STS-Audio00000077,CD 041,,"Michael Kramer. 2. Akt, Dialog",S,"Hauptmann, Gerhart",,"Walter Franck, Klaus Kammer",,,,0:08:15,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000078,CD 041,,"Maria Magdalena.1.Akt, 5. Szene, Dialog",S,"Hebbel, Friedrich",,"Heinrich George, Gustaf Gründgens",,,,0:12:02,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000079,CD 041,,"Herodes und Mariamne.5.Akt,6.Szene. Dialog der Marianne",S,"Hebbel, Friedrich",,Maria Wimmer,,,,0:05:12,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000080,CD 041,,Der Stellvertreter.5.Akt. 2. Szene. Ausschwitz oder die Frage nach Gott,S,"Hochhuth, Rolf",,"Hannes Messemer, Michael Degen",,,,0:19:34,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000081,CD 041,,Der Tor und der Tod. Szenenausschnitt,S,"Hofmannsthal, Hugo von",,"Alma Seidler, Walter Reyer, Albin Skoda",,,,0:03:48,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000082,CD 041,,Jedermann. Das Spiel vom Sterben des reichen Mannes,S,"Hofmannsthal, Hugo von",R: Ernst Lothar,"Will Quadflieg, Fritz Imhoff, Kurt Sowinetz, Erich Auer, Martha Wallner, Ernst Deutsch",Salzburger Festspiele,1958,,0:07:53,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000083,CD 041,,"Der Schwierige.2.Akt, 13.Szene", S,"Hofmannsthal, Hugo von",,"Boy Gobert, Aglaja Schmid",,,,0:05:34,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000084,CD 041,,"Nora oder Ein Puppenheim. 1.Akt, Szene Nora-Frau Linde",S,"Ibsen, Henrik",,"Gisela Uhlen, Gisela May",,,,0:05:29,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000085,CD 041,,"Gespenster.1.Akt, Szenenausschnitt",S,"Ibsen, Henrik",,"Hermine Körner, Robert Tauber",,,,0:03:43,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000086,CD 042,,Geliebter Lügner. Ausschnitt,S,"Kilty, Jerome",,"Elisabeth Bergner, O.E. Hase",,,,0:15:14,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000087,CD 042,,In der Sache J. Robert Oppenheimer. Ausschnitte aus der Befragung vor dem Sicherheitsausschluss,S,"Kipphardt, Heinar",R: Paul Verhoeven,"Herbert S. Marks, Siegfried Lowitz, Peter Paul",Kammerspiele München ,,,0:04:50,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000088,CD 042,,In der Sache J. Robert Oppenheimer. Plädoyer Roger Robb,S,"Kipphardt, Heinar",R: Paul Verhoeven,"Herbert S. Marks, Siegfried Lowitz, Horst Tappert, Joachim Teege",Kammerspiele München,,,0:09:50,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000089,CD 042,,In der Sache J. Robert Oppenheimer. Schlusswort,S,"Kipphardt, Heinar",R: Paul Verhoeven,Peter Lühr,Kammerspiele München,,,0:04:01,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000090,CD 042,,Der zerbrochene Krug. 1. Auftritt: die Gerichtsstube,S,"Kleist, Heinrich von",,"Günther Lüders, Walter Richter",,,,0:07:14,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000091,CD 042,,Der zerbrochene Krug. 7. Auftritt (Szenenausschnitt),S,"Kleist, Heinrich von",,"Emil Jannings, Friedrich Kayssler, Max Gülstorff, Lina Carstens, Paul Dahlke, Gustav Ucicky",,,,0:03:26,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000092,CD 042,,"Prinz Friedrich von Homburg. 3.Akt, 4.-5. Szene. Bei der Kurfürstin",S,"Kleist, Heinrich von",,"Käthe Haack, Liselotte Hau, Ernst Ginsberg",,,,0:06:25,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000093,CD 042,,Prinz Friedrich von Homburg. 4. Akt. 1. Szene. Natalie beim Kurfürsten,S,"Kleist, Heinrich von",,"Mathias Wieman, Liselotte Hau, Ernst Ginsberg",,,,0:05:42,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000094,CD 042,,"Prinz Friedrich von Homburg. 5. Akt, 7.-9. Szene; 6. Akt, 9.-11. Szene",S,"Kleist, Heinrich von",R: Peter Stein; Dra: Botho Strauss ,"Bruno Ganz, Jutta Lampe, Peter Lühr, Ensemble der Schaubühne Berlin",,,,0:14:15,Cd zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000095,CD 043,,"Amphitryon.2.Akt, 4.-5. Szene",S,"Kleist, Heinrich von",,"Elfriede Kuzmany, Maria Becker, Will Quadflieg",,,,0:15:48,Cd 7 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000096,CD 043,,"Die letzten Tage der Menschheit. 1. Akt, 1. Szene ",S,"Kraus,  Karl",,Helmut Qualtinger,,,,0:05:40,Cd 7 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000097,CD 043,,"Minna von Barnhelm. 4. Aufzug, 6. Auftritt",S,"Lessing, Gotthold Ephraim ",,"Ernst Deutsch, Franz Schafheitlein, Verena Wiet, Käthe Haack, Siegmar Schneider, Hans Hessling, Karl Heinz Stroux",,,,0:04:38,Cd 7 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000098,CD 043,,"Nathan der Weise. 4. Aufzug, 3.-7. Auftritt",S,"Lessing, Gotthold Ephraim ",,"Ernst Deutsch, Franz Schafheitlein, Verena Wiet, Käthe Haack, Siegmar Schneider, Hans Hessling, Karl Heinz Stroux",,,,0:14:52,Cd 7 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000099,CD 043,,"Tod eines Handelsreisender. 1. Akt, Szenenausschnitt",S,"Miller, Arthur",,"Erich Ponto, Mila Kopp",,,,0:06:45,Cd 7 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000100,CD 043,,"Don Juan oder Der steinerne Gast. 3. Akt, 1. Szene",S,"Molière, Jean-Baptiste Poquelin dit",,"Curt Bois, Charles Brauer",,,,0:05:15,Cd 7 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000101,CD 043,,Der eingebildete Kranke.,S,"Molière, Jean-Baptiste Poquelin dit",,Curt Bois,,,,0:04:31,Cd 7 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000102,CD 043,,"Der eingebildete Kranke. 3. Akt, 11.-14. Auftritt",S,"Molière, Jean-Baptiste Poquelin dit",,"Ernst Ginsberg, Anneliese Stöckl, Evelyn Balser, Fritz Suppan, Blanche Aubry, Werner Hausmann",,,,0:05:43,Cd 7 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000103,CD 043,,"Einen Jux will er sich machen. 1. Akt, Szenenausschnitt",S,"Nestroy, Johann",,"JosefMeinrad, Inge Konradi, Richard Eybner",,,,0:12:03,Cd 7 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000104,CD 044,,Der böse Geist Lumpazivagabundus. 3. Akt.,S,"Nestroy, Johann",Mu: Adolf Müller,"Fred Liewehr, Grete Zimmer, Käthe Gold, Fritz Muliar, Heinz Conrads, Erich Auer, Hans Thimig, Christaine Hörbiger, Marianne Schönauer, Friedl Jary, ",,,,0:21:33,Cd 8 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000105,CD 044,,Seid nett zu Mr. Sloane. 3. Akt. Szenenausschnitt,S,"Orton, Joe",R: Hans Lietzau,"Uwe Friedrichsen, Ruth Hausmeister, Ullrich Haupt, Hans Ulrich",Deutsches Schauspielhaus Hamburg,1964,,0:12:38,Cd 8 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000106,CD 044,,"Heinrich IV. 2. Akt, Monolog Heinrichs IV",S,"Pirandello, Luigi",,Boy Gobert,Deutsches Schauspielhaus Hamburg,1964,,0:14:15,Cd 8 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000107,CD 044,,"Der Herr Karl. Monolog in einem Akt, Anfang ",S,"Qualtinger, Helmut ; Merz, Carl",,Helmut Qualtinger,,,,0:11:54,Cd 8 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000108,CD 044,,"Phädra. 4. Aufzug, 5.-6. Auftritt. Monolog der Phädra",S,"Racine, Jean",,Maria Wimmer,,,,0:04:45,Cd 8 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000109,CD 044,,Das Mädchen aus der Feenwelt oder Der Bauer als Millionär,S,"Raimund, Ferdinand",,"Alma Seidler, Hermann Thiming",,,,0:02:55,Cd 8 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000110,CD 044,,Der Alpenkönig und der Menschenfeind. Auftritt und Lied des Rappelkopf,S,"Raimund, Ferdinand",,Hermann Thimig,,,,0:03:36,Cd 8 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000111,CD 044,,Der Verschwender. Schlusszene,S,"Raimund, Ferdinand",ML: Norbert Pawlicki,"Fred Liewehr, Walter Berry, Marianne Schönauer, Josef Meinrad, Inge Konradi, Friedl Jary",,,,0:06:51,Cd 8 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000112,CD 045,,"Die Fliegen. 1. Akt, 5. Szene",S,"Sartre, Jean-Paul",,"Elisabeth Flickenschildt, Fritz von Friedl",,,,0:13:38,Cd 8 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000113,CD 045,,"Die Räuber. 1. Aufzug, 2. Szene",S,"Schiller, Friedrich von",R: Hans Lietzau; Mu: Heinz Friedrich Hartig,"Helmut Griem, Nikolaus Paryla, Hans Michael Rehberg, Roland Teubner, Wolf Redl, Jochen Striebeck, Jürgen Arndt, Peter Fricke",Residenztheater München,,,0:12:12,Cd 8 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000114,CD 045,,"Die Räuber. 5. Aufzug, 1. Szene",S,"Schiller, Friedrich von",,"Martin Benrath, Friedrich Maurer, Karl Striebeck, Hans Michael Rehberg, Roland Teubner",,,,0:09:27,Cd 8 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000115,CD 045,,"Kabale und Liebe. 5. Akt, 6/7 u. letzte Szene",S,"Schiller, Friedrich von",R: Ernst Lothar,"Walter Franck, Will Quadflieg, Ewald Balser, Maria Schell, Bruno Hübner",Salzburger Festspiele,1955,,0:09:23,Cd 8 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000116,CD 045,,"Don Carlos. Infant von Spanien. 3. Aufzug, 5. Auftritt. Monolog des Philipp ",S,"Schiller, Friedrich von",,Ernst Deutsch,,,,0:02:16,Cd 8 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000117,CD 045,,"Don Carlos. Infant von Spanien. 3. Aufzug, 10. Auftritt. Dialog",S,"Schiller, Friedrich von",,"Ernst Deutsch, Fred Liewehr",,,,0:08:10,Cd 9 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000118,CD 045,,"Wallensteins Tod. 1. Aufzug, 7. Auftritt",S,"Schiller, Friedrich von",,"Werner Krauss, Hermine Körner",,,,0:06:25,Cd 9 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000119,CD 045,,"Maria Stuart. 3. Aufzug, 4. Auftritt",S,"Schiller, Friedrich von",,"Maria Becker, Joana Maria Gorvin, Karl Blühm, Hermann Thimig",,,,0:13:39,Cd 9 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000120,CD 046,,"Wilhelm Tell. 4. Akt, 3. Szene. Monolog des Tell",S,"Schiller, Friedrich von",,Ludwig Wüllner,,,,0:04:38,Cd 10 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000121,CD 046,,Liebelei. Szenenausschnitte 2. u. 3. Akt,S,"Schnitzler, Arthur",,"Hans Moser, Adrienne Gessner, Inge Konradi, Helli Servi, Josef Meinrad",,,,0:20:11,Cd 10 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000122,CD 046,,Reigen. Szene 1. Die Dirne und der Soldat,S,"Schnitzler, Arthur",R: Gustav Manker,"Hilde Sochor, Helmut Qualtinger",,,,0:03:44,Cd 10 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000123,CD 046,,Reigen. SzeneVII. Das süsse Mädel und der Dichter,S,"Schnitzler, Arthur",R: Gustav Manker,"Christiane Hörbiger, Helmut Lohner",,,,0:12:36,Cd 10 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000124,CD 046,,Der Weibsteufel. Szene aus dem 4. Akt,S,"Schönherr, Karl",,"Leopold Rudolf, Martha Wallner, Walther Reyer",,,,0:05:57,Cd 10 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000125,CD 046,,"Der Raub der Sabinerinnen. 1. Akt, Dialog",S,"Schönthan, Paul von ; Schönthan, Franz von",,"Fritz Muliar, Ernst Waldbrunn",,,,0:12:54,Cd 10 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000126,CD 046,,Der Raub der Sabinerinnen. Monolog des Striese,S,"Schönthan, Paul von ; Schönthan, Franz von",,Fritz Muliar,,,,0:01:30,Cd 10 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000127,CD 046,,Das Glas Wasser. Dialog ,S,"Scribe, Eugène",,"Boy Gobert, Friedel Schuster",,,,0:05:38,Cd 10 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000128,CD 046,,Das Glas Wasser. Szene frei nach Eugène Scribe von Helmut Käutner ,S,"Scribe, Eugène (Käutner, Helmut)",,"Gustaf Gründgens, Sabine Sinjen, Liselotte Pulver ",,,,0:04:19,Cd 10 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000129,CD 046,,"König Richard II. 5. Aufzug, 4. Auftritt. Monolog Richards II",S,"Shakespeare, William",,Will Quadflieg,,,,0:04:20,Cd 10 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000130,CD 047,,"König Richard III. 4. Aufzug, 4. Szene. ",S,"Shakespeare, William",,"Gert Voss, Kirsten Dene, Klaus Peymann",Wien : Burgtheater,,,0:09:30,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000131,CD 047,,"Der Widerspenstigen Zähmung. 5. Aufzug, 2. Auftritt. Monolog der Katharina",S,"Shakespeare, William",,Maria Wimmer,,,,0:02:38,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000132,CD 047,,"Romeo und Julia. 2. Aufzug, 2. Szene (Ausschnitt)",S,"Shakespeare, William",,"Will Quadflieg, Käthe Gold",,,,0:07:20,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000133,CD 047,,"Wie es euch gefällt. 2. Aufzug, 7. Szene. Monolog des Jacques",S,"Shakespeare, William",,Boy Gobert,,,,0:02:18,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000134,CD 047,,"Der Kaufmann von Venedig. 3. Aufzug, 1. Auftritt",S,"Shakespeare, William",,Ernst Deutsch,,,,0:01:55,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000135,CD 047,,"Hamlet. 3. Aufzug, 1. Szene. Monolog des Hamlet",S,"Shakespeare, William",,Josef Kainz,,,,0:03:50,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000136,CD 047,,"Hamlet. 4. Aufzug, 1. Szene. (Ausschnitt) ",S,"Shakespeare, William",R: Gustav Gründgens,"Hermann Schomberg, Marianne Hoppe",Deutsches Schauspielhaus Hamburg,1963,,0:02:28,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000137,CD 047,,"Othello. 5. Aufzug, 2. Szene (Ausschnitt)",S,"Shakespeare, William",,"Will Quadflieg, Margaret Jacobs",Deutsches Schauspielhaus Hamburg,1963,,0:04:29,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000138,CD 047,,"Macbeth. 1. Aufzug, 5. Auftritt. Monolog der Lady Macbeth",S,"Shakespeare, William",,Maria Wimmer,Deutsches Schauspielhaus Hamburg,1963,,0:03:17,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000139,CD 047,,Der Sturm. 5. Akt. Schlussmonolog des Prospero,S,"Shakespeare, William",R: Dieter Dorn,Thomas Holtzmann,Kammerspiele München,1994,,0:01:37,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000140,CD 047,,König Oedipus. Schlusszene mit Oedipus-Abschied,S,Sophokles,,Erich Schellow,,,,0:09:46,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000141,CD 047,,"Der Snob. 1. Aufzug, Dialog",S,"Sternheim, Carl",,"Boy Gobert, Friedel Schuster",,,,0:09:18,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000142,CD 047,,Gross und Klein,S,"Strauss, Botho",R: Peter Stein,Edith Clever,Berlin : Schaubühne am Hallerschen Ufer,1978,,0:11:54,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
spa:Audio,STS-Audio00000143,CD 047,,Der Kontrabass. Szenenausschnitt,S,"Süskind, Patrick",R: Friedhelm Ortmann,Walter Schmidinger,,1995,,0:04:25,Cd 11 zu Harenberg Schauspielführer,,Haupt,,
